GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
 "06000","California",8,SAINC50,10,"...","Personal income (thousands of dollars) ","Thousands of dollars",18274494,18601729,20788145,24117233,26794080,28728120,29603669,32550035,35615676,38269519,40252410,44031353,46521143,49266560,53085503,56740063,61404603,65617507,71355954,76731586,84055708,92160048,99417462,105987186,116351066,127777265,142507421,157639903,174924788,194032902,220640055,250181567,284416652,319356852,342144678,369925812,410321649,443888531,476484468,511613010,557618023,600193593,643623777,666607620,702023479,719014905,741651785,779604724,828147235,876440299,953360541,1022682748,1127550078,1169366357,1187280934,1240604169,1315172209,1387883820,1493216996,1561307156,1588294546,1539818660,1609997470,1713428004,1814763034,1840885251,1955718006,2097049575,2191138011,2295048653,2411055136,2537950599,2767521379,3013676929,3006647281
 "06000","California",8,SAINC50,15,"..."," Less: Personal current taxes ","Thousands of dollars",1852360,1572477,1793719,2599736,3193401,3218876,3088421,3557361,3756406,4127171,4266324,4818663,5223323,5484738,5978608,6382187,5991641,6390849,7302608,8123363,9734150,11250905,10720941,10347116,13157870,13475010,15512191,15451678,18736762,21955302,26295295,31350791,35961482,39825761,40417440,42762337,47780244,53939242,57490165,66918647,68313877,78652922,83102385,79350094,78767760,80571226,84007715,92369159,106300949,120765010,136488075,159429017,195449676,180594287,146586548,142540527,150757530,177908178,197670087,215300052,211951792,161529972,178171842,208782564,224253366,253772584,276311105,310285161,319374939,333559927,353306553,368673281,398735802,493446887,542603863
 "06000","California",8,SAINC50,16,"...","Equals: Disposable personal income ","Thousands of dollars",16422134,17029252,18994426,21517497,23600679,25509244,26515248,28992674,31859270,34142348,35986086,39212690,41297820,43781822,47106895,50357876,55412962,59226658,64053346,68608223,74321558,80909143,88696521,95640070,103193196,114302255,126995230,142188225,156188026,172077600,194344760,218830776,248455170,279531091,301727238,327163475,362541405,389949289,418994303,444694363,489304146,521540671,560521392,587257526,623255719,638443679,657644070,687235565,721846286,755675289,816872466,863253731,932100402,988772070,1040694386,1098063642,1164414679,1209975642,1295546909,1346007104,1376342754,1378288688,1431825628,1504645440,1590509668,1587112667,1679406901,1786764414,1871763072,1961488726,2057748583,2169277318,2368785577,2520230042,2464043418
 "06000","California",8,SAINC50,20,"...","Population (persons) 1/","Number of persons",10064000,10337000,10677000,11134000,11635000,12251000,12746000,13133000,13713000,14264000,14880000,15467000,15870000,16497000,17072000,17668000,18151000,18585000,18858000,19176000,19394000,19711000,20023181,20345575,20584794,20867737,21172548,21536715,21934505,22350247,22838960,23255069,23800800,24285933,24820007,25360023,25844397,26441107,27102238,27777160,28464250,29218165,29959515,30470736,30974659,31274928,31484435,31696582,32018834,32486010,32987675,33499204,33987977,34479458,34871843,35253159,35574576,35827943,36021202,36250311,36604337,36961229,37322360,37650514,37970368,38291358,38636290,38966055,39223210,39424071,39535906,39547996,39501653,39142991,39029342
 "06000","California",8,SAINC50,30,"...","Per capita personal income (dollars) 2/","Dollars",1816,1800,1947,2166,2303,2345,2323,2478,2597,2683,2705,2847,2931,2986,3110,3211,3383,3531,3784,4001,4334,4676,4965,5209,5652,6123,6731,7320,7975,8681,9661,10758,11950,13150,13785,14587,15877,16788,17581,18418,19590,20542,21483,21877,22664,22990,23556,24596,25864,26979,28901,30529,33175,33915,34047,35191,36969,38737,41454,43070,43391,41660,43138,45509,47794,48076,50619,53817,55863,58214,60984,64174,70061,76991,77036
 "06000","California",8,SAINC50,50,"...","Per capita disposable personal income (dollars) 3/","Dollars",1632,1647,1779,1933,2028,2082,2080,2208,2323,2394,2418,2535,2602,2654,2759,2850,3053,3187,3397,3578,3832,4105,4430,4701,5013,5477,5998,6602,7121,7699,8509,9410,10439,11510,12157,12901,14028,14748,15460,16009,17190,17850,18709,19273,20121,20414,20888,21682,22544,23262,24763,25769,27424,28677,29843,31148,32732,33772,35966,37131,37601,37290,38364,39963,41888,41448,43467,45854,47721,49754,52048,54852,59967,64385,63133
 "06000","California",8,SAINC50,60,"...","Personal current taxes ","Thousands of dollars",1852360,1572477,1793719,2599736,3193401,3218876,3088421,3557361,3756406,4127171,4266324,4818663,5223323,5484738,5978608,6382187,5991641,6390849,7302608,8123363,9734150,11250905,10720941,10347116,13157870,13475010,15512191,15451678,18736762,21955302,26295295,31350791,35961482,39825761,40417440,42762337,47780244,53939242,57490165,66918647,68313877,78652922,83102385,79350094,78767760,80571226,84007715,92369159,106300949,120765010,136488075,159429017,195449676,180594287,146586548,142540527,150757530,177908178,197670087,215300052,211951792,161529972,178171842,208782564,224253366,253772584,276311105,310285161,319374939,333559927,353306553,368673281,398735802,493446887,542603863
 "06000","California",8,SAINC50,70,"..."," Federal government 4/","Thousands of dollars",1756081,1462241,1668239,2451627,3030860,3047639,2897433,3343657,3520506,3876404,4005504,4466935,4809134,5041282,5485418,5830793,5396681,5719122,6467671,7079259,8185796,9662810,9076703,8540006,10381394,10866155,12979183,12128432,14875757,17348550,20493653,25465730,28273176,32108495,31725261,33691293,36389070,41295423,43731221,50782148,53187733,60276809,63286449,60004117,58806716,60570658,63849061,70212520,81504793,93479407,104597235,123500936,150584470,134395875,110765651,105435356,110625264,129879489,142971306,157526209,153247779,114361835,126317937,151541589,160327773,180543785,198961448,224684036,231660137,239386268,252855518,264279681,281800961,346078018,391147305
 "06000","California",8,SAINC50,80,"...","  Income taxes (net of refunds) 4/","Thousands of dollars",1756081,1462241,1668239,2451627,3030860,3047639,2897433,3343657,3520506,3876404,4005504,4466935,4809134,5041282,5485418,5830793,5396681,5719122,6467671,7079259,8185796,9662810,9076703,8540006,10381394,10866155,12979183,12128432,14875757,17348550,20493653,25465730,28273176,32108495,31725261,33691293,36389070,41295423,43731221,50782148,53187733,60276809,63286449,60004117,58806716,60570658,63849061,70212520,81504793,93479407,104597235,123500936,150584470,134395875,110765651,105435356,110625264,129879489,142971306,157526209,153247779,114361835,126317937,151541589,160327773,180543785,198961448,224684036,231660137,239386268,252855518,264279681,281800961,346078018,391147305
 "06000","California",8,SAINC50,81,"...","   Income taxes (gross) 4/","Thousands of dollars",1927054,1690546,1829444,2621149,3235257,3308052,3178441,3659470,3872794,4240440,4422653,4924268,5312697,5611275,6117517,6539682,6171769,6364767,7232561,8110166,9427498,11001922,10802046,10375148,12154219,13621099,15939574,16473083,18397216,21227314,24938129,30019545,33797838,38565411,39300740,41906018,45052527,50174342,53461779,60748272,62076064,69145417,73052211,71048766,69706554,70732109,73858419,80926653,92569236,104791570,116645850,138417623,166429627,152627235,133461602,127154716,133066987,151314542,166572733,182871595,188397409,147365798,156239342,178466910,187442175,206738391,226248615,252068863,262158441,271483810,284187525,291185882,308711391,377019750,420334332
 "06000","California",8,SAINC50,82,"...","   Less: Refunds ","Thousands of dollars",170973,228305,161205,169522,204397,260413,281008,315813,352288,364036,417149,457333,503563,569993,632099,708889,775088,645645,764890,1030907,1241702,1339112,1725343,1835142,1772825,2754944,2960391,4344651,3521459,3878764,4444476,4553815,5524662,6456916,7575479,8214725,8663457,8878919,9730558,9966124,8888331,8868608,9765762,11044649,10899838,10161451,10009358,10714133,11064443,11312163,12048615,14916687,15845157,18231360,22695951,21719360,22441723,21435053,23601427,25345386,35149630,33003963,29921405,26925321,27114402,26194606,27287167,27384827,30498304,32097542,31332007,26906201,26910430,30941732,29187027
 "06000","California",8,SAINC50,120,"..."," State governments ","Thousands of dollars",69694,80762,93897,114266,126073,131704,148592,167689,192098,209103,217280,276713,329409,352271,374035,404592,434261,487660,627248,809650,1282145,1325621,1375961,1519831,2474726,2313853,2231665,3004065,3526496,4279291,5415086,5471904,7236665,7230652,8052871,8410376,10550496,11775452,12832625,15135399,14073987,17224457,18572686,17970570,18389110,18458557,18558610,20623741,23156874,25603732,30060403,34103585,43098611,44373243,34382599,35356977,38225341,45876379,52653494,55590880,56476924,44380288,48818603,54523423,61309175,70550774,74583183,82729995,84728804,91116424,97286480,101140936,113558678,143857797,147766492
