GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
 "97000","Rocky Mountain",7,SAINC4,10,"...","Personal income (millions of dollars) ","Millions of dollars",1597.2,1468.1,1173.7,927.5,886.2,1042.6,1254.3,1462.3,1471.3,1441.2,1495.3,1592.2,1946.4,2720.4,3323.4,3312.1,3481.7,3818.5,4292.2,4793.3,4809.6,5379.4,6207.3,6584.7,6625.2,6700.8,7286.8,7938.9,8560.0,8795.2,9287.0,9819.2,10406.6,11218.4,11582.9,12119.7,13009.6,13792.2,14653.3,15901.4,17805.8,19931.4,22181.8,25136.6,28740.4,32389.6,35793.1,39578.0,44130.6,51079.3,57676.7,65489.9,74444.0,80465.1,86078.7,93102.4,98317.7,101840.7,104970.5,111213.9,120384.3,128561.0,136576.9,147631.1,159655.7,170764.3,184495.6,198138.5,211866.9,230915.4,245536.5,268774.2,282040.8,286470.3,295583.1,312109.7,334690.7,365904.1,392048.3,411924.0,394102.9,407052.1,439614.7,464962.2,482115.4,515987.6,541260.7,553886.8,589876.8,633665.0,679051.9,733061.7,816958.5,864062.4
 "97000","Rocky Mountain",7,SAINC4,11,"..."," Nonfarm personal income 1/","Millions of dollars",1332.1,1212.6,1057.0,835.5,782.0,923.4,1034.2,1238.2,1281.6,1224.4,1278.1,1358.5,1577.8,2200.9,2634.1,2659.6,2816.0,3072.3,3361.3,3906.3,4136.7,4607.6,5256.9,5723.3,5926.5,6110.4,6692.1,7342.0,7830.4,8088.3,8709.0,9233.2,9874.6,10501.6,10952.2,11605.6,12278.9,13093.8,13944.8,15155.6,16924.7,18936.8,21224.7,23877.6,27001.7,30568.3,34425.4,38574.1,43469.3,50147.7,56955.1,64551.0,73416.1,79664.8,84959.2,92087.8,97501.7,100624.9,103422.4,109620.2,118205.0,126090.1,134155.5,145134.4,156485.9,168740.0,182570.7,196011.9,209882.2,228585.8,242887.4,266463.2,279061.7,284232.9,293307.7,308842.7,331409.0,363699.0,388782.7,408718.0,391889.3,403851.2,434956.9,460577.8,476832.2,510575.1,535808.5,549566.3,586554.4,630045.3,674527.1,728249.3,812803.5,858807.5
 "97000","Rocky Mountain",7,SAINC4,12,"..."," Farm income 2/","Millions of dollars",265.2,255.5,116.7,92.0,104.2,119.2,220.1,224.1,189.7,216.8,217.2,233.7,368.6,519.5,689.3,652.5,665.7,746.2,930.9,887.0,672.9,771.9,950.4,861.4,698.6,590.4,594.7,597.0,729.6,706.9,578.0,586.0,532.0,716.8,630.7,514.1,730.7,698.4,708.5,745.8,881.1,994.6,957.0,1259.0,1738.7,1821.3,1367.7,1003.9,661.3,931.7,721.6,938.9,1027.9,800.3,1119.5,1014.6,816.0,1215.9,1548.1,1593.7,2179.3,2470.9,2421.4,2496.7,3169.8,2024.3,1924.9,2126.6,1984.6,2329.6,2649.1,2310.9,2979.1,2237.5,2275.4,3267.1,3281.7,2205.0,3265.6,3205.9,2213.6,3200.9,4657.8,4384.4,5283.2,5412.5,5452.2,4320.4,3322.4,3619.7,4524.9,4812.5,4155.1,5255.0
 "97000","Rocky Mountain",7,SAINC4,20,"...","Population (persons) 3/","Number of persons",2710000,2761000,2792000,2812000,2826000,2848000,2872000,2906000,2937000,2958000,2987000,3012000,2969000,2966000,3006000,2965000,2916000,3110000,3180000,3278000,3382000,3494000,3508000,3571000,3672000,3760000,3890000,4030000,4113000,4139000,4226000,4350000,4497000,4580000,4632000,4673000,4703000,4735000,4783000,4868000,4943000,5037873,5194044,5368407,5527390,5649835,5781745,5915555,6078758,6256862,6438928,6592318,6742612,6903979,7034816,7108977,7167704,7199874,7205624,7202616,7234109,7305119,7477155,7696444,7938748,8171343,8379865,8565452,8745913,8918147,9094461,9268926,9430982,9567277,9675332,9807510,9972107,10189958,10406301,10609537,10793888,10949633,11089025,11230078,11386485,11539776,11721767,11915924,12094213,12268132,12427477,12582532,12740434,12864007
 "97000","Rocky Mountain",7,SAINC4,30,"...","Per capita personal income (dollars) 4/","Dollars",589,532,420,330,314,366,437,503,501,487,501,529,656,917,1106,1117,1194,1228,1350,1462,1422,1540,1769,1844,1804,1782,1873,1970,2081,2125,2198,2257,2314,2449,2501,2594,2766,2913,3064,3267,3602,3956,4271,4682,5200,5733,6191,6690,7260,8164,8958,9934,11041,11655,12236,13096,13717,14145,14568,15441,16641,17599,18266,19182,20111,20898,22017,23132,24225,25893,26998,28997,29906,29943,30550,31824,33563,35908,37674,38826,36512,37175,39644,41403,42341,44714,46176,46483,48773,51651,54641,58260,64123,67169
 "97000","Rocky Mountain",7,SAINC4,35,"..."," Earnings by place of work ","Millions of dollars",1326.0,1214.3,923.4,724.7,698.9,847.5,1040.2,1189.6,1242.0,1221.1,1260.8,1337.2,1668.6,2420.8,3031.1,3013.1,3128.5,3354.0,3735.7,4034.0,3967.0,4379.6,5203.9,5531.7,5515.8,5484.3,5968.4,6513.3,6999.9,7134.0,7498.0,7961.5,8419.5,9087.4,9394.6,9786.3,10483.0,11211.8,11841.9,12920.2,14325.9,15799.5,17509.7,20056.5,23078.4,25817.7,27957.6,31136.2,34885.1,40728.1,46102.7,51373.9,57650.6,61014.8,64576.9,70112.9,73722.2,76216.1,78869.2,83908.3,89810.6,96707.0,103297.3,112733.4,122574.1,130718.8,139314.6,149442.5,160608.8,176148.5,190944.9,209317.8,218870.0,222246.4,227538.5,240350.0,256290.1,278111.7,294302.7,301375.6,287059.9,294767.2,311484.0,328155.9,349524.5,371847.8,385674.9,392515.8,418602.8,449996.0,479883.3,500689.0,550587.5,600316.1
 "97000","Rocky Mountain",7,SAINC4,36,"..."," Less: Contributions for government social insurance 5/","Millions of dollars",1.5,1.5,1.4,1.4,1.2,1.2,1.2,3.5,25.4,27.6,31.3,32.0,37.2,53.5,71.4,76.7,95.4,142.1,118.5,98.0,102.3,104.3,124.0,139.8,142.0,160.6,179.8,197.9,230.2,252.6,291.7,354.4,382.0,412.0,478.0,491.0,498.9,645.8,721.8,804.5,880.8,961.5,1101.6,1320.3,1728.4,2001.9,2178.5,2511.6,2870.0,3410.7,4089.7,4595.8,5563.5,6032.8,6397.0,7175.1,7730.4,8019.4,8209.1,9123.0,9869.7,10975.7,12004.4,12992.3,14206.0,15409.8,16397.2,17263.2,18380.4,19326.8,20642.3,22510.4,23609.0,24442.5,25204.6,27023.9,28981.6,31436.9,33423.9,34538.7,33444.9,34007.7,32096.1,33559.1,39019.8,41460.6,43323.0,44701.3,47416.4,50260.1,53027.3,55552.4,60072.2,66936.8
 "97000","Rocky Mountain",7,SAINC4,37,"...","  Employee and self-employed contributions for government social insurance ","Millions of dollars",1.3,1.3,1.3,1.2,1.1,1.1,1.1,1.2,8.2,7.6,8.1,9.0,10.5,16.8,32.1,38.5,39.0,31.5,35.3,33.8,33.9,44.3,52.8,60.2,63.9,72.2,80.8,91.6,107.1,114.1,132.9,165.0,172.2,183.3,214.7,221.8,225.3,304.3,356.9,394.9,433.3,471.1,533.4,629.7,826.0,955.0,1035.9,1158.5,1318.0,1551.9,1881.4,2135.3,2609.6,2849.3,2982.5,3282.3,3648.6,3814.9,3932.8,4404.6,4821.9,5338.9,5852.4,6317.0,6853.4,7462.2,8017.0,8521.7,9140.0,9835.5,10566.9,11499.3,12074.5,12268.1,12572.7,13373.7,14325.0,15589.1,16755.7,17384.3,16984.8,17192.7,14149.8,14793.2,19787.3,21066.3,22121.0,23005.2,24670.0,26572.7,28153.8,29671.9,32145.1,36046.6
 "97000","Rocky Mountain",7,SAINC4,38,"...","  Employer contributions for government social insurance ","Millions of dollars",0.2,0.2,0.1,0.2,0.1,0.1,0.1,2.3,17.2,20.0,23.2,23.0,26.8,36.7,39.3,38.2,56.4,110.6,83.2,64.2,68.4,60.0,71.2,79.5,78.1,88.3,99.0,106.3,123.1,138.5,158.8,189.4,209.9,228.7,263.3,269.3,273.5,341.6,364.9,409.6,447.5,490.4,568.1,690.6,902.3,1047.0,1142.6,1353.1,1552.0,1858.8,2208.3,2460.5,2954.0,3183.5,3414.5,3892.8,4081.8,4204.5,4276.3,4718.4,5047.8,5636.8,6151.9,6675.3,7352.6,7947.7,8380.2,8741.5,9240.4,9491.3,10075.4,11011.1,11534.6,12174.4,12631.9,13650.2,14656.6,15847.9,16668.3,17154.4,16460.1,16815.1,17946.3,18765.9,19232.5,20394.2,21202.1,21696.1,22746.4,23687.4,24873.5,25880.5,27927.0,30890.2
 "97000","Rocky Mountain",7,SAINC4,42,"..."," Plus: Adjustment for residence 6/","Millions of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-0.1,-0.5,-0.4,-1.0,-1.1,-0.9,-1.3,-1.5,-1.9,-1.7,-2.5,-2.6,-2.5,-2.6,-2.6,-2.1,-1.8,-1.9,-1.3,-1.0,-1.1,17.9,19.6,20.1,22.6,22.4,23.8,35.7,40.4,42.3,52.3,44.7,67.8,50.6,52.2,54.3,74.7,92.3,112.6,135.3,173.9,209.0,244.7,274.1,306.2,341.1,392.5,452.2,524.5,600.9,698.5,797.9,857.0,843.4,834.7,850.3,881.0,884.3,857.9,870.8,928.8,1046.5,1224.8,1628.1,2254.4,2552.0,2824.6,2652.6,2455.4,2675.1,2833.9,3115.5,2972.4,3148.3,3559.8
