GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
 "04000","Arizona",6,SAINC51,52,"...","Population (persons) 1/","Number of persons",690000,714000,756000,785000,842000,894000,933000,987000,1053000,1125000,1193000,1261000,1321000,1407000,1471000,1521000,1556000,1584000,1614000,1646000,1682000,1737000,1794912,1896108,2008847,2125281,2224342,2286348,2347976,2427310,2517852,2638582,2737774,2810108,2889860,2968924,3067134,3183539,3308261,3437103,3535183,3622184,3684097,3788576,3915740,4065440,4245089,4432499,4586940,4736990,4883342,5023823,5160586,5273477,5396255,5510364,5652404,5839077,6029141,6167681,6280362,6343154,6402024,6446537,6507351,6563216,6638196,6714328,6801591,6879830,6969944,7070511,7179943,7264877,7359197
 "04000","Arizona",6,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1252,1261,1305,1536,1599,1620,1615,1673,1758,1798,1805,1873,1940,1994,2046,2082,2219,2310,2456,2604,2902,3218,3570,3912,4192,4624,4956,5324,5723,6175,6935,7722,8606,9480,9860,10679,11674,12466,13141,13543,14364,14966,15434,15854,16407,16947,17718,18484,19145,20032,21147,21761,22931,23670,24572,25739,27300,28727,30674,31718,32036,30892,31055,31975,33019,33240,34441,35676,36850,38761,40703,42735,46974,50149,51248
 "05000","Arkansas",5,SAINC51,51,"...","Disposable personal income (millions of dollars) ","Millions of dollars",1525.7,1439.3,1541.1,1733.7,1798.5,1801.1,1776.7,1944.6,1996.1,2062.0,2143.6,2333.4,2351.3,2560.8,2712.1,2874.2,3164.4,3323.9,3655.1,3882.9,4153.4,4588.7,5062.6,5704.1,6412.9,7568.0,8387.9,9398.8,10250.3,11440.0,13248.1,14420.8,15509.4,17587.5,18361.9,19698.0,22103.3,23421.4,24690.9,25530.9,27518.9,29420.8,30958.0,32892.0,35830.7,37558.4,39760.4,42222.4,44738.8,46771.3,49470.1,51534.9,54020.7,57065.8,59393.7,63652.8,68042.8,70833.0,75056.5,79532.9,83120.6,83435.7,86387.0,91406.0,97557.8,96883.6,102362.7,105216.0,107887.7,111671.5,117322.8,119309.6,129589.1,141244.9,142906.9
 "05000","Arkansas",5,SAINC51,52,"...","Population (persons) 1/","Number of persons",1825000,1844000,1908000,1901000,1838000,1780000,1734000,1725000,1704000,1733000,1726000,1756000,1789000,1806000,1853000,1875000,1897000,1894000,1899000,1901000,1902000,1913000,1930077,1972028,2018116,2058491,2100385,2158291,2168688,2207228,2241019,2269115,2288738,2293204,2294254,2305766,2319767,2327046,2331988,2342357,2342655,2346354,2356586,2383144,2415984,2456303,2494019,2535399,2572109,2601090,2626289,2651860,2678588,2691571,2705927,2724816,2749686,2781097,2821761,2848650,2874554,2896843,2921561,2938833,2948887,2954685,2961191,2970352,2980602,2990801,2997271,3004248,3014195,3028122,3045637
 "05000","Arkansas",5,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",836,781,808,912,979,1012,1025,1127,1171,1190,1242,1329,1314,1418,1464,1533,1668,1755,1925,2043,2184,2399,2623,2893,3178,3676,3993,4355,4726,5183,5912,6355,6776,7669,8003,8543,9528,10065,10588,10900,11747,12539,13137,13802,14831,15291,15942,16653,17394,17981,18836,19433,20168,21202,21949,23360,24746,25469,26599,27920,28916,28802,29569,31103,33083,32790,34568,35422,36197,37338,39143,39714,42993,46644,46922
 "06000","California",8,SAINC51,51,"...","Disposable personal income (millions of dollars) ","Millions of dollars",16422.1,17029.3,18994.4,21517.5,23600.7,25509.2,26515.2,28992.7,31859.3,34142.3,35986.1,39212.7,41297.8,43781.8,47106.9,50357.9,55413.0,59226.7,64053.3,68608.2,74321.6,80909.1,88696.5,95640.1,103193.2,114302.3,126995.2,142188.2,156188.0,172077.6,194344.8,218830.8,248455.2,279531.1,301727.2,327163.5,362541.4,389949.3,418994.3,444694.4,489304.1,521540.7,560521.4,587257.5,623255.7,638443.7,657644.1,687235.6,721846.3,755675.3,816872.5,863253.7,932100.4,988772.1,1040694.4,1098063.6,1164414.7,1209975.6,1295546.9,1346007.1,1376342.8,1378288.7,1431825.6,1504645.4,1590509.7,1587112.7,1679406.9,1786764.4,1871763.1,1961488.7,2057748.6,2169277.3,2368785.6,2520230.0,2464043.4
 "06000","California",8,SAINC51,52,"...","Population (persons) 1/","Number of persons",10064000,10337000,10677000,11134000,11635000,12251000,12746000,13133000,13713000,14264000,14880000,15467000,15870000,16497000,17072000,17668000,18151000,18585000,18858000,19176000,19394000,19711000,20023181,20345575,20584794,20867737,21172548,21536715,21934505,22350247,22838960,23255069,23800800,24285933,24820007,25360023,25844397,26441107,27102238,27777160,28464250,29218165,29959515,30470736,30974659,31274928,31484435,31696582,32018834,32486010,32987675,33499204,33987977,34479458,34871843,35253159,35574576,35827943,36021202,36250311,36604337,36961229,37322360,37650514,37970368,38291358,38636290,38966055,39223210,39424071,39535906,39547996,39501653,39142991,39029342
 "06000","California",8,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1632,1647,1779,1933,2028,2082,2080,2208,2323,2394,2418,2535,2602,2654,2759,2850,3053,3187,3397,3578,3832,4105,4430,4701,5013,5477,5998,6602,7121,7699,8509,9410,10439,11510,12157,12901,14028,14748,15460,16009,17190,17850,18709,19273,20121,20414,20888,21682,22544,23262,24763,25769,27424,28677,29843,31148,32732,33772,35966,37131,37601,37290,38364,39963,41888,41448,43467,45854,47721,49754,52048,54852,59967,64385,63133
 "08000","Colorado",7,SAINC51,51,"...","Disposable personal income (millions of dollars) ","Millions of dollars",1721.6,1759.6,1927.9,2251.7,2395.9,2428.7,2523.5,2758.2,3013.0,3338.0,3399.7,3657.8,3864.0,4157.7,4393.6,4601.9,4964.2,5287.4,5644.2,6057.9,6650.5,7383.1,8450.1,9583.1,10704.4,12286.4,13711.9,15358.1,16806.3,18613.9,21393.9,24353.5,27895.6,31864.4,34954.7,38707.4,42289.7,44734.4,46638.2,48034.2,51121.6,54666.6,57751.1,61409.4,66603.7,71880.6,77067.6,83738.0,89602.4,95473.5,105138.1,112452.8,124352.3,132523.8,136160.2,140456.1,145983.9,153717.8,164602.5,174261.5,183754.7,180175.7,184323.2,197828.9,208823.5,217662.1,235238.8,243622.7,246133.3,264253.1,288001.5,307696.4,330301.7,363127.6,378514.4
 "08000","Colorado",7,SAINC51,52,"...","Population (persons) 1/","Number of persons",1263000,1295000,1325000,1326000,1365000,1431000,1493000,1546000,1625000,1664000,1667000,1710000,1769000,1844000,1899000,1936000,1970000,1985000,2007000,2053000,2120000,2166000,2223979,2303502,2404576,2495803,2541318,2586144,2632244,2696007,2766725,2849181,2908803,2977899,3061562,3133634,3169995,3208726,3237448,3260477,3262280,3275815,3307618,3387119,3495939,3613734,3724168,3826653,3919972,4018293,4116639,4226018,4326921,4425687,4490406,4528732,4575013,4631888,4720423,4803868,4889730,4972195,5047005,5119188,5188703,5263512,5342996,5442196,5529161,5600169,5677250,5735934,5784865,5811297,5839926
 "08000","Colorado",7,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1363,1359,1455,1698,1755,1697,1690,1784,1854,2006,2039,2139,2184,2255,2314,2377,2520,2664,2812,2951,3137,3409,3800,4160,4452,4923,5396,5939,6385,6904,7733,8548,9590,10700,11417,12352,13341,13941,14406,14732,15671,16688,17460,18130,19052,19891,20694,21883,22858,23760,25540,26610,28739,29944,30322,31014,31909,33187,34870,36275,37580,36237,36521,38645,40246,41353,44028,44766,44515,47187,50729,53644,57098,62487,64815
 "09000","Connecticut",1,SAINC51,51,"...","Disposable personal income (millions of dollars) ","Millions of dollars",3131.8,3123.2,3486.6,3907.2,4202.8,4594.0,4743.7,5123.0,5565.1,5963.8,5773.1,6155.8,6357.5,6754.7,7205.5,7572.6,8289.2,8855.3,9647.0,10492.9,10935.5,12432.9,13628.4,14585.5,15501.7,16993.4,18527.8,20196.4,21522.0,23715.1,26123.7,29132.0,32994.5,36818.6,39695.6,43637.6,48969.8,52173.3,55827.8,60044.2,67374.1,73131.7,75731.8,76713.0,81343.5,83624.2,85963.2,90072.2,92741.2,97068.7,103886.8,109328.9,118615.1,125846.6,131256.0,134382.6,141075.9,146014.1,156951.9,166863.3,180625.9,186416.4,191948.2,194389.7,196342.0,187172.5,195077.7,199677.4,205557.5,210110.4,221036.5,227023.8,236843.3,242810.7,244622.1
 "09000","Connecticut",1,SAINC51,52,"...","Population (persons) 1/","Number of persons",2014000,2032000,2016000,2028000,2081000,2168000,2249000,2300000,2316000,2359000,2446000,2523000,2544000,2586000,2647000,2727000,2798000,2857000,2903000,2935000,2964000,3000000,3038782,3061448,3069617,3069140,3075784,3084726,3085984,3088729,3094839,3099907,3113174,3128837,3139014,3162355,3180014,3201131,3223741,3247290,3271954,3283404,3291967,3302895,3300712,3309175,3316121,3324144,3336685,3349348,3365352,3386401,3411777,3432835,3458749,3484336,3496094,3506956,3517460,3527270,3545579,3561807,3580279,3594193,3605259,3610314,3614695,3611995,3607688,3607615,3611318,3607159,3597362,3623355,3626205
 "09000","Connecticut",1,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1555,1537,1729,1927,2020,2119,2109,2227,2403,2528,2360,2440,2499,2612,2722,2777,2963,3100,3323,3575,3689,4144,4485,4764,5050,5537,6024,6547,6974,7678,8441,9398,10598,11767,12646,13799,15399,16298,17318,18491,20591,22273,23005,23226,24644,25270,25923,27096,27794,28981,30870,32285,34766,36660,37949,38568,40352,41636,44621,47307,50944,52338,53613,54084,54460,51844,53968,55282,56978,58241,61207,62937,65838,67013,67460
 "10000","Delaware",2,SAINC51,51,"...","Disposable personal income (millions of dollars) ","Millions of dollars",434.1,480.3,552.3,593.0,631.0,679.6,712.5,809.8,955.8,956.9,997.8,1033.3,1083.8,1125.5,1181.1,1278.7,1386.1,1523.1,1610.7,1726.7,1870.6,2026.4,2173.2,2401.0,2630.4,2906.7,3156.1,3443.1,3709.4,3997.9,4387.8,4781.6,5374.4,5871.0,6404.2,6920.9,7669.3,8329.9,8849.4,9567.4,10585.5,11753.0,12392.0,13253.7,13827.8,14337.9,14864.4,15736.6,16685.3,17251.7,19166.5,20669.2,22975.7,25551.3,27016.5,27861.5,28836.8,29078.3,30756.8,31777.6,32065.8,33163.3,33422.1,35455.8,35844.3,36092.0,37683.7,39461.6,40638.2,42485.7,45357.3,46413.6,48849.1,51324.2,55420.1
 "10000","Delaware",2,SAINC51,52,"...","Population (persons) 1/","Number of persons",312000,316000,321000,331000,341000,351000,368000,389000,408000,426000,433000,441000,449000,461000,469000,483000,497000,507000,516000,525000,534000,540000,550332,565207,573821,579078,583150,588756,592755,594821,598188,598830,594919,595974,599148,605459,611565,618279,627559,636946,647621,658274,669567,683080,694925,706378,717545,729734,740977,751487,763335,774990,786373,795699,806169,818003,830803,845150,859268,871749,883874,891730,899762,908169,916572,925599,935160,944596,953030,961499,971072,981297,992114,1004807,1018396
 "10000","Delaware",2,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1391,1520,1721,1791,1850,1936,1936,2082,2343,2246,2304,2343,2414,2441,2518,2647,2789,3004,3122,3289,3503,3753,3949,4248,4584,5020,5412,5848,6258,6721,7335,7985,9034,9851,10689,11431,12541,13473,14101,15021,16345,17854,18508,19403,19898,20298,20716,21565,22518,22957,25109,26670,29217,32112,33512,34060,34710,34406,35794,36453,36279,37190,37146,39041,39107,38993,40297,41776,42641,44187,46708,47298,49237,51079,54419
 "11000","District of Columbia",2,SAINC51,51,"...","Disposable personal income (millions of dollars) ","Millions of dollars",1627.2,1682.9,1787.4,1838.3,1890.4,1869.0,1855.2,1831.9,1926.5,1994.9,2021.8,2054.1,2067.1,2208.1,2366.0,2532.8,2727.0,2953.8,3053.4,3290.0,3445.7,3268.0,3648.3,4114.8,4442.4,4667.5,5074.1,5542.6,5784.2,6265.9,6619.9,6870.0,7268.6,7688.7,8214.6,8740.4,9513.2,10066.3,10613.0,11056.7,12262.5,12964.5,13615.7,14407.6,15192.5,15871.3,16116.9,16241.6,16750.8,17330.0,18239.4,19040.6,20802.5,21629.8,22356.7,22646.5,24563.9,25516.2,26908.0,28669.4,29810.1,30977.9,33528.2,35780.5,36504.6,36636.6,39080.4,41864.1,44223.5,45919.1,47652.8,48178.2,50520.6,53687.2,51461.9
 "11000","District of Columbia",2,SAINC51,52,"...","Population (persons) 1/","Number of persons",840000,807000,806000,808000,805000,810000,791000,785000,759000,763000,757000,761000,765000,778000,788000,798000,798000,797000,791000,791000,778000,762000,755087,750641,743775,733674,720755,710308,696305,681768,670046,655616,638284,636893,634174,632433,633382,634549,638269,636930,630432,624168,605321,600870,597565,595301,589239,580517,572377,567736,565230,570213,572046,574504,573158,568502,567754,567136,570681,574404,580236,592228,604795,617794,631132,644755,654557,665633,673833,680945,685632,687408,670868,668791,671803
 "11000","District of Columbia",2,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1937,2085,2218,2275,2348,2307,2345,2334,2538,2615,2671,2699,2702,2838,3003,3174,3417,3706,3860,4159,4429,4289,4832,5482,5973,6362,7040,7803,8307,9191,9880,10479,11388,12072,12953,13820,15020,15864,16628,17359,19451,20771,22493,23978,25424,26661,27352,27978,29265,30525,32269,33392,36365,37650,39006,39835,43265,44991,47151,49912,51376,52307,55437,57917,57840,56823,59705,62894,65630,67434,69502,70087,75306,80275,76603
 "12000","Florida",5,SAINC51,51,"...","Disposable personal income (millions of dollars) ","Millions of dollars",2954.6,3103.9,3530.2,3904.3,4384.5,4903.0,5204.7,5948.5,6839.4,7568.1,8302.8,9134.4,9562.1,10142.4,10940.1,11744.0,12936.6,14104.4,15442.1,16919.3,19227.3,22087.9,25273.2,28559.0,32351.3,37875.0,42742.3,47473.6,51512.6,57522.4,65892.7,75237.2,88366.3,101983.2,109345.7,123882.3,138868.0,150332.0,162137.8,174129.4,193253.6,214892.4,230899.8,242796.1,256563.1,271647.4,285667.4,306385.0,322725.9,339915.3,365875.4,382262.7,412100.4,437155.5,462050.1,492575.7,531753.4,568078.5,614602.2,640772.6,652289.8,631940.5,672161.8,699989.8,720430.1,712530.1,757871.4,802776.3,842025.1,890172.4,964243.6,1023037.4,1086281.1,1211086.7,1242567.8
 "12000","Florida",5,SAINC51,52,"...","Population (persons) 1/","Number of persons",2578000,2668000,2810000,2980000,3157000,3310000,3505000,3747000,4047000,4372000,4630000,4808000,5004000,5243000,5458000,5628000,5781000,5954000,6104000,6242000,6433000,6641000,6845353,7163026,7520324,7927099,8317034,8541660,8695356,8888958,9131554,9470585,9839835,10192775,10471405,10749849,11039925,11351120,11667503,11997282,12306400,12637718,13033307,13369798,13650553,13927185,14239444,14537875,14853360,15186304,15486559,15759421,16047515,16356966,16689370,17004085,17415318,17842038,18166990,18367842,18527305,18652644,18842884,19039100,19271885,19507621,19795405,20145580,20537931,20871785,21133562,21354519,21589602,21828069,22244823
 "12000","Florida",5,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1146,1163,1256,1310,1389,1481,1485,1588,1690,1731,1793,1900,1911,1934,2004,2087,2238,2369,2530,2711,2989,3326,3692,3987,4302,4778,5139,5558,5924,6471,7216,7944,8980,10005,10442,11524,12579,13244,13897,14514,15704,17004,17716,18160,18795,19505,20062,21075,21727,22383,23625,24256,25680,26726,27685,28968,30534,31839,33831,34886,35207,33879,35672,36766,37382,36526,38285,39849,40999,42650,45626,47907,50315,55483,55859
 "13000","Georgia",5,SAINC51,51,"...","Disposable personal income (millions of dollars) ","Millions of dollars",3039.2,3070.6,3550.5,4062.8,4334.0,4496.3,4501.5,4955.2,5293.4,5454.8,5692.2,6047.5,6278.5,6567.9,7022.9,7631.0,8320.3,9166.0,10053.5,10977.1,11973.5,13147.0,14519.2,16197.5,17928.6,20408.4,22369.6,24632.4,27155.8,29844.9,33645.0,37197.7,41630.5,46921.1,51106.4,55925.4,63640.3,69236.5,75662.8,80818.9,88838.1,95315.1,102132.5,108018.2,117051.9,123807.2,133113.5,143308.9,153750.9,162652.6,177696.0,189089.3,204163.4,215668.7,227556.4,238596.7,252658.5,265059.9,280546.2,292649.9,297774.6,299789.2,306298.0,324492.2,332462.4,333490.4,355074.7,375453.3,392132.8,414875.6,438862.0,460334.6,494389.0,535060.9,533857.7
 "13000","Georgia",5,SAINC51,52,"...","Population (persons) 1/","Number of persons",3259000,3325000,3458000,3531000,3584000,3558000,3602000,3636000,3701000,3766000,3804000,3868000,3956000,4015000,4086000,4172000,4258000,4332000,4379000,4408000,4482000,4551000,4605421,4710272,4807151,4906940,4994870,5058535,5126155,5211771,5286148,5391265,5486174,5568346,5649788,5728248,5834943,5962639,6084645,6208479,6316139,6411117,6512602,6653005,6817203,6978240,7157165,7328413,7501069,7685099,7863536,8045965,8227303,8377038,8508256,8622793,8769252,8925922,9155813,9349988,9504843,9620846,9712576,9805488,9906963,9980513,10077700,10191467,10318225,10428498,10532566,10642947,10729828,10788029,10912876
 "13000","Georgia",5,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",933,923,1027,1151,1209,1264,1250,1363,1430,1448,1496,1563,1587,1636,1719,1829,1954,2116,2296,2490,2671,2889,3153,3439,3730,4159,4479,4869,5297,5726,6365,6900,7588,8426,9046,9763,10907,11612,12435,13017,14065,14867,15682,16236,17170,17742,18599,19555,20497,21165,22597,23501,24815,25745,26745,27670,28812,29696,30641,31299,31329,31160,31536,33093,33558,33414,35234,36840,38004,39783,41667,43253,46076,49598,48920
 "15000","Hawaii *",8,SAINC51,51,"...","Disposable personal income (millions of dollars) ","Millions of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),1406.8,1526.3,1664.7,1782.8,1963.6,2165.8,2315.9,2507.4,2799.8,3160.4,3687.3,4061.2,4418.7,4906.1,5599.1,6222.5,6661.5,7179.4,7896.0,8818.0,10096.2,10924.5,11779.9,12927.5,13851.5,14679.0,15547.1,16303.6,17963.4,19859.4,21721.8,22892.2,25092.7,26046.4,26673.5,27443.6,27288.1,28056.8,28491.1,29390.4,31057.3,32527.2,34819.3,36733.3,39412.9,41780.6,44609.2,47113.0,49878.4,50635.3,51879.6,53784.4,55487.6,55608.1,58411.7,60613.2,62818.0,65432.2,67147.3,69829.4,73819.6,77946.0,76453.0
 "15000","Hawaii *",8,SAINC51,52,"...","Population (persons) 1/","Number of persons",(NA),(NA),499000,502000,495000,499000,504000,529000,548000,573000,605000,622000,642000,659000,684000,682000,700000,704000,710000,723000,734000,743000,762920,791580,818104,841851,858121,875052,892335,915749,928816,950050,967710,978195,993780,1012717,1027922,1039698,1051762,1067917,1079827,1094588,1113491,1136754,1158613,1172838,1187536,1196854,1203755,1211640,1215233,1210300,1213519,1225948,1239613,1251154,1273569,1292729,1309731,1315675,1332213,1346717,1365064,1384943,1405024,1423171,1434212,1446479,1457008,1458361,1460183,1457034,1451043,1447154,1440196
 "15000","Hawaii *",8,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),2191,2316,2434,2614,2805,3076,3262,3468,3814,4254,4833,5131,5401,5828,6525,7111,7465,7840,8501,9282,10433,11168,11854,12765,13475,14119,14782,15267,16635,18143,19508,20138,21658,22208,22461,22930,22669,23156,23445,24284,25593,26532,28089,29360,30947,32320,34060,35809,37440,37599,38005,38835,39492,39073,40727,41904,43114,44867,45986,47926,50873,53862,53085
