GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
 "28000","Mississippi",5,SAINC45,10,"...","Cash receipts from marketings (thousands of dollars) ","Thousands of dollars",906832,944678,1056741,1097451,1550905,1543609,1376145,1750273,1675607,2126233,2195069,2225063,2076536,2098165,2266310,2267804,1998835,1942453,2176878,2252958,2423173,2541927,2355374,2748619,2892101,2937749,3249840,3502573,3461292,3549762,3281555,3188340,3394674,3073626,3780284,4462566,4509636,3925998,4724202,5070814,4909263,5270496,5293910,6560787,6711703,6824115,5457176,5242948,5771293,5558036,5503923,5048157,6384779,8217702
 "28000","Mississippi",5,SAINC45,20,"..."," Cash receipts: Livestock and products ","Thousands of dollars",511622,531693,540207,597338,792036,622341,708182,710893,847164,965507,957040,955058,920797,1003878,986068,1100323,1060559,1094862,1098973,1261823,1354674,1363275,1349054,1407298,1670542,1787788,1768882,2013488,2088432,2279952,2292892,2258009,2537721,2183369,2391067,3033222,3246204,2713917,3010760,3219979,2965772,3250927,3152152,3330722,3723619,4044553,3397147,3050496,3444892,3492024,3245830,2604598,3420181,4929832
 "28000","Mississippi",5,SAINC45,30,"...","  Meat animals and other livestock ","Thousands of dollars",251238,273692,283473,322849,399183,262971,312668,299724,418581,493713,468538,443942,359966,449901,404393,436049,442221,407891,495390,572267,553979,607981,562412,535562,643126,636904,557072,553589,620720,651474,713702,803402,798920,728698,737881,861298,956717,820117,784109,732533,663467,727770,781304,822661,736936,880495,603381,575415,625336,603059,652201,704428,802822,890265
 "28000","Mississippi",5,SAINC45,31,"...","   Cattle and calves ","Thousands of dollars",205542,223032,229672,253986,310946,180673,230598,235619,342583,402808,377086,341595,252391,320001,267837,276137,255735,216670,263516,313195,310728,330574,318968,275396,331152,315859,231356,198154,258820,263574,329859,388157,399543,380723,403035,470227,567101,402835,374055,339199,296874,321024,333741,430916,396345,512433,297354,260868,294112,329898,302943,330686,369282,428187
 "28000","Mississippi",5,SAINC45,32,"...","   Hogs and pigs ","Thousands of dollars",35549,34493,35792,46123,62968,55373,50331,30522,39026,54057,47521,47931,53995,66072,52526,55687,51481,46537,48469,43432,40771,44618,31291,29064,39446,31739,43260,63935,80442,65967,74341,99817,122450,86384,90765,116532,127600,146474,158877,161438,143982,162101,205201,188844,125791,148660,76074,72437,86727,36472,94714,123641,149450,158190
 "28000","Mississippi",5,SAINC45,33,"...","   Sheep and other livestock ","Thousands of dollars",10147,16167,18009,22740,25269,26925,31739,33583,36972,36848,43931,54416,53580,63828,84030,104225,135005,144684,183405,215640,202480,232789,212153,231102,272528,289306,282456,291500,281458,321933,309502,315428,276927,261591,244081,274539,262016,270808,251177,231896,222611,244645,242362,202901,214800,219402,229953,242110,244497,236689,254544,250101,284090,303888
 "28000","Mississippi",5,SAINC45,40,"...","  Dairy products ","Thousands of dollars",59953,60642,61000,63928,70921,79939,80614,86197,85748,91278,101289,111645,123007,127262,124307,119277,119936,113707,109335,107615,109291,112549,96862,106500,103600,102950,96585,105455,90720,93150,89324,74782,79695,62356,55151,63336,60420,49590,65688,60112,35464,40664,45046,39794,40296,49848,31622,24252,25515,21717,24304,24510,20484,24400
 "28000","Mississippi",5,SAINC45,50,"...","  Poultry and poultry products ","Thousands of dollars",200431,197359,195734,210561,321932,279431,314900,324972,342835,380516,387213,399471,437824,426715,457368,544997,498402,573264,494248,581941,691404,642745,689780,765236,923816,1047934,1115225,1354444,1376992,1535328,1489866,1379825,1659106,1392315,1598035,2108588,2229067,1844210,2160963,2427334,2266841,2482493,2325802,2468267,2946387,3114210,2762144,2450829,2794041,2867248,2569325,1875660,2596875,4015167
 "28000","Mississippi",5,SAINC45,60,"..."," Cash receipts: Crops ","Thousands of dollars",395210,412985,516534,500113,758869,921268,667963,1039380,828443,1160726,1238029,1270005,1155739,1094287,1280242,1167481,938276,847591,1077905,991135,1068499,1178652,1006320,1341321,1221559,1149961,1480958,1489085,1372860,1269810,988663,930331,856953,890257,1389217,1429344,1263432,1212081,1713442,1850835,1943491,2019569,2141758,3230065,2988084,2779562,2060029,2192452,2326401,2066012,2258093,2443559,2964598,3287870
 "28000","Mississippi",5,SAINC45,70,"...","  Total grains ","Thousands of dollars",187670,183395,202567,182758,337731,449001,327840,536031,416408,609730,771849,741882,658088,648038,709109,574731,604646,357029,378805,520445,452199,380103,390034,489156,495705,437184,546300,673325,728812,578271,427676,380800,350844,458616,616851,651892,540945,530060,981407,1347925,1613014,1516191,1509821,2323492,2371149,2049699,1530698,1642898,1576463,1293263,1499957,1598799,2156697,2558208
 "28000","Mississippi",5,SAINC45,71,"...","   Corn ","Thousands of dollars",1619,1571,998,1434,2554,2874,2097,3006,480,1678,2858,615,809,247,1385,6601,10016,11845,12617,14665,13714,15184,21360,39830,36819,48865,70649,151896,125723,87643,65549,66559,87349,134336,151378,148220,92083,81750,341180,420833,414590,379446,465439,749467,780898,585453,352507,385925,379798,348277,363484,390981,514096,667458
 "28000","Mississippi",5,SAINC45,72,"...","   Oats ","Thousands of dollars",831,816,749,750,488,319,448,382,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 "28000","Mississippi",5,SAINC45,73,"...","   Sorghum ","Thousands of dollars",3640,3632,4159,1205,1764,2507,1963,1892,981,565,1815,2734,4016,5977,22084,42830,59330,28109,15773,18474,10140,9787,10577,17921,11418,10131,8287,11627,6478,4053,6412,11236,13095,14826,13834,4859,2931,3197,29350,21444,12521,12680,10091,23240,27237,34563,35460,19639,15032,10554,5813,1281,1552,1312
 "28000","Mississippi",5,SAINC45,74,"...","   Wheat ","Thousands of dollars",4060,4887,4803,6725,6858,10785,8209,7743,7031,3836,12481,29593,72723,95051,48251,81343,33396,17199,28672,65337,59762,46028,14423,31656,21780,20236,24299,54121,27779,19367,19783,30366,32103,23047,20444,25865,11443,16265,84177,128464,67107,53687,106337,137682,134276,95219,54084,45073,37987,39943,37468,29346,21659,33173
 "28000","Mississippi",5,SAINC45,75,"...","   Soybeans ","Thousands of dollars",162837,158407,177063,154985,284882,382687,264765,465251,369201,533278,676140,606471,445901,426846,581695,385709,429706,238374,247698,352573,275179,203290,261519,307430,306575,255997,312094,311135,451870,331249,216922,177006,146588,210987,345369,340588,325724,303240,387430,563919,891133,855048,733116,1267065,1289060,1176298,939110,1078348,1013980,799569,980967,1057878,1482648,1755683
 "28000","Mississippi",5,SAINC45,76,"...","   Other grains ","Thousands of dollars",14683,14082,14795,17659,41185,49829,50358,57757,38441,70373,78555,102469,134639,119917,55694,58248,72198,61502,74045,69396,93404,105814,82155,92319,119113,101955,130971,144546,116961,135959,119010,95633,71709,75420,85826,132360,108764,125608,139270,213265,227663,215330,194838,146038,139678,158166,149537,113913,129666,94920,112225,119313,136742,100582
 "28000","Mississippi",5,SAINC45,80,"...","  Hay, silage, etc. ","Thousands of dollars",3494,3285,3454,4200,4851,5634,7681,5346,6087,6916,7427,6568,8703,9803,8209,7454,8303,6284,9294,9853,9806,8984,13636,29653,18238,25917,24555,35417,28118,11763,7236,13277,20669,20937,15603,8777,21762,28779,32617,28728,26434,22162,21353,29717,30489,30974,26750,25515,30836,30531,33788,40075,42635,43827
 "28000","Mississippi",5,SAINC45,110,"...","  Fruits and nuts ","Thousands of dollars",4277,3059,5602,4084,7557,2108,2888,1886,6461,6249,2081,4350,5973,5520,6494,7503,7820,8507,9963,11913,10390,14385,18856,6820,6740,9121,8460,4405,8660,4110,9795,9025,6060,6990,12043,9325,14680,10825,22545,9690,12598,11810,25135,18475,16684,9950,9952,10938,7739,7160,7040,6819,7270,7368
 "28000","Mississippi",5,SAINC45,112,"...","  Forest and maple products ","Thousands of dollars",14500,9500,10500,9500,13000,17000,17000,25000,19000,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
 "28000","Mississippi",5,SAINC45,113,"...","  Tobacco ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 "28000","Mississippi",5,SAINC45,114,"...","  Cotton ","Thousands of dollars",167972,195224,277485,282066,373317,425946,284602,447369,353283,506376,421863,481605,432843,385566,514880,536772,274486,434969,628319,400866,545600,717991,518306,733218,621529,593332,814395,698606,516718,588957,451814,451162,391243,301290,630044,643665,561804,515073,537037,284422,153996,285919,404858,660605,346839,514196,291956,287493,477982,522166,531523,565888,545146,466391
 "28000","Mississippi",5,SAINC45,115,"...","  Other crops 1/","Thousands of dollars",17297,18522,16926,17505,22413,21579,27952,23748,27204,31455,34809,35600,50132,45360,41550,41021,43021,40802,51524,48058,50504,57189,65488,82474,79347,84407,87248,77332,90552,86709,92142,76067,88137,102424,114676,115685,124241,127344,139836,180070,137449,183487,180591,197776,222923,174743,200673,225608,233381,212892,185785,231978,212850,212076
 "28000","Mississippi",5,SAINC45,120,"...","Other income ","Thousands of dollars",167020,178671,156258,158594,139250,48996,66363,75099,72116,83934,85782,94170,95493,189596,304551,251436,297207,281870,468454,432087,527245,357188,369505,424578,545754,377185,333708,402895,416452,553793,743181,717746,1411627,760960,876866,768007,1218588,1042593,1043411,693973,1008692,823332,840690,680753,1198531,725394,773698,926280,886584,1003983,1315263,1523066,1108644,1034765
 "28000","Mississippi",5,SAINC45,130,"..."," Government payments ","Thousands of dollars",133611,146500,124413,125875,101263,7944,20107,28557,23853,29550,12887,18770,19522,103929,221646,164478,205454,192553,302538,242484,325161,185969,176298,279904,383791,225528,133544,197665,169868,283008,440837,464863,1087861,473601,567279,450195,857528,633505,591026,334416,480537,251245,245563,219148,196178,157783,148391,283376,273634,333402,563516,746730,456587,235222
 "28000","Mississippi",5,SAINC45,140,"..."," Imputed and miscellaneous income received 2/","Thousands of dollars",33409,32171,31845,32719,37987,41052,46256,46542,48263,54384,72895,75400,75971,85667,82905,86958,91753,89317,165916,189603,202084,171219,193207,144674,161963,151657,200164,205230,246584,270785,302344,252883,323766,287359,309587,317812,361060,409088,452385,359557,528155,572087,595127,461605,1002353,567611,625307,642904,612950,670581,751747,776336,652057,799543
 "28000","Mississippi",5,SAINC45,150,"...","Production expenses ","Thousands of dollars",749660,820133,847768,866306,1064049,1205783,1188825,1322176,1417381,1625288,1872674,2049423,2235977,2194436,2206097,2285062,2058430,1934052,2059086,2218079,2401777,2488790,2623826,2540128,2774204,2850753,2822934,2996132,3060290,3138018,3227085,3182469,3491328,3379754,3459444,3616045,3871454,4209786,4727581,5096232,4851941,5215754,6089829,5889324,5709382,5701467,5495729,5334575,5061087,5178813,5148295,5349969,5358275,7536830
 "28000","Mississippi",5,SAINC45,160,"..."," Feed purchased ","Thousands of dollars",144482,168521,160361,152219,242707,247741,188838,215049,211260,313349,354536,372129,360865,288860,337169,358986,317451,326831,326716,403553,451927,483935,502354,482621,575871,616332,587538,597447,603084,618814,595686,568898,622504,568639,676396,576731,740347,934296,1067045,1199553,1112376,1321601,1750511,1624091,1497412,1190250,1237557,1273287,996738,1044967,980661,892241,961906,1580848
 "28000","Mississippi",5,SAINC45,170,"..."," Livestock purchased ","Thousands of dollars",73222,76718,75189,79502,103378,85610,85150,91797,106774,116653,145595,134719,131694,134196,131545,126186,122424,123026,138882,147901,153456,158748,168965,170363,193898,206018,200925,196077,229688,247969,290034,365320,411621,380748,434405,553298,505356,461594,469684,594889,472778,473772,662694,576540,631733,646039,455909,515058,540079,561224,618295,766661,649403,825437
