GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
 "93000","Great Lakes",3,SAINC4,10,"...","Personal income (millions of dollars) ","Millions of dollars",20057.6,17176.9,14355.4,10479.1,9677.7,11559.0,13400.0,15431.0,17159.7,15071.3,16478.2,17843.6,22162.6,27414.4,33230.5,35182.4,35933.9,38799.9,42792.6,47750.9,45996.4,51213.1,58155.3,61664.8,67239.7,66584.9,72014.0,77180.9,80391.3,80303.9,85593.8,88933.5,91138.5,96685.2,101230.5,108769.5,118705.6,129095.6,135847.3,148258.0,162016.5,170705.3,183694.7,200707.9,224429.1,243765.6,263253.1,289628.3,321433.8,356577.6,392789.4,425918.1,464510.1,486504.7,512331.8,564804.6,599999.2,632186.1,662421.6,712256.2,766625.1,810260.6,831492.3,890189.9,930173.6,986855.8,1040168.1,1097451.4,1157985.6,1231449.3,1281344.0,1365620.1,1408885.0,1426200.1,1461122.1,1517095.4,1563293.5,1642386.4,1715070.7,1775398.5,1712364.9,1768446.2,1871471.2,1948108.5,1975055.2,2053532.1,2143222.7,2185988.4,2261787.0,2368541.6,2447905.0,2620797.1,2835493.0,2863569.0
 "93000","Great Lakes",3,SAINC4,11,"..."," Nonfarm personal income 1/","Millions of dollars",18867.5,16319.6,13545.2,10046.3,9223.7,11013.2,12229.4,14529.3,15751.5,14135.0,15547.9,16980.2,20782.7,25364.3,30893.0,33017.5,33392.3,35867.0,39972.6,43919.7,43525.4,48696.3,55053.6,58754.2,64662.6,63997.8,70008.0,74967.3,78314.6,77884.0,83685.5,86926.2,88700.1,94341.5,98876.3,106735.1,116084.6,126136.4,133325.9,145841.3,159161.5,168202.7,180812.8,197558.4,219239.9,239133.4,257472.9,284860.9,316668.4,352125.5,387623.5,422655.5,460882.3,483633.4,512507.3,560460.5,595100.2,627759.2,657479.1,708968.7,759685.1,804366.6,828004.1,884199.4,925109.8,980914.8,1036959.0,1090649.0,1151527.0,1226008.1,1276939.7,1360377.8,1403387.1,1422610.8,1455114.6,1507127.5,1556630.0,1636048.2,1706071.0,1764309.0,1705036.5,1759607.5,1854956.8,1936625.0,1953563.1,2040427.5,2137229.7,2178420.1,2254080.6,2359682.3,2441293.8,2607776.6,2815195.5,2842025.9
 "93000","Great Lakes",3,SAINC4,12,"..."," Farm income 2/","Millions of dollars",1190.1,857.2,810.2,432.8,454.0,545.8,1170.6,901.7,1408.2,936.3,930.3,863.3,1380.0,2050.1,2337.5,2164.8,2541.7,2932.9,2820.0,3831.2,2470.9,2516.8,3101.7,2910.6,2577.1,2587.1,2005.9,2213.6,2076.8,2420.0,1908.3,2007.3,2438.3,2343.7,2354.2,2034.4,2621.0,2959.1,2521.4,2416.8,2855.0,2502.7,2881.9,3149.6,5189.3,4632.2,5780.1,4767.4,4765.4,4452.1,5165.9,3262.6,3627.8,2871.3,-175.5,4344.1,4899.0,4426.9,4942.5,3287.5,6940.0,5894.0,3488.2,5990.4,5063.8,5941.0,3209.0,6802.4,6458.6,5441.2,4404.3,5242.2,5497.9,3589.3,6007.5,9967.9,6663.5,6338.2,8999.7,11089.5,7328.4,8838.7,16514.4,11483.4,21492.2,13104.6,5993.0,7568.2,7706.4,8859.3,6611.2,13020.6,20297.4,21543.1
 "93000","Great Lakes",3,SAINC4,20,"...","Population (persons) 3/","Number of persons",25187000,25332000,25426000,25535000,25632000,25694000,25824000,25960000,26096000,26243000,26456000,26725000,27042000,27158000,26478000,26511000,26379000,28425000,29153000,29832000,30324000,30530000,30883000,31498000,32166000,33063000,33779000,34404000,34967000,35578000,35928000,36290000,36616000,36927000,37357000,37868000,38405000,38951000,39347000,39645000,39904000,40319722,40622322,40824274,40946800,41036791,41105385,41186726,41353165,41510152,41610978,41693671,41647869,41492474,41366046,41393218,41417995,41455030,41589687,41720866,41872543,42091157,42495903,42902625,43274741,43589980,43923694,44239468,44493603,44727877,44969225,45216019,45401564,45550284,45707787,45844372,45949142,46071573,46187992,46275120,46355854,46450820,46580609,46702192,46858230,46981634,47048673,47136309,47234338,47306617,47358868,47338744,47181948,47097779
 "93000","Great Lakes",3,SAINC4,30,"...","Per capita personal income (dollars) 4/","Dollars",796,678,565,410,378,450,519,594,658,574,623,668,820,1009,1255,1327,1362,1365,1468,1601,1517,1677,1883,1958,2090,2014,2132,2243,2299,2257,2382,2451,2489,2618,2710,2872,3091,3314,3453,3740,4060,4234,4522,4916,5481,5940,6404,7032,7773,8590,9440,10215,11153,11725,12385,13645,14486,15250,15928,17072,18309,19250,19566,20749,21495,22640,23681,24807,26026,27532,28494,30202,31032,31310,31967,33092,34022,35649,37132,38366,36940,38071,40177,41713,42150,43709,45553,46376,47884,50068,51688,55363,60097,60801
 "93000","Great Lakes",3,SAINC4,35,"..."," Earnings by place of work ","Millions of dollars",15760.2,13367.0,10965.1,7986.8,7633.2,9410.4,11034.7,12495.3,14617.7,12770.7,13851.4,15068.6,19108.5,24149.3,29981.6,31795.6,31878.2,33587.0,37045.9,41735.4,39799.7,43961.1,51257.9,54444.4,59102.2,57856.1,62679.7,67023.8,69412.1,67859.9,73041.3,75756.7,76360.9,81258.7,85192.6,91594.1,99991.6,110426.1,115191.8,125518.9,137737.2,142141.0,151576.9,166367.4,187270.5,199944.0,209215.4,233052.0,261170.8,291861.4,320190.6,330931.0,353205.4,356860.7,373925.6,418232.0,447918.4,475008.4,505374.9,546714.4,583202.3,614233.8,628701.9,677078.3,709437.9,755063.3,790288.7,831262.8,879059.1,938584.0,993297.7,1054963.9,1083764.7,1101384.9,1127802.7,1174431.2,1201774.8,1249058.3,1284666.6,1295102.3,1227323.7,1265637.5,1332096.9,1385530.9,1432983.7,1475335.1,1530495.9,1560609.6,1614897.0,1684428.2,1737896.9,1752851.0,1884065.9,1990871.0
 "93000","Great Lakes",3,SAINC4,36,"..."," Less: Contributions for government social insurance 5/","Millions of dollars",13.6,13.3,12.6,12.7,11.6,15.2,19.1,66.9,392.6,426.8,438.8,473.8,610.0,658.9,782.5,896.6,960.4,1079.5,1026.8,994.0,1059.2,1214.1,1493.4,1591.3,1649.9,1871.6,2115.7,2366.9,2707.6,2492.3,3046.0,3656.6,3618.0,4043.7,4562.4,4762.8,4946.9,6742.4,7274.0,7989.3,9311.4,9503.2,10424.2,12095.4,15630.5,17399.8,17668.7,20242.0,22758.3,26286.3,29932.2,30927.7,35438.7,36376.9,38845.0,44260.0,48192.4,51647.0,54318.0,60614.4,64605.5,68950.5,72225.0,76663.0,81158.2,87641.6,92241.9,95305.5,99864.0,104853.9,110196.3,114558.8,116267.2,118064.6,121443.1,127769.0,132977.7,138374.7,142467.1,145177.2,138938.8,140998.6,132041.7,137182.0,157362.3,162458.8,168296.1,172698.5,180078.8,187186.8,193726.7,195578.1,208009.1,226812.6
 "93000","Great Lakes",3,SAINC4,37,"...","  Employee and self-employed contributions for government social insurance ","Millions of dollars",11.9,11.9,11.5,11.1,10.8,11.4,11.1,12.2,96.7,84.5,93.2,104.2,133.7,168.8,237.6,297.3,306.6,295.4,336.2,359.0,353.4,492.8,600.2,654.4,672.5,822.8,934.0,1033.3,1184.5,1092.1,1300.1,1549.9,1542.4,1658.8,1918.5,2006.6,2135.2,3078.5,3513.6,3917.6,4485.0,4603.2,5036.4,5696.1,7320.9,8193.5,8382.8,9320.8,10356.5,11804.7,13608.4,14319.8,16606.4,17147.4,18009.3,20069.0,22522.1,24312.3,25870.5,29032.0,31526.1,33604.1,35384.0,37359.2,39531.7,42831.4,45362.8,47118.7,49799.5,52539.5,55482.1,57922.8,58987.2,60470.4,61689.9,64347.5,67015.4,70416.7,73158.9,74960.3,72000.8,73010.4,60116.1,62021.4,81692.5,85211.5,88611.8,91428.0,95768.8,100978.1,104917.8,106661.8,114124.9,125074.4
 "93000","Great Lakes",3,SAINC4,38,"...","  Employer contributions for government social insurance ","Millions of dollars",1.7,1.5,1.0,1.7,0.8,3.8,8.0,54.7,295.9,342.4,345.6,369.6,476.3,490.1,544.9,599.4,653.8,784.1,690.6,634.9,705.8,721.3,893.2,937.0,977.4,1048.8,1181.7,1333.6,1523.1,1400.2,1745.9,2106.8,2075.5,2384.9,2644.0,2756.2,2811.7,3663.9,3760.5,4071.7,4826.4,4900.0,5387.8,6399.3,8309.7,9206.3,9285.9,10921.2,12401.8,14481.6,16323.8,16607.9,18832.3,19229.5,20835.7,24191.0,25670.3,27334.7,28447.5,31582.4,33079.4,35346.3,36840.9,39303.9,41626.5,44810.2,46879.1,48186.8,50064.5,52314.4,54714.2,56636.0,57280.0,57594.2,59753.2,63421.5,65962.3,67958.1,69308.3,70216.9,66938.0,67988.2,71925.6,75160.6,75669.8,77247.2,79684.4,81270.6,84310.0,86208.7,88809.0,88916.3,93884.3,101738.2
 "93000","Great Lakes",3,SAINC4,42,"..."," Plus: Adjustment for residence 6/","Millions of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-26.0,-28.3,-26.4,-30.5,-26.7,-27.7,-21.4,-16.8,-4.7,10.5,-112.2,-125.9,-123.3,-111.4,-115.9,-113.9,-121.7,-133.0,-145.7,-134.2,-143.6,262.4,245.8,319.2,366.3,417.4,511.9,587.5,718.7,898.9,1104.8,1269.4,1531.8,1340.4,1214.5,1209.2,1335.0,1397.2,1471.5,1528.2,1647.2,1665.3,1923.1,1908.3,2021.1,2093.5,2270.6,2430.5,2677.2,2980.9,3019.8,3448.8,3791.8,4089.4,4147.7,4425.4,4929.3,5349.3,5656.5,5775.6,6357.9,5476.0,5349.3,5312.8,5635.2,5411.5,5840.5,6351.4,6498.1,6884.6,7979.4,8571.3,8114.4,8915.3,9815.2
