GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
 "93000","Great Lakes",3,SAINC45,10,"...","Cash receipts from marketings (thousands of dollars) ","Thousands of dollars",8611860,8851986,8728057,10068077,14507198,16160534,15601083,17526810,17473999,19565406,21888490,24961577,23576903,23132536,23884285,23583232,22526263,22386560,23121125,25510416,25145614,27104458,26197535,25702513,28241980,26124162,29428119,29358969,29880030,27682450,25696363,26268388,27771605,26887467,29154573,33649577,32313898,33871242,43939636,49683032,45670445,50838743,60234887,65713995,61673819,65985787,54754616,53482871,54838463,55740231,55391786,55952468,71269301,92612187
 "93000","Great Lakes",3,SAINC45,20,"..."," Cash receipts: Livestock and products ","Thousands of dollars",5228761,5272114,5128195,5909787,7467077,7104111,7704658,8384717,8372687,9778870,10878838,11139557,11491898,11813625,11941736,11851484,11384938,11738647,12282085,12157585,12387483,13432369,12427920,12226500,12569793,11785334,11463282,12604900,12024273,11682046,11247427,11376192,12728104,10837458,12078445,14467784,14486257,13905400,17658348,18014259,14486273,17584928,20884075,21093596,22852515,26965153,21982865,19444049,21817698,21281970,22284013,21925760,25100594,32907526
 "93000","Great Lakes",3,SAINC45,30,"...","  Meat animals and other livestock ","Thousands of dollars",3210781,3164682,2970483,3633302,4696154,4092032,4515745,4661751,4567463,5609378,6074581,5919611,5800488,6087717,6023023,5866556,5585715,5935237,6556087,6512735,6142180,7002651,6636775,6077730,6590228,5745184,5398313,5629780,5635551,4573465,4560131,5397625,5783335,4952797,5657917,6529354,6941565,6869646,7155421,7463580,6812874,8050078,9286197,9404678,10100099,11563319,8949628,8142225,9446070,9119496,9831757,9130115,11397311,12612365
 "93000","Great Lakes",3,SAINC45,31,"...","   Cattle and calves ","Thousands of dollars",1455797,1491268,1472099,1727302,2042369,1671714,1695612,1968037,2070548,2682894,3059479,3066170,2717109,2639929,2717784,2622507,2578549,2713662,3092126,3345502,3018868,3222201,3045432,2921189,3147674,2826690,2511462,2230637,2269204,2150565,2266283,2579287,2561429,2373398,2720752,2839302,3178971,3335293,3394189,3161416,2701475,3164214,3651567,3936490,4409692,5432291,4714112,3998745,4573759,4333029,4640796,4123407,4574529,5669049
 "93000","Great Lakes",3,SAINC45,32,"...","   Hogs and pigs ","Thousands of dollars",1664968,1594386,1425141,1833289,2561891,2331039,2729423,2598376,2383085,2799407,2876494,2706201,2953806,3312726,3174051,3098610,2866433,3055790,3281899,2989085,2960959,3633691,3447968,2999892,3276106,2740163,2700420,3174328,3134591,2198461,2015448,2523442,2879099,2222171,2612329,3312616,3329391,3046055,3227240,3553570,3273364,4113782,4834926,4690026,4951342,5409482,3575337,3506032,4194334,4137949,4547908,4388658,6143654,6217874
 "93000","Great Lakes",3,SAINC45,33,"...","   Sheep and other livestock ","Thousands of dollars",90016,79028,73243,72711,91894,89279,90710,95338,113830,127077,138608,147240,129573,135062,131188,145439,140733,165785,182062,178148,162353,146759,143375,156649,166448,178331,186431,224815,231756,224439,278400,294896,342807,357228,324836,377436,433203,488298,533992,748594,838035,772082,799704,778162,739065,721546,660179,637448,677977,648518,643053,618050,679128,725442
 "93000","Great Lakes",3,SAINC45,40,"...","  Dairy products ","Thousands of dollars",1631774,1719175,1810695,1925998,2178031,2487684,2636121,3140834,3227733,3549525,4131887,4579735,4964969,4988118,5135571,4976849,4925581,4838102,4864484,4767447,5119851,5226156,4628764,5069943,4806663,4826564,4814328,5363726,4839522,5610902,5203750,4540410,5486452,4523245,4844888,6277257,6106744,5395703,8111062,8065061,5758501,7390997,9238201,9029987,9731612,11768412,8811107,8571060,9408350,8521808,9736957,9763923,10229264,13722380
 "93000","Great Lakes",3,SAINC45,50,"...","  Poultry and poultry products ","Thousands of dollars",386206,388257,347017,350487,592892,524395,552792,582132,577491,619967,672370,640211,726441,737790,783142,1008079,873642,965308,861514,877403,1125452,1203562,1162381,1078827,1172902,1213586,1250641,1611394,1549200,1497679,1483546,1438157,1458317,1361416,1575640,1661173,1437948,1640051,2391865,2485618,1914898,2143853,2359677,2658931,3020804,3633422,4222130,2730764,2963278,3640666,2715299,3031722,3474019,6572781
 "93000","Great Lakes",3,SAINC45,60,"..."," Cash receipts: Crops ","Thousands of dollars",3383099,3579872,3599862,4158290,7040121,9056423,7896425,9142093,9101312,9786536,11009652,13822020,12085005,11318911,11942549,11731748,11141325,10647913,10839040,13352831,12758131,13672089,13769615,13476013,15672187,14338828,17964837,16754069,17855757,16000404,14448936,14892196,15043501,16050009,17076128,19181793,17827641,19965842,26281288,31668773,31184172,33253815,39350812,44620399,38821304,39020634,32771751,34038822,33020765,34458261,33107773,34026708,46168707,59704661
 "93000","Great Lakes",3,SAINC45,70,"...","  Total grains ","Thousands of dollars",2581152,2781298,2745737,3258093,5840209,7687154,6470533,7698629,7465773,8100531,9268792,11959438,10269657,9398233,9957976,9655283,9071242,8576337,8551721,10715342,9725479,10497046,10412023,9985711,12187245,10797179,14492866,13202981,14064126,12323970,10831912,11196085,11080454,12071544,12829307,14323206,13105135,15311781,21588450,26750069,26405989,28553124,34318125,39654214,33189087,33698892,27605794,28636371,27705702,29198398,27864042,28513589,40047723,52802422
 "93000","Great Lakes",3,SAINC45,71,"...","   Corn ","Thousands of dollars",1349434,1420047,1345915,1477949,2996980,3761617,3421634,4027791,3667757,3597558,4476550,5851754,5045521,4720290,4910263,4836844,4878804,4208030,4323336,5588189,5002432,5566616,5690682,4995445,6398524,5263118,7799225,7071832,6852043,6088329,5660374,5813842,6040729,6399563,6672277,7841275,6727899,8323664,12246033,16706326,14308461,16048447,21888414,23349413,17414983,18917522,15764791,14516862,14344866,15649064,15289656,14012058,22175624,28782979
 "93000","Great Lakes",3,SAINC45,72,"...","   Oats ","Thousands of dollars",26937,38011,45925,43602,65165,78492,80567,74527,55465,53282,61183,77479,77993,57670,52891,62162,66474,32762,57545,54996,54943,42572,25815,35078,28282,20304,23434,27714,24676,17403,18015,16767,14451,23619,17084,16910,25455,19296,20690,27800,20648,22271,16077,19561,19601,24495,23093,12273,12788,16932,15921,17393,19106,22308
 "93000","Great Lakes",3,SAINC45,73,"...","   Sorghum ","Thousands of dollars",1299,1376,4334,4782,5662,6334,6057,5067,4605,3557,4999,8228,6557,7087,11605,24044,37495,35099,21048,16430,16226,21168,24189,34272,38229,27834,36296,24568,15256,12827,11999,16043,16521,14797,15087,21600,13126,19262,19966,16277,15802,12890,14108,7852,10389,6649,10502,4985,4305,4824,5175,8026,9727,8219
 "93000","Great Lakes",3,SAINC45,74,"...","   Wheat ","Thousands of dollars",112157,166134,165938,237348,331202,644569,726620,575252,448882,367104,714273,865669,886163,585905,520865,709875,511324,393139,384045,606926,979646,674089,498779,542051,503814,603196,888889,578267,643541,477726,429475,451286,454682,458598,606174,599441,517302,739795,882195,1272403,954840,798467,1078604,1186571,1274226,902968,636600,626776,670068,683038,590244,678011,1021218,1290232
 "93000","Great Lakes",3,SAINC45,75,"...","   Soybeans ","Thousands of dollars",1087983,1151787,1180126,1490972,2436820,3190563,2229382,3009499,3283684,4073457,4005846,5148542,3992745,3906479,4333180,3925952,3491479,3835315,3680731,4386121,3582067,4064159,4067550,4262641,5088950,4718235,5616432,5354577,6428870,5614798,4565840,4813321,4521018,5117843,5446241,5773034,5735491,6123440,8311426,8569229,10972923,11562105,11120313,14958705,14290136,13677408,10987748,13352385,12548871,12686921,11827029,13621240,16555930,22450305
 "93000","Great Lakes",3,SAINC45,76,"...","   Other grains ","Thousands of dollars",3342,3943,3499,3440,4380,5579,6273,6493,5380,5573,5941,7766,260678,120802,129172,96406,85666,71992,85016,62680,90165,128442,105008,116224,129446,164492,128590,146023,99740,112887,146209,84826,33053,57124,72444,70946,85862,86324,108140,158034,133315,108944,200609,132112,179752,169850,183060,123090,124804,157619,136017,176861,266118,248379
 "93000","Great Lakes",3,SAINC45,80,"...","  Hay, silage, etc. ","Thousands of dollars",45669,52369,57692,60972,81175,87346,132587,132596,163869,147494,136945,121331,171093,188671,195384,237350,244379,234102,256040,384456,413319,353249,264391,350396,369619,350463,286116,271388,386739,310999,256452,342025,385938,360344,423086,435135,502306,481214,409423,486677,343218,328413,336146,431399,583027,603078,478501,442505,448082,435155,468363,481162,602034,626819
 "93000","Great Lakes",3,SAINC45,110,"...","  Fruits and nuts ","Thousands of dollars",130778,118760,126236,121786,152139,191819,162803,171987,208347,290727,273602,245839,291522,291212,304122,311916,331177,322516,331478,316916,317518,313981,397254,383798,364640,356513,399452,448586,476354,417144,391309,387946,372802,355504,493181,530794,541242,646336,743280,737096,614040,598764,743952,521910,825151,716215,671083,836785,735065,626594,619108,646998,628597,940218
 "93000","Great Lakes",3,SAINC45,112,"...","  Forest and maple products ","Thousands of dollars",17983,18599,17994,39549,65594,66983,59401,74033,78825,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
 "93000","Great Lakes",3,SAINC45,113,"...","  Tobacco ","Thousands of dollars",30098,29921,31403,35755,36011,49673,50399,55431,67038,64253,61758,85362,90251,97208,83908,85774,82129,51938,42706,45012,66562,75772,91024,99580,91366,71623,62580,64860,62611,78359,57049,53913,40019,35661,35269,39953,17528,11035,11252,11321,11279,9548,6793,6765,8667,8863,7513,6369,6467,5849,4709,3985,4451,4599
 "93000","Great Lakes",3,SAINC45,114,"...","  Cotton ","Thousands of dollars",39,40,47,68,16,67,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 "93000","Great Lakes",3,SAINC45,115,"...","  Other crops 1/","Thousands of dollars",577380,578885,620753,642067,864977,973381,1020692,1009417,1117460,1183531,1268555,1410050,1262482,1343587,1401159,1441425,1412398,1463020,1657095,1891105,2235253,2432041,2604923,2656528,2659317,2763050,2723823,2766254,2865927,2869932,2912214,2912227,3164288,3226956,3295285,3852705,3661430,3515476,3528883,3683610,3809646,3763966,3945796,4006111,4215372,3993586,4008860,4116792,4125449,4192265,4151551,4380974,4885902,5330603
