,Geography,Geographic Area Name,Total population,Male,Female,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),18 years and over,21 years and over,65 years and over,One race,Two or more races,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some other race,Hispanic or Latino (of any race),Not Hispanic or Latino,Total housing units_x,YEAR,Total households,Households with one or more people under 18 years,Households with one or more people 65 years and over,Average household size,Males 15 years and over,"Never married, Males 15 years and over","Now married, except separated, Males 15 years and over","Separated, Males 15 years and over","Widowed, Males 15 years and over","Divorced, Males 15 years and over",Females 15 years and over,"Never married, Females 15 years and over","Now married, except separated, Females 15 years and over","Separated, Females 15 years and over","Widowed, Females 15 years and over","Divorced, Females 15 years and over",Population 3 years and over enrolled in school,Population 25 years and over,Less than 9th grade,"9th to 12th grade, no diploma",High school graduate (includes equivalency),"Some college, no degree",Associate's degree,Bachelor's degree,Graduate or professional degree,Native,Foreign born,Language other than English,Population 16 years and over,In labor force,Civilian labor force,Employed,Unemployed,Armed Forces,Not in labor force,Civilian employed population 16 years and over,"Management, business, science, and arts occupations",Service occupations,Sales and office occupations,"Natural resources, construction, and maintenance occupations","Production, transportation, and material moving occupations",Median family income (dollars),Mean family income (dollars),Per capita income (dollars),Civilian noninstitutionalized population,With health insurance coverage,With private health insurance,With public coverage,No health insurance coverage,Total housing units_y,Occupied housing units,Vacant housing units,Homeowner vacancy rate,Rental vacancy rate,Median rooms,"Median (dollars), Value",Owner-occupied units,Housing units with a mortgage,Housing units without a mortgage,"Median (dollars), Rent",No rent paid
0,0400000US01,Alabama,4777326,2317520,2459806,305091,309360,318484,337159,340808,607797,619112,686672,310336,279202,374441,211411,77453,37.8,3647097,3433673,663305,4710487,66839,3379235,1285740,57219,66512,2901,56469,182268,4595058,2172647,2012,1837576,597337,475330,2.54,1841356,584355,957174,39467,52899,207461,2003035,517693,937087,61290,222434,264531,1220805,3166424,187882,363148,991406,691686,227301,448117,256884,4610592,166734,230806,3779457,2265008,2248665,2017887,230778,16343,1514449,2017887,643951,332351,507206,218389,315990,54326,70237,23587,4693822,4039446,3112613,1524117,654376,2172647,1837576,335071,2.5,9.0,5.7,122300,1289324,776946,512378,691,63064
1,0400000US01,Alabama,4817678,2336020,2481658,299571,304412,321104,327579,347110,618482,610792,675347,322017,292003,401417,217634,80210,38.2,3699760,3491373,699261,4741250,76428,3393927,1304167,58134,72528,3737,65898,191838,4625840,2190638,2013,1838683,592093,486161,2.55,1854423,596005,952726,40229,54972,210491,2016442,530755,932261,61058,222995,269373,1222995,3193338,180671,358529,991730,703243,236473,458393,264299,4631045,168232,235741,3806434,2259344,2244093,2002163,241930,15251,1547090,2002163,652201,335865,494371,209494,310232,54362,70661,23680,4716915,4061521,3093955,1568842,655394,2178116,1838683,339433,2.5,8.9,5.7,122500,1281604,762450,519154,705,62178
2,0400000US01,Alabama,4799277,2328592,2470685,301925,306456,320031,332287,345240,612596,615375,681953,316960,285880,387589,214771,78214,38.1,3675910,3463812,680574,4727132,72145,3388895,1294437,57376,69176,3345,62114,188294,4610983,2178116,2014,1842174,585393,497517,2.55,1863744,603407,950855,39418,56153,213911,2028847,540860,932449,60148,222066,273324,1215753,3217902,174324,350044,999761,708087,243873,465268,276545,4651201,166477,235709,3828799,2253005,2239169,2010453,228716,13836,1575794,2010453,661335,339569,489899,203989,315661,54724,71423,23936,4735953,4095677,3097222,1607735,640276,2190638,1842174,348464,2.6,9.0,5.7,123800,1274196,751234,522962,715,62842
3,0400000US01,Alabama,4841164,2346193,2494971,292771,305707,313980,324809,342489,626564,606216,656639,332234,297361,434510,225663,82221,38.6,3735975,3530912,742394,4755752,85412,3400118,1320276,58977,77731,4858,69651,193503,4647661,2209335,2015,1848325,581680,511256,2.55,1872257,613105,950508,38073,57128,213443,2039158,550811,933161,59843,221378,273965,1206014,3239351,166885,343006,1005295,711180,251335,478812,282838,4663396,167224,235540,3846845,2242401,2229422,2022325,207097,12979,1604444,2022325,673400,339082,488066,200200,321577,55341,71994,24091,4749786,4148627,3122837,1648163,601159,2199329,1848325,351004,2.5,9.0,5.7,125500,1269145,738618,530527,717,63906
4,0400000US01,Alabama,4830620,2341093,2489527,295054,305714,318437,324020,348044,621592,609415,665372,326349,297297,416983,220721,81622,38.4,3718646,3514202,719326,4748974,81646,3396662,1312584,58251,75634,5186,69042,193492,4637128,2199329,2016,1851061,572325,525341,2.55,1881213,621892,948574,37310,58482,214955,2047493,559931,932449,58487,222097,274529,1193757,3261408,162018,334018,1009593,714201,258502,492382,290694,4675660,165504,233260,3864302,2238654,2226504,2042025,184479,12150,1625648,2042025,685523,339793,489112,199303,328294,56828,74189,24736,4761291,4208373,3162223,1687781,552918,2209335,1851061,358274,2.4,9.4,5.7,128500,1267824,730637,537187,728,65161
5,0400000US01,Alabama,4864680,2355799,2508881,292125,302174,312093,323914,334416,632660,599382,641069,334011,309004,463057,237339,83436,38.9,3765887,3562514,783832,4773061,91619,3398104,1334893,61432,84654,5147,77847,203146,4661534,2244462,2017,1856695,570218,537969,2.55,1886515,628329,949388,36824,58937,213037,2054847,569429,935829,57234,221520,270835,1188682,3276637,154405,326654,1012551,712204,267245,503930,299648,4682845,167926,234385,3876136,2233209,2220900,2055509,165391,12309,1642927,2055509,700328,341617,487118,197982,328464,59115,77153,25746,4770692,4258663,3189772,1720966,512029,2231126,1856695,374431,2.2,10.0,5.7,132100,1273217,727973,545244,747,63897
6,0400000US01,Alabama,4850771,2350806,2499965,292163,303938,313308,324606,340119,628088,601634,648384,332906,303593,448837,230226,82969,38.7,3748089,3544111,762032,4761937,88834,3395851,1328088,60147,80895,4817,75331,198375,4652396,2231126,2018,1860269,564312,551550,2.55,1893493,632616,951361,36227,59210,214079,2064795,576604,940795,56955,219294,271147,1182234,3299958,149392,320651,1020172,713655,273493,515443,307152,4696569,168111,236982,3894696,2237164,2224606,2076708,147898,12558,1657532,2076708,715206,339706,458464,200403,362929,62030,80678,26846,4785040,4307566,3221648,1745707,477474,2244462,1860269,384193,2.1,10.2,5.7,137200,1275223,722643,552580,772,64395
7,0400000US01,Alabama,4876250,2359355,2516895,293187,301064,310456,322486,328180,637947,596388,632659,333209,315793,476681,243851,84349,39.0,3779874,3577760,804881,4784030,92220,3402366,1340976,61168,86490,5243,78390,208626,4667624,2255026,2019,1867893,560887,565454,2.55,1898154,640190,947981,35262,58975,215746,2073389,583063,943874,54055,219058,273339,1175774,3320877,142999,315923,1022839,711028,282316,529178,316594,4703303,172947,244561,3907144,2242785,2229479,2097384,132095,13306,1664359,2097384,732741,342936,453834,199991,367882,64430,83896,27928,4797215,4339389,3236113,1768628,457826,2255026,1867893,387133,1.8,10.0,5.7,142700,1284748,721628,563120,792,63231
8,0400000US01,Alabama,4893186,2365734,2527452,293932,294776,315204,321308,323960,641867,595256,625832,331903,321714,491041,247768,88625,39.2,3800274,3595726,827434,4773864,119322,3411460,1349127,61655,89031,5155,103224,212951,4680235,2270398,2020,1888504,558887,585366,2.53,1904931,641178,955814,34487,59528,213924,2084343,587097,958041,50883,216976,271346,1168551,3344006,133650,305297,1014342,721609,292064,546674,330370,4725133,168053,243094,3926842,2259980,2245329,2119986,125343,14651,1666862,2119986,756013,341826,456424,201224,364499,66772,86610,28934,4813429,4357884,3250867,1780971,455545,2270398,1888504,381894,1.6,9.6,5.8,149600,1306505,727377,579128,811,61002
9,0400000US01,Alabama,4997675,2429703,2567972,295632,301814,329794,329732,326900,647247,615110,633931,337355,335733,511902,248809,83716,39.3,3875294,3666945,844427,4842360,155315,3479535,1381411,68630,93041,5832,135130,224659,4773016,2278526,2021,1902983,560352,596471,2.57,1955630,667583,965720,35744,61944,224639,2114805,610200,956929,51162,216689,279825,1193988,3413803,129972,300075,1041209,728823,303299,563628,346797,4824246,173429,249620,4005499,2313616,2298013,2173597,124416,15603,1691883,2173597,785092,348756,457988,207916,373845,70878,91751,30458,4920010,4442707,3297281,1822388,477303,2278526,1902983,375543,1.4,9.3,5.8,157100,1320571,731317,589254,852,59177
10,0400000US02,Alaska,711139,370127,341012,53591,50142,51202,52159,56502,102535,93563,109280,51177,35216,35849,15502,4421,33.8,524513,492335,55772,654347,56792,527814,34752,137862,49781,10758,11075,40371,670768,305445,2012,252991,94150,40273,2.71,290052,105333,142001,5476,4942,32300,266152,74461,134889,6336,15313,35153,193268,447543,13724,23928,121272,130339,35312,79441,43527,661798,49341,106995,545497,389890,372484,341115,31369,17406,155607,341115,121152,58858,80469,42852,37784,81752,97631,32537,686905,552794,446907,166219,134111,305445,252991,52454,1.4,5.4,4.7,237900,162891,110238,52653,1065,8564
11,0400000US02,Alaska,728300,380119,348181,54498,51185,51427,50905,59966,111054,92321,103682,51300,39721,40949,16077,5215,33.4,540210,508106,62241,669779,58521,535675,36694,141127,54272,12349,11650,45247,683053,307820,2013,251899,92325,42617,2.75,294790,109325,142639,5141,5315,32370,268969,75715,136372,5986,15849,35047,195215,454301,13853,24142,124059,130962,36351,80447,44487,669941,50375,108077,553214,393037,376305,343366,32939,16732,160177,343366,122917,60040,80084,42338,37987,82870,99002,32651,696885,560189,448698,173846,136696,306662,251899,54763,1.5,5.8,4.7,241800,160803,106981,53822,1098,7888
12,0400000US02,Alaska,720316,375798,344518,54362,50374,51821,51612,57846,107024,92362,106850,51635,37413,38394,15701,4922,33.6,532446,500163,59017,663559,56757,530935,35707,139640,51854,11731,11530,42832,677484,306662,2014,251678,91165,44314,2.79,299493,112384,143645,4747,5537,33180,271697,78853,135113,5986,16229,35516,195548,460319,13639,24061,126611,130886,37684,82261,45177,676620,51680,109483,560680,396856,380080,347983,32097,16776,163824,347983,124865,61535,79255,43152,39176,83714,100099,33129,704405,570129,454403,179141,134276,307820,251678,56142,1.6,5.8,4.7,246300,159415,105273,54142,1131,7580
13,0400000US02,Alaska,736855,385296,351559,54432,52309,50793,49133,59489,115775,92056,99414,52056,42093,46577,16759,5969,33.6,549239,518621,69305,674515,62340,538969,37800,143587,58279,13301,13314,49031,687824,309171,2015,250969,89686,46369,2.81,303188,117053,143416,4743,5611,32365,272724,80723,134898,5902,15825,35376,195151,464440,13503,22990,129324,130983,37719,83201,46720,679328,54047,109878,565212,399077,382393,351108,31285,16684,166135,351108,127175,61419,79623,43943,38948,84232,100810,33413,709358,580394,460366,187536,128964,308261,250969,57292,1.7,6.2,4.7,250000,159056,104101,54955,1146,6950
14,0400000US02,Alaska,733375,384160,349215,54953,51339,51171,50306,61166,114178,91616,100674,51498,40768,43803,16501,5402,33.4,545248,513185,65706,671620,61755,538294,37906,141686,56670,12824,12708,47808,685567,308261,2016,250235,88062,48375,2.83,304207,118457,143614,4625,5763,31748,275114,81649,136289,5941,15765,35470,192109,470699,12849,23183,130511,129498,39133,86551,48974,681608,55247,110312,568732,400475,384093,353954,30139,16382,168257,353954,129916,62543,78806,43695,38994,87365,103495,34191,712964,592366,468881,194538,120598,309171,250235,58936,1.9,6.1,4.8,257100,159313,103704,55609,1173,7163
15,0400000US02,Alaska,738516,385579,352937,54240,52628,49721,47451,56749,118519,92679,93344,50904,43853,53366,18815,6247,34.0,552378,524006,78428,676055,62461,534625,36217,145816,61274,14412,14881,51186,687330,315386,2017,252536,88703,52020,2.81,305887,116830,146636,4561,5870,31990,276266,81506,137984,5595,15837,35344,189481,475442,12656,23521,131293,129941,40210,88308,49513,682522,56043,109554,571453,400622,383593,354045,29548,17029,170831,354045,130013,61208,80538,43634,38652,88949,105989,35065,714038,603580,470575,208041,110458,313937,252536,61401,1.8,6.5,4.8,261900,160854,104524,56330,1200,7517
16,0400000US02,Alaska,738565,386319,352246,54267,51824,50321,48153,58558,117976,92305,96077,52037,42707,50640,17779,5921,33.9,552319,522864,74340,675852,62713,537924,36148,144878,59965,13910,14043,50162,688403,313937,2018,253462,88509,55118,2.81,305263,116513,146786,4729,5888,31347,276664,81279,137813,5459,15914,36199,187142,477727,12245,22515,133851,129419,40052,88053,51592,681117,57399,110903,571528,396353,379219,351152,28067,17134,175175,351152,130498,62342,72150,42571,43591,90284,108301,35874,714106,611150,467898,221460,102956,315386,253462,61924,2.0,6.7,4.7,265200,162172,104091,58081,1231,7759
17,0400000US02,Alaska,737068,384915,352153,53237,52810,49269,46704,54462,119324,93384,90697,50085,44513,56287,19809,6487,34.3,552674,524891,82583,676403,60665,530565,35935,147196,61128,14450,14672,51870,685198,316901,2019,253346,87149,57894,2.80,305156,117681,144976,4842,6269,31388,276596,80750,138220,5303,16449,35874,183894,480586,12046,22330,134582,128500,41109,88058,53961,679401,57667,109934,571681,392338,374582,347774,26808,17756,179343,347774,130758,60897,71497,40951,43671,92588,111717,36787,712356,615200,464397,232264,97156,316901,253346,63555,1.9,7.2,4.7,270400,162996,102554,60442,1244,7559
18,0400000US02,Alaska,736990,384653,352337,52302,52825,49395,46257,52775,118606,94294,89051,49124,44732,59344,21404,6881,34.6,553631,526714,87629,668158,68832,529303,37226,146557,64669,16627,20033,53059,683931,318370,2020,255173,86981,62773,2.78,305350,116156,147119,5035,6804,30236,277118,79899,139192,5403,16609,36015,180787,483436,11513,21663,137486,125645,42162,90161,54806,679648,57342,108510,572684,386787,367921,341492,26429,18866,185897,341492,130500,60360,69730,39444,41458,92648,112443,37094,711104,621339,463817,243500,89765,318370,255173,63197,1.7,7.6,4.8,275600,165376,102364,63012,1240,7480
19,0400000US02,Alaska,735951,384749,351202,50791,53270,49647,47081,50780,116525,96664,87719,47145,46141,61465,22095,6628,35.0,553217,525539,90188,662005,73946,525009,37173,148918,64667,16413,25853,53604,682347,324434,2021,260561,88146,65671,2.72,305920,114155,148617,4960,7017,31171,276323,79820,139473,5462,16928,34640,180211,484382,11045,21624,137873,123841,41808,92691,55500,678026,57925,106924,572165,383795,363718,338664,25054,20077,188370,338664,130394,60695,68137,38377,41061,96658,118906,39236,709438,622998,461531,250205,86440,324434,260561,63873,1.5,7.9,4.8,282800,171207,105565,65642,1279,7498
20,0400000US04,Arizona,6410979,3187926,3223053,455375,448721,450322,455730,450876,863824,826384,836953,377080,351204,505280,284635,104595,36.0,4786328,4506346,894510,6230998,179981,5241147,313735,340022,227957,24520,455347,1902946,4508033,2841432,2012,2357158,777578,622781,2.66,2496273,876661,1255797,38135,62655,263025,2560288,711047,1229220,54924,215460,349637,1715594,4149955,268884,335252,1012503,1088815,339398,702007,403096,5542160,868819,1602924,4967615,3049419,3029669,2733537,296132,19750,1918196,2733537,951259,531042,730805,262307,258124,59563,77301,25571,6304406,5235583,3865476,2089262,1068823,2841432,2357158,484274,3.7,10.6,5.3,175900,1544719,1071630,473089,891,41323
21,0400000US04,Arizona,6561516,3258791,3302725,440616,453952,455871,454843,471458,874746,829680,840781,394463,370619,559095,301840,113552,36.5,4941024,4654804,974487,6360984,200532,5344789,335856,352996,249495,27079,466855,1977026,4584490,2874548,2013,2370289,775045,645637,2.67,2531781,899394,1258350,40352,64153,269532,2596795,734699,1228915,56502,217561,359118,1738721,4211194,267781,334656,1032014,1094505,350503,716734,415001,5609835,869868,1616190,5039711,3056508,3038226,2721866,316360,18282,1983203,2721866,954771,537658,722720,250505,256212,58897,76682,25358,6373367,5299876,3860279,2163069,1073491,2859768,2370289,489479,3.4,10.0,5.2,165100,1527475,1038785,488690,896,41615
22,0400000US04,Arizona,6479703,3221367,3258336,446556,452538,452033,455848,461534,865771,827151,839805,384358,362387,530816,292747,108159,36.3,4858658,4575149,931722,6288438,191265,5296416,325913,346368,238727,25258,451466,1935948,4543755,2859768,2014,2387246,768113,673115,2.69,2570191,925299,1260274,41383,65970,277265,2640886,761724,1231510,57508,223976,366168,1751801,4284776,270463,333929,1050079,1108486,360743,733845,427231,5677869,883647,1643107,5121781,3076534,3059049,2754982,304067,17485,2045247,2754982,969339,546173,725533,251532,262405,59088,77415,25537,6453706,5403068,3891184,2242025,1050638,2874548,2387246,487302,3.3,9.2,5.2,162900,1513294,1011438,501856,905,43329
23,0400000US04,Arizona,6728577,3344106,3384471,434939,457144,454665,458070,483124,899711,835719,840159,406293,388602,620856,326244,123051,37.1,5108959,4822237,1070151,6505998,222579,5424677,358764,369109,268095,28637,521066,2054849,4673728,2913541,2015,2412212,767607,700522,2.69,2612798,950858,1268460,42258,67272,283950,2683166,783689,1238617,57460,227474,375926,1754549,4361304,271415,337830,1063765,1118715,370569,753425,445585,5745924,896004,1671420,5207123,3106324,3089118,2813406,275712,17206,2100799,2813406,986331,559290,737817,258469,271499,59480,78365,25848,6533509,5551125,3977054,2324123,982384,2890664,2412212,478452,2.9,8.6,5.2,167500,1513861,994862,518999,913,44666
24,0400000US04,Arizona,6641928,3299088,3342840,433835,455634,456495,456343,478317,886173,833412,840625,402381,378638,588977,312535,118563,36.8,5024639,4736626,1020075,6430083,211845,5391169,348422,360878,260295,27497,482227,2014711,4627217,2890664,2016,2448919,770683,734277,2.69,2657244,974198,1284632,41330,69052,288032,2724585,800580,1256667,56822,230614,379902,1750958,4440635,270834,340409,1078358,1130402,379207,777681,463744,5827029,901548,1691656,5290839,3146717,3129344,2879372,249972,17373,2144122,2879372,1017992,572224,747220,263662,278274,61001,80861,26686,6620233,5718154,4071843,2418040,902079,2913541,2448919,464622,2.6,7.9,5.2,176900,1531878,991361,540517,937,45154
25,0400000US04,Arizona,6946685,3453439,3493246,436102,452832,467267,468197,488355,945811,855220,845263,420490,408828,674235,355536,128549,37.4,5312902,5019072,1158320,6693802,252883,5580864,390181,391620,300145,31266,528714,2163312,4783373,2970935,2017,2482311,774208,759180,2.68,2698096,991678,1304939,40235,70068,291176,2763915,816317,1279730,56108,230980,380780,1751835,4516175,267198,342451,1091339,1143553,386977,802435,482222,5898136,911810,1720587,5371341,3197116,3179802,2953891,225911,17314,2174225,2953891,1053407,579712,765571,269299,285902,63812,84851,27964,6701990,5887582,4180625,2500889,814408,2941894,2482311,459583,2.4,7.4,5.2,193200,1567338,1010928,556410,972,45705
26,0400000US04,Arizona,6809946,3385055,3424891,434757,454885,458293,462339,483497,917814,841712,840910,413051,396326,644932,336809,124621,37.2,5187520,4897465,1106362,6572038,237908,5480895,370788,378237,280213,29823,529255,2103523,4706423,2941894,2018,2524300,780860,793536,2.69,2761902,1019271,1329514,40169,73260,299688,2828582,841288,1304020,56586,238109,388579,1764220,4633932,266283,346719,1112551,1172161,398147,835120,502951,6013533,933152,1770542,5498826,3274526,3256192,3045978,210214,18334,2224300,3045978,1094402,597400,743623,276848,333705,66988,88911,29265,6838270,6089964,4293325,2620735,748306,2970935,2524300,446635,2.2,6.8,5.3,209600,1606065,1031561,574504,1009,45701
27,0400000US04,Arizona,7050299,3504509,3545790,433968,450570,471732,473352,488145,964947,866788,847362,427508,419179,700520,375282,130946,37.7,5414955,5118022,1206748,6787262,263037,5671055,405266,399151,310727,32339,517743,2208663,4841636,3003286,2019,2571268,789782,826799,2.68,2812686,1038051,1354803,39144,75307,305381,2881343,859575,1328481,56486,240582,396219,1765901,4732532,257948,350689,1129129,1191928,408312,869452,525074,6109648,940651,1795986,5600921,3346155,3326563,3130658,195905,19592,2254766,3130658,1144162,604288,754249,283265,344694,70184,93002,30694,6941028,6217481,4381819,2686086,723547,3003286,2571268,432018,1.9,6.2,5.3,225500,1656756,1056797,599959,1052,45020
28,0400000US04,Arizona,7174064,3564979,3609085,431224,444859,482609,478165,491151,986787,882115,850945,436015,427990,729598,392221,140385,37.9,5534419,5234229,1262204,6674467,499597,5752282,425315,405281,326446,33447,766450,2260690,4913374,3040595,2020,2643430,805423,873459,2.65,2872044,1058890,1385263,38623,78469,310799,2943328,883260,1358210,59111,241452,401295,1760360,4846056,248570,339349,1151988,1208298,429153,911228,557470,6226453,947611,1803314,5720956,3436482,3415201,3215843,199358,21281,2284474,3215843,1208410,600694,769735,286436,350568,73456,97003,32340,7065326,6317548,4471339,2719633,747778,3040595,2643430,397165,1.6,5.4,5.3,242000,1727176,1093650,633526,1097,45410
29,0400000US04,Arizona,7079203,3533895,3545308,412606,440221,480043,476470,477856,966670,882914,838963,432889,426712,731373,379268,133218,38.1,5464768,5171978,1243859,6344182,735021,5675246,431870,413837,330068,33431,975548,2257429,4821774,3056890,2021,2683557,818733,876620,2.58,2853528,1040126,1395408,38861,75284,303849,2892805,866638,1354477,55446,227923,388321,1728359,4792007,236487,323973,1125498,1177629,433004,923339,572077,6157084,922119,1772620,5650624,3424193,3401906,3210791,191115,22287,2226431,3210791,1240175,578248,753182,289157,350029,78845,103006,34644,6976512,6233168,4439085,2659829,743344,3056890,2683557,373333,1.3,5.0,5.3,265600,1765658,1121042,644616,1172,44484
30,0400000US05,Arkansas,2916372,1431252,1485120,196735,198270,195805,203374,201149,375531,368742,402090,184964,167529,236461,135050,50672,37.4,2206988,2076978,422183,2860268,56104,2337691,471569,47333,42765,6973,68931,185239,2731133,1316874,2012,1128797,368666,296466,2.51,1128872,330745,607327,23395,33244,134161,1196690,276122,592798,33631,131026,163113,745344,1921039,121478,199215,674742,428914,116356,252579,127755,2787223,129149,192405,2285328,1377211,1370423,1253069,117354,6788,908117,1253069,384927,212875,307826,137991,209450,50453,64955,22007,2862023,2379400,1704647,1026681,482623,1316874,1128797,188077,2.4,9.8,5.4,106300,758814,442495,316319,649,38806
31,0400000US05,Arkansas,2947036,1447235,1499801,193697,200107,197225,200220,205824,381975,367155,395446,189742,173470,251769,137722,52684,37.6,2237479,2110238,442175,2887798,59238,2360719,478513,48193,46905,8517,66295,198109,2748927,1329139,2013,1129723,366052,302484,2.53,1137143,337147,606466,23672,33108,136750,1204273,282108,592099,33323,130439,166304,750822,1936554,118011,197050,679339,433799,119038,257157,132160,2799972,133397,197038,2301443,1372975,1366667,1245432,121235,6308,928468,1245432,388270,214286,300168,135496,207212,50759,65633,22170,2879435,2397888,1701230,1046851,481547,1320772,1129723,191049,2.5,9.8,5.4,107300,753793,436577,317216,661,38580
32,0400000US05,Arkansas,2933369,1439862,1493507,195357,200246,196350,201018,203844,379638,366541,399904,188978,169771,243527,136433,51762,37.5,2223405,2094724,431722,2875062,58307,2349366,475073,47744,45838,7449,68992,192264,2741105,1320772,2014,1132488,363598,308395,2.53,1144409,345924,604545,22911,32396,138633,1211598,288110,592536,33200,129669,168083,752073,1949963,114026,192173,682451,437258,121464,263299,139292,2811266,135770,196342,2315782,1372077,1366807,1251717,115090,5270,943705,1251717,395897,216462,300354,134293,204711,51464,66972,22595,2893883,2437947,1711316,1076771,455936,1329139,1132488,196651,2.5,9.6,5.4,108700,753620,430443,323177,675,38732
33,0400000US05,Arkansas,2968472,1456694,1511778,190884,201293,195820,201365,205519,385316,367023,385891,194174,176200,269411,140847,54729,37.7,2261238,2135312,464987,2902393,66079,2367649,484170,50855,51277,9295,74607,207049,2761423,1341391,2015,1138025,362679,317213,2.53,1150347,351044,604553,22319,32721,139710,1218296,292937,592819,32284,130857,169399,750024,1962741,110961,188138,685277,440740,123526,267741,146358,2819386,138822,199882,2328384,1365791,1361024,1256081,104943,4767,962593,1256081,401468,214596,300006,134332,205679,51782,67812,22798,2905193,2493760,1734526,1114777,411433,1335016,1138025,196991,2.4,9.3,5.4,111400,752312,425775,326537,677,38632
34,0400000US05,Arkansas,2958208,1451913,1506295,191780,201216,196569,198997,206905,384668,366649,390627,192809,174325,260630,139653,53380,37.7,2250387,2125080,453663,2895671,62537,2365477,481428,49291,49925,9098,68462,203226,2754982,1335016,2016,1141480,361066,325094,2.53,1156004,356622,601956,22762,33928,140736,1224471,298648,591379,32648,130709,171087,745905,1973591,106297,185931,683886,446027,127004,273557,150889,2829438,139034,197665,2339307,1364187,1359742,1266552,93190,4445,975120,1266552,410853,215736,299468,134603,205892,53123,69867,23401,2915402,2555830,1760339,1158623,359572,1341391,1141480,199911,2.4,8.9,5.4,114700,749452,417765,331687,689,38528
35,0400000US05,Arkansas,2990671,1468412,1522259,190311,197784,197795,201068,204406,389419,368584,376480,195360,181928,284024,147254,56258,37.9,2284728,2159029,487536,2914819,75852,2372016,488364,56532,55539,10887,86762,219052,2771619,1362040,2017,1147291,362985,332987,2.52,1161888,358706,602973,23259,34873,142077,1229836,301695,594162,33213,130131,170635,741993,1985770,103458,182659,681486,448518,132221,280677,156751,2836865,141079,201889,2351061,1366102,1361664,1276536,85128,4438,984959,1276536,421437,216668,299245,133549,205637,54923,72907,24426,2924569,2613437,1782528,1206433,311132,1353745,1147291,206454,2.4,8.7,5.4,118500,752633,415721,336912,709,37513
36,0400000US05,Arkansas,2977944,1461651,1516293,190144,199627,196449,200553,205401,387753,367460,381092,193913,179385,277145,143772,55250,37.9,2272226,2147697,476167,2906122,71822,2367461,486996,53647,53191,9733,82241,213246,2764698,1353745,2018,1152175,364332,339192,2.52,1168757,363211,604848,23476,35892,141330,1236024,307356,593782,33010,129487,172389,737199,1999307,100384,175645,681223,451364,139070,288720,162901,2848191,142480,207009,2364108,1372359,1368037,1292263,75774,4322,991749,1292263,431719,219582,281867,134572,224523,57065,76371,25635,2937135,2671701,1805487,1248288,265434,1362040,1152175,209865,2.2,8.4,5.4,123300,756431,415474,340957,729,36936
37,0400000US05,Arkansas,2999370,1471760,1527610,189636,196874,197804,201105,202312,391817,368457,371811,195220,185556,290373,151782,56623,38.1,2295102,2169895,498778,2918833,80537,2374427,489192,59120,57895,11465,91748,224130,2775240,1370281,2019,1158071,364192,348228,2.52,1173062,364927,605286,23034,38111,141704,1241994,309941,593447,31856,131332,175418,733114,2011639,97346,172822,684659,449597,143979,297250,165986,2854323,145047,211516,2374747,1378722,1373971,1303490,70481,4751,996025,1303490,438892,220282,281025,133382,229909,59455,79134,26577,2945234,2694603,1804224,1273752,250631,1370281,1158071,212210,2.0,7.9,5.4,127800,759455,413684,345771,745,36374
38,0400000US05,Arkansas,3011873,1478511,1533362,188445,194331,200291,200952,201132,394792,371371,366483,195694,188265,296906,153588,59623,38.3,2309041,2183268,510117,2891893,119980,2382587,493883,61280,59949,12733,127378,229629,2782244,1379778,2020,1170544,368551,356858,2.50,1179728,368802,609185,23204,38566,139971,1249078,315898,598822,30507,129499,174352,725947,2026722,95403,164957,686812,445268,151587,308648,174047,2863731,148142,213498,2388169,1386758,1381452,1309748,71704,5306,1001411,1309748,456538,217074,278061,131748,226327,62067,82767,27724,2957271,2711291,1800405,1291530,245980,1379778,1170544,209234,1.7,7.4,5.4,133600,770477,417563,352914,760,36348
39,0400000US05,Arkansas,3006309,1483520,1522789,184580,195648,203248,203530,198013,388499,376431,364713,196544,189742,300307,150237,54817,38.3,2300524,2175436,505361,2847206,159103,2378184,494417,64805,61601,13594,160097,236001,2770308,1361880,2021,1158460,362428,353599,2.53,1183310,375535,602314,21570,39079,144812,1239523,323132,584161,29625,126517,176088,723753,2021290,93191,155530,688732,437893,154675,313527,177742,2858150,148159,216415,2382255,1390373,1384596,1310863,73733,5777,991882,1310863,461398,216766,273618,133184,225897,65673,87797,29210,2955770,2698745,1774856,1293957,257025,1361880,1158460,203420,1.6,7.2,5.5,142100,765297,414891,350406,803,35062
