,Geography,Geographic Area Name,Total population,Male,Female,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),18 years and over,21 years and over,65 years and over,One race,Two or more races,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some other race,Hispanic or Latino (of any race),Not Hispanic or Latino,Total housing units_x,YEAR,Total households,Households with one or more people under 18 years,Households with one or more people 65 years and over,Average household size,Males 15 years and over,"Never married, Males 15 years and over","Now married, except separated, Males 15 years and over","Separated, Males 15 years and over","Widowed, Males 15 years and over","Divorced, Males 15 years and over",Females 15 years and over,"Never married, Females 15 years and over","Now married, except separated, Females 15 years and over","Separated, Females 15 years and over","Widowed, Females 15 years and over","Divorced, Females 15 years and over",Population 3 years and over enrolled in school,Population 25 years and over,Less than 9th grade,"9th to 12th grade, no diploma",High school graduate (includes equivalency),"Some college, no degree",Associate's degree,Bachelor's degree,Graduate or professional degree,Native,Foreign born,Language other than English,Population 16 years and over,In labor force,Civilian labor force,Employed,Unemployed,Armed Forces,Not in labor force,Civilian employed population 16 years and over,"Management, business, science, and arts occupations",Service occupations,Sales and office occupations,"Natural resources, construction, and maintenance occupations","Production, transportation, and material moving occupations",Median family income (dollars),Mean family income (dollars),Per capita income (dollars),Civilian noninstitutionalized population,With health insurance coverage,With private health insurance,With public coverage,No health insurance coverage,Total housing units_y,Occupied housing units,Vacant housing units,Homeowner vacancy rate,Rental vacancy rate,Median rooms,"Median (dollars), Value",Owner-occupied units,Housing units with a mortgage,Housing units without a mortgage,"Median (dollars), Rent",No rent paid
110,0400000US15,Hawaii,1362730,683498,679232,88203,80814,82899,85001,97681,188151,176082,191838,90474,84539,101744,63936,31368,38.4,1059710,1006617,197048,1042419,320311,575503,41233,33199,778413,346900,34803,122882,1239848,519811,2012,447453,151921,133653,2.95,553998,205985,280477,7431,12688,47417,556816,157891,277371,8877,55040,57637,334678,928132,42511,47905,263569,208480,90876,181666,93125,1115928,246802,327331,1093852,727728,688508,642284,46224,39220,366124,642284,214507,145386,164651,64776,52964,79595,95407,29227,1311430,1219753,1015184,382704,91677,519811,447453,72358,1.9,9.3,4.6,517000,260268,178516,81752,1354,13260
111,0400000US15,Hawaii,1392704,701406,691298,90103,83494,83738,82334,102172,199498,175308,185369,92479,86553,113698,62888,35070,38.2,1086115,1033504,211656,1064271,328433,593798,46671,32825,785880,358423,36167,133485,1259219,524852,2013,449771,151659,137917,2.96,560477,208714,283553,7652,13147,47411,561048,160263,278877,8872,54975,58061,337054,938217,41500,48495,263664,209554,92512,186379,96113,1129563,246735,326893,1104534,728795,688820,640072,48748,39975,375739,640072,216022,145052,162340,61959,54699,79963,95757,29305,1323796,1230425,1009657,400805,93371,522164,449771,72393,1.6,9.0,4.6,503100,259270,177220,82050,1380,13420
112,0400000US15,Hawaii,1376298,691426,684872,89223,81708,83842,83355,99953,193523,175079,188425,91805,85466,107791,63137,32991,38.3,1071394,1018891,203919,1048964,327334,586033,44054,33800,780641,355042,36179,128171,1248127,522164,2014,450299,150817,142198,3.00,569152,213392,286227,7053,14151,48329,566217,162886,279028,8666,56445,59192,339184,950863,41153,47068,267413,211193,94296,191712,98028,1143424,249280,329072,1118419,731400,691856,645571,46285,39544,387019,645571,218793,146728,162219,62338,55493,80371,96857,29552,1340207,1250332,1015717,416641,89875,524852,450299,74553,1.6,8.7,4.6,504500,257315,174062,83253,1417,13348
113,0400000US15,Hawaii,1413673,709870,703803,91645,84839,83667,79892,100685,203249,176240,182450,94644,88748,126472,63545,37597,38.5,1105457,1054340,227614,1077044,336629,603260,46376,32621,798943,370009,33837,141827,1271846,530289,2015,450572,150768,146634,3.02,576498,216015,291231,6980,14200,48072,570324,164369,281384,8119,56794,59658,337337,962052,39520,46787,268336,211813,98882,196010,100704,1156980,249319,331677,1130491,736939,695572,653284,42288,41367,393552,653284,222249,148926,161728,63689,56692,80778,98273,29822,1352350,1272129,1026384,430113,80221,527388,450572,76816,1.4,8.9,4.6,515300,256389,172248,84141,1438,13155
114,0400000US15,Hawaii,1406299,709871,696428,91057,84541,83879,80861,103909,205563,175487,181859,93338,86155,119993,63068,36589,38.0,1098102,1046569,219650,1073180,333119,604474,48863,32989,788539,363422,34848,139251,1267048,527388,2016,452030,148855,151872,3.03,576052,215658,290361,7082,14663,48288,577470,166707,284562,8402,57174,60625,333842,972945,38415,46528,270583,211228,100990,201712,103489,1160122,253551,339539,1137804,742161,703384,664616,38768,38777,395643,664616,226051,150747,165402,64493,57923,83451,102538,30970,1362574,1291876,1037986,444683,70698,530289,452030,78259,1.2,9.4,4.6,538400,259854,173799,86055,1456,12814
115,0400000US15,Hawaii,1422029,713772,708257,90388,85114,83667,77674,96819,205135,177944,176625,92789,89919,139078,68144,38733,38.9,1115528,1066961,245955,1080273,341756,612335,49424,33673,803216,372829,35062,147962,1274067,539053,2017,455502,148852,159181,3.02,580219,217448,292785,6598,15228,48160,581384,167337,286169,8504,57589,61785,330239,984320,37347,45113,273162,210452,102896,209097,106253,1164947,256711,343763,1145914,746440,706138,671758,34380,40302,399474,671758,229529,153890,167296,63732,57311,87024,107549,32511,1369366,1306313,1047030,459511,63053,535543,455502,80041,1.2,9.4,4.6,563900,264622,175097,89525,1507,12400
116,0400000US15,Hawaii,1421658,713981,707677,91417,84608,84030,78077,99206,205405,177403,179765,94869,88752,133674,66599,37853,38.8,1114075,1065118,238126,1083160,338498,609981,47890,33975,802744,369673,33181,145381,1276277,535543,2018,456782,148011,164454,3.02,580549,217911,293471,6483,15172,47512,582311,168341,286519,8208,58971,60272,327620,988367,37398,43298,273633,207856,105186,212053,108943,1162443,259586,348139,1147445,749527,709482,677446,32036,40045,397918,677446,231882,157186,158702,64180,65496,90935,112416,34035,1370508,1314884,1050936,469008,55624,539053,456782,82271,1.3,9.5,4.6,587700,266362,174326,92036,1566,12272
117,0400000US15,Hawaii,1422094,713260,708834,88842,84852,83615,77712,94068,204307,178976,174021,92001,90094,143921,71174,38511,39.1,1117456,1069739,253606,1082367,339727,611108,50593,34512,802551,369956,36646,149118,1272976,542674,2019,459424,145155,170171,3.00,580838,219254,292786,6699,14758,47341,583947,170264,287205,8173,58143,60162,325063,993005,36701,43020,271648,207661,106509,215777,111689,1159655,262439,354344,1149147,752064,710527,680258,30269,41537,397083,680258,235922,158257,157348,64054,64677,94982,117075,35567,1369339,1316593,1052427,476207,52746,542674,459424,83250,1.4,9.4,4.6,615300,270377,176015,94362,1617,11603
118,0400000US15,Hawaii,1420074,712250,707824,88179,84349,83438,76036,91649,202718,180102,171383,90656,90357,148050,72828,40329,39.4,1117827,1072422,261207,1075156,344918,604632,51286,32391,803266,375003,45518,152566,1267508,546571,2020,467932,147383,176862,2.94,580276,218796,293191,6973,14992,46324,583832,171500,286128,8414,58040,59750,318529,996423,34509,40366,272031,206808,108220,218679,115810,1160402,259672,347961,1148836,750350,706640,674453,32187,43710,398486,674453,240746,154918,154158,61939,62692,97813,120352,37013,1365172,1312365,1049518,486044,52807,546571,467932,78639,1.2,8.7,4.7,636400,282037,181701,100336,1651,11357
119,0400000US15,Hawaii,1453498,732172,721326,87767,86980,88005,79517,90807,202540,188445,175158,92283,93207,155654,73914,39221,39.6,1142478,1095872,268789,1098484,355014,615223,53159,34910,818123,382273,57997,158741,1294757,556937,2021,478413,149671,182711,2.95,596500,225405,301960,6692,14469,47974,594246,177808,289269,8052,56130,62987,330798,1020422,34792,39676,273929,209523,112084,226399,124019,1188757,264741,353663,1174511,764801,717453,680301,37152,47348,409710,680301,249328,152874,152942,62681,62476,103593,127545,39045,1395191,1339226,1065017,508310,55965,556937,478413,78524,1.2,8.3,4.7,662100,291814,188593,103221,1755,11523
120,0400000US16,Idaho,1567803,785954,781849,119601,118922,117966,115001,110141,208468,192581,207097,96415,84935,111154,60858,24664,34.7,1141984,1074833,196676,1528623,39180,1482663,15737,36899,29822,5146,39332,175512,1392291,666718,2012,577648,206713,137796,2.66,603379,172169,345253,7002,13423,65532,607935,133860,338645,10041,47588,77801,437478,986172,44324,68026,275678,269072,85361,167268,76443,1473789,94014,149961,1188341,767626,763991,698702,65289,3635,420715,698702,232044,122153,172817,85364,86324,55636,68623,22581,1547099,1285892,1051660,420512,261207,666718,577648,89070,2.5,7.1,5.7,167100,404863,277185,127678,720,12671
121,0400000US16,Idaho,1599464,801678,797786,116313,120403,122181,113931,111149,211998,195275,203261,99448,92104,124095,63653,25653,35.2,1170916,1102711,213401,1559908,39556,1505872,16826,37880,32636,4763,43698,186374,1413090,675421,2013,579797,204546,143096,2.68,610306,175967,346175,6948,14131,67085,615204,137056,339300,10121,49033,79694,440280,1000946,43822,68249,278646,271575,87761,172377,78516,1489560,93804,153033,1201999,766649,763379,696190,67189,3270,435350,696190,232160,123575,171730,83412,85313,55905,69270,22568,1562894,1301201,1050219,439121,261693,670084,579797,90287,2.4,6.6,5.7,162100,404734,274912,129822,728,13259
122,0400000US16,Idaho,1583364,793708,789656,117755,119789,120310,114302,110262,210302,193411,205534,98039,89126,117207,62232,25095,34.9,1156346,1089000,204534,1543905,39459,1492989,16289,37448,30736,4887,42981,180901,1402463,670084,2014,585259,202922,149554,2.68,617796,179648,347972,6947,15134,68095,622771,141140,341108,9687,48898,81938,446143,1015487,42939,67315,281600,274568,90951,176651,81463,1503829,95635,157509,1216172,768276,765247,703410,61837,3029,447896,703410,234583,126079,171416,84084,87248,56922,71149,23087,1579140,1325849,1062276,455657,253291,675421,585259,90162,2.2,5.9,5.7,160500,404981,272377,132604,738,13303
123,0400000US16,Idaho,1635483,819845,815638,114063,122595,123175,116334,111710,214278,200434,199784,101826,97938,139140,67595,26611,35.7,1204163,1135639,233346,1593433,42050,1532734,17717,39372,34787,5269,50615,195589,1439894,686013,2015,589320,201010,155636,2.69,626474,186102,349468,6954,14899,69051,630487,145516,342356,9588,49249,83778,445917,1030748,42174,66332,283236,277700,94717,182235,84354,1518659,97888,159244,1232564,774526,771173,715861,55312,3353,458038,715861,239801,128953,172382,85337,89388,57573,72438,23399,1595824,1361030,1080922,477240,234794,680302,589320,90982,2.0,5.5,5.7,162900,405865,270164,135701,743,13558
124,0400000US16,Idaho,1616547,810464,806083,114833,122344,122409,114521,111692,212383,198014,201469,101094,94974,131389,65695,25730,35.5,1186901,1118528,222814,1575321,41226,1522014,17547,37946,34237,4791,44051,191314,1425233,680302,2016,596107,198148,162238,2.69,635531,190880,352104,7146,15985,69416,640119,149482,345350,9463,48993,86831,445695,1047606,39750,65420,289085,280534,97833,187399,87585,1537747,97736,161598,1251275,783014,779555,731170,48385,3459,468261,731170,246920,132620,174455,85682,91493,59652,75141,24280,1614714,1396620,1101195,498254,218094,686013,596107,89906,1.9,5.3,5.7,167900,410538,271206,139332,764,13350
125,0400000US16,Idaho,1687809,845564,842245,114164,123365,126996,120633,113385,220206,209204,199059,105507,101489,153600,72416,27785,36.1,1248633,1178376,253801,1641217,46592,1570866,19911,40617,38865,7128,60920,209073,1478736,711731,2017,609124,200867,168258,2.67,645531,194739,357473,7001,16428,69890,649819,152545,353096,8624,49885,85669,445420,1065313,39116,64779,292202,282995,101080,194303,90838,1558918,98457,165414,1271362,794662,790986,748658,42328,3676,476700,748658,256453,133646,175748,88309,94502,62196,78948,25471,1636345,1438927,1132326,515617,197418,701196,609124,92072,1.8,5.3,5.7,176800,421439,276198,145241,792,13346
126,0400000US16,Idaho,1657375,830627,826748,114112,122893,125020,117877,112160,216102,204514,198911,103638,99699,146059,69240,27150,35.9,1222764,1153273,242449,1613461,43914,1548967,18840,39543,36059,6490,54823,201978,1455397,701196,2018,618331,200859,175444,2.68,659810,201255,362484,7380,16352,72339,663474,159807,358375,8618,49932,86742,449479,1089266,38173,64518,301860,287113,104333,198648,94621,1586813,100996,169194,1298537,810430,806373,768701,37672,4057,488107,768701,266331,135975,170836,92272,103287,64723,82865,26772,1666375,1482628,1162744,536562,183747,711731,618331,93400,1.7,5.4,5.8,192300,428300,277498,150802,825,13246
127,0400000US16,Idaho,1717750,861025,856725,114361,124020,127418,121785,114610,224974,214214,200024,107070,104385,160197,76577,28115,36.4,1276603,1206295,264889,1667181,50569,1593096,20453,42129,40745,7719,68326,215476,1502274,723594,2019,630008,202920,182467,2.68,673885,205309,368769,6959,16693,76155,678066,164110,365674,8489,50645,89148,451807,1115556,37255,65674,305181,290307,109602,207179,100358,1615307,102443,174285,1327132,832286,828116,792237,35879,4170,494846,792237,276794,138760,175875,94081,106727,67762,86668,27970,1696068,1516989,1187509,552416,179079,723594,630008,93586,1.6,5.1,5.8,212300,440716,284487,156229,853,12556
128,0400000US16,Idaho,1754367,879763,874604,114332,123732,129697,124202,117060,229648,221846,201309,108611,106186,168577,80234,28933,36.6,1309769,1238301,277744,1679271,75096,1623030,21346,43642,42595,7587,96253,222967,1531400,737411,2020,649299,208146,193868,2.66,691244,208534,381778,6657,16486,77789,695362,165282,379937,8488,52851,88804,456826,1145344,35736,64453,305717,298415,112676,221092,107255,1651346,103021,177198,1360062,858590,854040,818085,35955,4550,501472,818085,294919,138311,178105,99485,107265,70885,90514,29494,1732106,1552616,1213511,568370,179490,737411,649299,88112,1.2,4.4,5.9,235600,459428,294356,165072,887,12116
129,0400000US16,Idaho,1811617,912529,899088,114969,126381,136714,130056,118300,235303,233188,207825,111218,110565,178019,80285,28794,36.8,1352787,1279063,287098,1708307,103310,1667757,22668,47870,44783,7831,130858,234561,1577056,742145,2021,657101,212709,199139,2.71,718870,222139,391656,6675,16902,81498,714683,174738,385491,8811,53944,91699,470269,1185197,37930,66753,314521,303274,117437,231259,114023,1707261,104356,182771,1405245,887977,883059,847426,35633,4918,517268,847426,309585,142345,180598,102666,112232,75851,97168,31509,1789734,1607662,1241811,603831,182072,742145,657101,85044,0.9,4.0,5.9,266500,471036,301585,169451,952,11569
130,0400000US17,Illinois,12823860,6291373,6532487,832930,856381,874587,918175,881840,1774620,1730297,1854809,808306,669571,860161,527019,235164,36.6,9711122,9157967,1622344,12573233,250627,9515574,1968892,80552,668032,10006,846689,2027384,10796476,5293619,2012,4774275,1596606,1152244,2.62,4982920,1838840,2521991,70894,125422,425773,5277042,1631880,2464199,106615,496895,577453,3502828,8459947,486652,615797,2301245,1804949,621960,1632885,996459,11055555,1768305,2660959,10079433,6719976,6699317,6035426,663891,20659,3359457,6035426,2181574,1028655,1526612,462090,836495,70144,90809,29519,12641685,11009632,8694917,3652966,1632053,5293619,4774275,519344,2.4,7.1,5.6,190800,3248521,2238082,1010439,877,67069
131,0400000US17,Illinois,12868747,6313324,6555423,810671,846832,863760,892754,894175,1781319,1699140,1823332,845726,714755,924083,527254,244946,37.0,9813781,9269880,1696283,12590855,277892,9568223,1969600,90478,711564,13213,811352,2095495,10773252,5299433,2013,4772723,1576110,1174926,2.63,5005849,1866082,2512849,72395,125104,429419,5298337,1652875,2462725,106953,494926,580858,3494514,8509739,478869,603512,2308986,1810007,632569,1657947,1017849,11073828,1774726,2684946,10124119,6718236,6698936,5998320,700616,19300,3405883,5998320,2183077,1036503,1509578,444958,824204,70344,91452,29666,12668117,11021355,8583652,3765697,1646762,5291704,4772723,518981,2.3,7.0,5.6,182300,3220038,2190976,1029062,890,68888
132,0400000US17,Illinois,12848554,6304099,6544455,820771,851781,871816,906761,887686,1778128,1711098,1842487,825663,695505,890539,524605,241714,36.8,9762138,9212534,1656858,12582852,265702,9548707,1969934,85129,687615,11928,828186,2060706,10787848,5291704,2014,4778633,1558454,1198876,2.63,5027649,1885732,2508756,73459,125944,433758,5319835,1676962,2459361,106620,492316,584576,3467696,8560555,471888,590256,2312018,1813377,643082,1688420,1041514,11081821,1786926,2710796,10170489,6718857,6701592,6032031,669561,17265,3451632,6032031,2204363,1048478,1500220,441705,837265,70967,92664,30019,12690056,11126169,8575128,3876523,1563887,5299433,4778633,520800,2.2,6.7,5.6,175700,3194707,2146363,1048344,903,70309
133,0400000US17,Illinois,12851684,6310460,6541224,790205,829477,850325,865659,897734,1780279,1672366,1768455,863294,749793,1000237,535327,248533,37.4,9861055,9334780,1784097,12551462,300222,9527064,1968530,95706,748729,13854,818644,2136474,10715210,5310327,2015,4786388,1541976,1227693,2.63,5043795,1901776,2511653,73161,125522,431683,5332647,1701578,2455952,105472,485463,584182,3429755,8600178,468183,570134,2308309,1816777,658904,1711787,1066084,11070074,1803687,2740314,10201787,6712162,6694742,6086226,608516,17420,3489625,6086226,2241849,1057682,1493597,444435,848663,71546,94076,30494,12694224,11295589,8639304,3989360,1398635,5303675,4786388,517287,2.1,6.4,5.6,173800,3177705,2104166,1073539,907,71553
134,0400000US17,Illinois,12873761,6316899,6556862,801195,839359,856765,879516,896748,1781564,1688662,1799314,857228,735422,960789,531936,245263,37.3,9850027,9313965,1737988,12584224,289537,9558427,1972360,92173,735368,13375,810571,2122841,10750920,5303675,2016,4802124,1527144,1261391,2.61,5050471,1916091,2506720,71825,127285,428550,5331206,1710609,2451347,102453,481295,585502,3384628,8618284,454757,553851,2287126,1815860,671821,1744260,1090609,11060116,1791568,2732710,10206768,6697000,6679756,6134121,545635,17244,3509768,6134121,2280198,1062499,1489090,443197,859137,73714,97197,31502,12671738,11438252,8713740,4075730,1233486,5310327,4802124,508203,2.0,6.2,5.6,174800,3167081,2071942,1095139,925,71924
135,0400000US17,Illinois,12821497,6295915,6525582,776957,802346,836956,847578,875317,1779301,1652053,1706539,868764,780783,1079625,561726,253552,37.9,9894936,9382507,1894903,12503084,318413,9463835,1959970,98170,795139,14558,830985,2174842,10646655,5347268,2017,4818452,1511085,1304222,2.61,5065678,1924850,2511259,70273,130156,429140,5344746,1721456,2461812,98661,481905,580912,3333318,8666079,446625,544799,2281524,1812247,682300,1776326,1122258,11053668,1800858,2756231,10237883,6690195,6672963,6181653,491310,17232,3547688,6181653,2321710,1067320,1481082,446857,864684,76533,101360,32924,12674162,11594340,8783743,4178203,1079822,5334847,4818452,516395,1.9,6.4,5.6,179700,3185142,2052491,1132651,952,71226
136,0400000US17,Illinois,12854526,6312600,6541926,785560,815494,843048,855867,888478,1782100,1661674,1739014,868658,766701,1045472,549583,252877,37.7,9895529,9375529,1847932,12543129,311397,9504111,1965118,97789,770806,14348,835636,2162070,10692456,5334847,2018,4830038,1495858,1336959,2.59,5062782,1925842,2505275,69876,132194,429595,5342456,1731449,2456810,96069,476995,581133,3281552,8682343,432496,532091,2267535,1799808,692622,1801833,1155958,11023780,1797717,2770163,10234674,6679997,6663103,6225964,437139,16894,3554677,6225964,2370095,1072423,1393893,448917,940636,79747,105865,34463,12643207,11714595,8847326,4244179,928612,5347268,4830038,517230,1.9,6.4,5.6,187200,3189035,2034106,1154929,984,69712
137,0400000US17,Illinois,12770631,6272172,6498459,767193,788135,830433,837707,860864,1770290,1644531,1672220,863073,793651,1113365,574441,254728,38.1,9879105,9374467,1942534,12442185,328446,9419129,1955309,101063,808038,15026,825708,2186387,10584244,5360315,2019,4846134,1480481,1373862,2.57,5054257,1927479,2494906,68709,134491,428672,5330613,1731654,2452165,94160,472086,580548,3228360,8686299,419259,517783,2254524,1784175,700533,1831438,1178587,10973669,1796962,2779838,10215498,6663517,6645843,6250862,394981,17674,3551981,6250862,2421993,1073272,1366039,451379,938179,83279,110401,36038,12591483,11731871,8857221,4254404,859612,5360315,4846134,514181,1.8,6.2,5.6,194500,3202715,2027640,1175075,1010,68113
138,0400000US17,Illinois,12716164,6247083,6469081,755518,768804,829779,831088,844275,1763829,1638700,1636992,864033,792720,1146641,573017,270768,38.3,9860731,9363657,1990426,12176612,539552,9367474,1957092,104386,828847,16535,1013633,2190696,10525468,5373385,2020,4884061,1468036,1419296,2.54,5045488,1923951,2492431,68820,134639,425647,5316575,1724475,2455085,91422,465193,580400,3166891,8686700,401341,496997,2220409,1775548,707131,1875011,1210263,10943097,1773067,2752983,10193604,6650033,6631897,6236755,395142,18136,3543571,6236755,2480774,1046689,1339084,450957,919251,86251,113734,37306,12536614,11682181,8854882,4220945,854433,5373385,4884061,489324,1.6,5.9,5.6,202100,3237778,2032796,1204982,1038,68168
139,0400000US17,Illinois,12821813,6332176,6489637,745681,781334,846355,850104,833461,1751542,1676721,1640483,869497,813900,1190287,567251,255197,38.5,9934462,9431413,2012735,12072713,749100,9393994,1979083,130460,847986,16337,1246150,2250076,10571737,5412995,2021,4930255,1470835,1440516,2.54,5119731,1965259,2514045,71134,134085,435208,5328712,1756511,2444584,91400,450481,585736,3182797,8764878,398851,486470,2226182,1761534,722272,1910757,1258812,11018479,1803334,2806902,10275978,6705184,6686514,6273473,413041,18670,3570794,6273473,2555193,1038968,1310129,450520,918663,91408,120630,39571,12646857,11761037,8893093,4258279,885820,5412995,4930255,482740,1.5,6.0,5.6,212600,3279322,2051911,1227411,1097,69530
140,0400000US18,Indiana,6485530,3192018,3293512,431230,442708,451912,473350,457192,828795,843805,937244,419561,352258,457066,277922,112487,37.0,4883032,4583879,847475,6348903,136627,5625415,649779,57575,125572,4056,167231,389094,6096436,2797237,2012,2478846,822324,593718,2.54,2513664,814989,1322289,30619,62910,282857,2646016,701604,1299668,46201,250382,348161,1746222,4229138,177873,372057,1498095,883070,326036,623200,348807,6187567,297963,487481,5067379,3292887,3288210,2978847,309363,4677,1774492,2978847,953358,504456,720102,270134,530797,60012,73803,24558,6384930,5483924,4444745,1779715,901006,2797237,2478846,318391,2.5,8.8,5.7,123400,1749798,1217285,532513,719,43760
141,0400000US18,Indiana,6542411,3220649,3321762,424056,445854,449429,463664,471589,835979,830943,918682,438937,374490,492028,276158,120602,37.2,4950389,4656129,888788,6401274,141137,5647820,669293,55933,140816,5469,171866,411536,6130875,2811617,2013,2481793,816085,606750,2.55,2529940,827389,1319978,31460,65092,286021,2662168,714941,1295990,46067,249198,355972,1748724,4258878,178422,365926,1500702,891274,334834,632094,355626,6206801,308060,498949,5099339,3283407,3279355,2963879,315476,4052,1815932,2963879,950886,509612,708542,263121,531718,59911,74058,24635,6414808,5501129,4397476,1840316,913679,2800895,2481793,319102,2.3,8.4,5.7,122800,1736481,1195208,541273,730,44273
142,0400000US18,Indiana,6514861,3206295,3308566,427452,445453,449848,468392,464838,831532,836606,929430,430771,363809,473582,275562,117586,37.1,4917721,4620781,866730,6378159,136702,5635276,659242,56883,132428,4802,170698,400788,6114073,2800895,2014,2492183,811435,620829,2.55,2545970,842166,1314185,31422,65532,292665,2677102,726342,1294226,46924,247084,362526,1745318,4287819,174370,356781,1498978,899154,345740,647692,365104,6229726,312685,503841,5131317,3288362,3285205,2994736,290469,3157,1842955,2994736,964687,513303,707351,261696,547699,60440,75012,24953,6442787,5554137,4399232,1892799,888650,2811617,2492183,319434,2.3,8.0,5.7,122700,1730954,1179212,551742,741,44768
143,0400000US18,Indiana,6589578,3245322,3344256,420024,443005,446516,459078,481268,845708,822044,891285,448208,392119,535846,280246,124231,37.4,5007586,4718570,940323,6443262,146316,5668710,686078,52854,157549,6699,172009,429522,6160056,2830669,2015,2501937,808705,637973,2.55,2562754,855873,1311577,32078,67468,295758,2691613,737845,1291397,45319,248303,368749,1732471,4316273,172868,351986,1494302,901226,355635,664747,375509,6252277,316368,511286,5160786,3300531,3297501,3038762,258739,3030,1860255,3038762,983127,517254,708055,268110,562216,61119,76352,25346,6468964,5640622,4442345,1942040,828342,2820253,2501937,318316,2.1,7.8,5.7,124200,1726338,1162555,563783,745,43654
144,0400000US18,Indiana,6568645,3235263,3333382,420939,441865,451474,461816,476278,840667,827439,905564,445707,383765,512828,277241,123062,37.3,4981994,4689951,913131,6423044,145601,5661699,678881,54186,149198,5974,172970,421206,6147439,2820253,2016,2513828,803238,657941,2.55,2575804,866562,1310064,31966,69264,297948,2704229,748113,1293041,43878,246793,372404,1717877,4339687,169321,348137,1486051,903839,364277,681986,386076,6265210,324368,517167,5185793,3316952,3314108,3085179,228929,2844,1868841,3085179,1003818,522908,712936,272936,572581,62748,78680,26117,6490256,5742314,4496102,2005291,747942,2830669,2513828,316841,2.0,7.6,5.8,126500,1727511,1151827,575684,758,44164
145,0400000US18,Indiana,6637426,3271068,3366358,418299,437254,446006,458348,477704,856932,821714,864555,448932,411619,577695,291994,126374,37.6,5063133,4776538,996063,6475131,162295,5696787,708540,51256,177411,7863,167163,450267,6187159,2870670,2017,2537189,803968,677807,2.53,2590623,877029,1315998,31329,69825,296442,2718856,755830,1303699,42423,247362,369542,1697392,4369451,167020,343773,1474872,904964,372514,704841,401467,6280758,333660,523471,5216340,3329372,3326494,3124295,202199,2878,1886968,3124295,1037693,521924,709695,274526,580457,65227,82057,27305,6515358,5844104,4555186,2063744,671254,2855378,2537189,318189,1.8,7.3,5.8,130200,1747513,1156975,590538,782,45108
146,0400000US18,Indiana,6614418,3258279,3356139,418329,440339,446271,458738,481290,849743,821580,877806,451103,400651,557797,284157,126614,37.5,5036563,4748831,968568,6460980,153438,5687667,696710,51026,166675,7197,167008,441968,6172450,2855378,2018,2553818,801236,697239,2.53,2604626,891237,1315108,30510,70747,297024,2731241,766125,1305961,42320,247543,369292,1680206,4399815,164640,337984,1475931,898842,382510,727108,412800,6295511,341915,532935,5243518,3348477,3345383,3164414,180969,3094,1895041,3164414,1066465,523048,671079,277436,626386,68054,85472,28461,6538540,5941997,4604459,2126240,596543,2870670,2553818,316852,1.7,7.3,5.8,135400,1760732,1158794,601938,807,44839
147,0400000US18,Indiana,6665703,3284846,3380857,418685,432282,448714,460179,475350,866437,820001,852467,448146,419854,597215,300064,126309,37.7,5093212,4805649,1023588,6495992,169711,5708819,720476,52429,186237,7631,169619,461850,6203853,2886548,2019,2570419,795712,718140,2.52,2619710,906811,1311798,30798,73486,296817,2746312,782548,1306072,40535,247773,369384,1668419,4430493,163176,332214,1480084,894953,387910,749078,423078,6315781,349922,546635,5273902,3367521,3363860,3202509,161351,3661,1906381,3202509,1096365,526719,666741,282119,630565,71164,89571,29777,6566575,6014666,4636748,2175634,551909,2886548,2570419,316129,1.5,7.1,5.8,141700,1776182,1164194,611988,826,43093
148,0400000US18,Indiana,6696893,3300350,3396543,418127,432745,447994,458933,472914,877159,824338,840289,451408,422160,615936,298401,136489,37.8,5125880,4840170,1050826,6474302,222591,5718307,735826,52448,195087,7169,222083,475475,6221418,2903720,2020,2602770,799613,743889,2.50,2635151,912810,1322087,30964,72201,297089,2762876,789367,1319341,40190,246621,367357,1654841,4466180,159253,317172,1482396,898491,396074,770901,441893,6341055,355838,550508,5306367,3383365,3379544,3219679,159865,3821,1923002,3219679,1129262,519055,664040,278799,628523,73265,91731,30693,6597701,6069525,4661179,2219392,528176,2903720,2602770,300950,1.3,6.5,5.8,148900,1808293,1178246,630047,844,43842
149,0400000US18,Indiana,6751340,3344360,3406980,415542,435910,462360,471419,464895,878932,843453,838946,450414,431922,636561,293573,127413,37.9,5159253,4868669,1057547,6463387,287953,5753102,749882,59943,203251,7964,280827,494408,6256932,2911562,2021,2622601,802098,749843,2.50,2671403,925648,1337330,30221,74119,304085,2766125,799132,1318650,39750,239450,369143,1665485,4501214,159466,301014,1485995,897667,403773,797977,455322,6385583,365757,566814,5343229,3416171,3411413,3250923,160490,4758,1927058,3250923,1169138,513964,655339,280243,632239,77860,97617,32537,6655804,6125382,4669703,2262256,530422,2911562,2622601,288961,1.1,6.2,5.9,158500,1831953,1195276,636677,891,42682
