GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
 "45000","South Carolina",5,SARPP,3,"..."," RPPs: Services: Housing ","Index",73.737,75.398,74.924,75.997,74.771,75.684,73.886,75.280,75.910,74.048,73.960,74.493,74.543,76.097
 "46000","South Dakota",4,SARPP,3,"..."," RPPs: Services: Housing ","Index",62.565,60.901,61.067,61.676,69.875,65.876,66.049,66.793,68.466,64.725,66.875,66.263,63.398,64.862
 "47000","Tennessee",5,SARPP,3,"..."," RPPs: Services: Housing ","Index",71.153,71.169,72.103,72.372,74.361,73.164,71.122,71.899,74.281,75.184,73.812,76.069,75.897,76.364
 "48000","Texas",6,SARPP,3,"..."," RPPs: Services: Housing ","Index",87.492,87.842,88.479,88.865,90.001,91.497,92.636,94.287,95.030,95.283,95.298,95.897,95.822,95.619
 "49000","Utah",7,SARPP,3,"..."," RPPs: Services: Housing ","Index",95.854,98.370,93.816,95.399,95.745,97.361,94.227,94.163,96.286,95.630,96.859,97.358,97.294,99.410
 "50000","Vermont",1,SARPP,3,"..."," RPPs: Services: Housing ","Index",107.799,105.423,103.925,106.103,108.394,100.961,104.660,105.062,100.014,93.407,97.860,94.381,105.312,93.592
 "51000","Virginia",5,SARPP,3,"..."," RPPs: Services: Housing ","Index",112.572,113.874,115.166,113.824,114.110,115.088,114.381,113.983,111.392,110.959,112.688,107.522,111.541,110.246
 "53000","Washington",8,SARPP,3,"..."," RPPs: Services: Housing ","Index",111.823,114.488,111.215,112.968,112.719,112.485,114.116,114.651,118.404,125.553,128.210,129.587,126.072,125.678
 "54000","West Virginia",5,SARPP,3,"..."," RPPs: Services: Housing ","Index",56.829,56.229,58.556,57.858,57.404,57.869,59.159,62.060,59.714,58.552,58.315,58.557,56.430,59.069
 "55000","Wisconsin",3,SARPP,3,"..."," RPPs: Services: Housing ","Index",86.149,84.329,86.233,87.913,84.426,83.721,83.016,83.091,82.242,81.984,80.077,79.411,75.301,76.160
 "56000","Wyoming",7,SARPP,3,"..."," RPPs: Services: Housing ","Index",78.520,85.939,85.335,89.571,88.039,84.800,91.383,86.966,89.388,82.334,74.808,78.725,72.600,77.296
 "00000","United States", ,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",98.095,97.936,98.181,98.172,98.335,98.449,98.367,98.298,98.238,98.230,98.154,98.202,97.819,97.729
 "01000","Alabama",5,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",115.091,121.324,124.321,120.379,116.235,116.090,117.455,116.325,117.450,93.526,87.524,85.829,84.632,86.719
 "02000","Alaska",8,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",105.232,114.075,101.460,104.993,114.692,103.774,101.678,106.979,108.408,123.994,129.968,132.645,128.573,118.910
 "04000","Arizona",6,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",101.069,102.623,103.834,104.467,109.644,107.641,102.003,103.761,106.940,99.113,99.837,92.553,89.829,87.486
 "05000","Arkansas",5,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",110.921,107.610,108.059,106.639,104.733,107.743,107.547,109.282,105.524,83.364,79.488,78.641,81.734,82.824
 "06000","California",8,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",86.078,82.428,81.989,82.123,86.316,85.948,82.618,83.774,88.963,130.639,125.209,131.120,133.220,143.570
 "08000","Colorado",7,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",86.658,82.930,85.921,85.288,87.249,90.676,86.835,85.227,85.742,86.061,84.489,88.540,88.671,85.369
 "09000","Connecticut",1,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",101.250,101.971,99.195,97.249,96.393,96.036,97.483,103.341,101.348,144.728,141.723,144.530,159.659,146.556
 "10000","Delaware",2,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",113.197,112.660,111.929,110.612,110.361,108.185,106.742,107.158,104.126,102.000,99.655,99.738,99.049,94.023
 "11000","District of Columbia",2,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",93.738,95.813,94.430,96.455,87.108,89.062,88.231,88.219,86.772,109.847,106.194,105.554,104.824,111.821
 "12000","Florida",5,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",95.616,102.061,101.322,98.055,96.666,93.627,93.864,94.939,95.676,87.455,91.182,94.529,89.649,89.795
 "13000","Georgia",5,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",107.625,108.576,116.018,116.181,113.542,110.491,111.662,111.904,112.227,99.747,94.697,97.120,96.671,95.482
 "15000","Hawaii",8,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",122.284,109.464,115.390,123.473,135.100,126.031,120.331,110.731,101.640,173.970,198.273,205.222,192.777,184.717
 "16000","Idaho",7,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",75.180,80.829,77.975,78.579,81.102,83.861,81.461,80.049,78.911,79.766,73.915,74.601,75.037,68.547
 "17000","Illinois",3,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",99.159,95.190,96.000,96.136,94.150,91.354,93.624,93.114,93.528,91.444,91.838,84.000,84.762,86.185
 "18000","Indiana",3,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",99.013,100.771,95.318,98.857,99.784,103.266,105.984,104.574,101.700,88.187,92.039,88.627,90.196,90.798
 "19000","Iowa",4,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",95.048,90.505,90.843,91.605,91.677,96.285,98.768,94.466,93.283,87.287,97.576,97.463,96.644,98.522
 "20000","Kansas",4,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",104.915,101.277,105.713,108.351,109.050,112.729,114.577,109.527,110.266,96.691,104.165,100.230,101.215,100.814
 "21000","Kentucky",5,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",89.279,94.429,94.083,96.898,95.487,100.031,102.377,100.965,100.525,85.681,79.027,77.278,76.588,79.802
 "22000","Louisiana",5,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",112.745,101.790,107.857,105.673,100.536,101.120,104.123,102.154,101.605,77.921,76.663,77.550,76.533,80.631
 "23000","Maine",1,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",63.243,63.001,61.489,61.166,61.440,59.366,62.273,64.677,63.158,123.739,129.126,133.007,132.566,126.873
 "24000","Maryland",2,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",111.003,114.267,111.620,107.512,103.007,103.907,103.454,104.943,105.125,108.794,103.033,104.073,104.586,105.056
 "25000","Massachusetts",1,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",94.965,91.214,86.098,84.788,83.465,85.443,88.676,95.540,92.267,148.184,151.947,150.632,160.654,154.235
 "26000","Michigan",3,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",93.165,95.136,95.445,98.276,100.650,101.304,99.575,96.737,97.473,101.183,102.385,98.722,102.743,100.967
 "27000","Minnesota",4,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",83.440,81.321,78.597,82.738,81.529,86.766,87.869,85.121,84.968,90.613,96.521,92.837,91.806,91.599
 "28000","Mississippi",5,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",117.044,113.852,116.250,112.272,109.594,110.455,117.371,117.281,110.198,87.295,80.900,79.247,78.310,80.565
 "29000","Missouri",4,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",97.471,97.659,99.218,104.695,105.048,107.295,108.156,107.378,106.655,90.066,92.980,93.237,93.548,91.564
 "30000","Montana",7,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",86.443,83.366,77.337,80.593,79.863,81.198,79.981,79.261,80.507,82.558,77.086,79.113,79.281,75.145
 "31000","Nebraska",4,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",92.021,91.230,91.744,94.278,98.490,102.425,101.410,100.045,102.063,82.250,87.596,86.299,86.612,85.418
 "32000","Nevada",8,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",109.275,110.106,107.552,103.087,107.920,102.869,102.692,102.341,102.134,88.687,83.202,87.296,84.966,76.301
 "33000","New Hampshire",1,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",78.968,78.565,77.589,78.119,78.804,79.789,79.324,83.272,83.984,143.235,143.243,144.977,143.804,140.399
 "34000","New Jersey",2,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",117.600,119.939,121.304,118.625,114.819,115.391,108.714,107.507,105.769,110.629,113.380,117.370,120.640,115.222
 "35000","New Mexico",6,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",93.268,84.612,87.469,87.374,91.759,92.483,89.680,89.523,89.896,92.365,81.838,80.674,83.831,81.596
 "36000","New York",2,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",104.347,99.823,100.939,100.867,100.466,102.662,102.602,99.630,96.670,128.709,135.107,133.136,136.944,136.097
 "37000","North Carolina",5,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",92.836,95.478,101.266,98.808,97.636,99.031,100.801,103.021,100.117,85.408,86.942,89.328,87.908,84.503
 "38000","North Dakota",4,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",76.711,76.491,73.768,78.121,79.085,84.483,84.020,82.577,80.082,77.190,84.045,84.359,84.323,87.051
 "39000","Ohio",3,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",99.490,99.892,98.383,97.788,97.062,97.869,98.860,99.536,97.459,88.985,94.512,90.792,91.257,91.914
 "40000","Oklahoma",6,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",110.723,107.096,110.462,112.160,113.453,109.262,111.303,111.176,109.584,83.720,79.516,79.332,78.006,79.570
 "41000","Oregon",8,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",82.113,84.623,81.651,84.515,90.421,88.845,86.299,85.277,88.217,94.698,92.726,95.689,95.614,97.043
 "42000","Pennsylvania",2,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",91.738,91.956,92.600,95.062,94.627,95.841,95.320,97.943,96.749,108.500,111.538,112.785,108.995,105.991
 "44000","Rhode Island",1,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",89.260,87.570,89.074,86.260,84.620,88.513,90.085,94.476,89.457,131.074,139.250,141.561,156.420,145.860
 "45000","South Carolina",5,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",96.424,101.971,107.271,106.424,104.977,104.488,107.066,108.809,110.355,94.336,93.166,95.874,93.638,90.622
 "46000","South Dakota",4,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",87.206,85.914,85.562,86.588,89.282,93.637,92.610,91.298,94.205,83.062,90.588,89.453,89.667,93.913
 "47000","Tennessee",5,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",96.996,102.362,102.547,104.464,101.675,103.055,103.977,102.760,102.520,82.179,77.799,76.017,74.064,76.009
 "48000","Texas",6,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",122.368,120.667,119.908,116.666,114.851,111.646,115.281,113.562,110.135,88.179,87.583,87.645,84.910,85.949
 "49000","Utah",7,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",84.074,83.323,83.277,84.905,89.586,92.595,87.808,87.270,89.888,85.226,78.064,78.530,78.882,71.695
 "50000","Vermont",1,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",76.778,73.380,74.283,75.599,79.867,84.036,81.281,79.326,81.484,130.391,129.525,126.407,140.400,129.679
 "51000","Virginia",5,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",94.053,100.411,100.876,99.657,99.205,100.186,100.861,102.456,100.549,91.603,92.639,94.723,94.004,91.901
 "53000","Washington",8,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",84.512,86.172,83.208,86.914,90.823,90.869,87.740,85.256,89.218,92.981,94.817,97.612,97.227,92.427
 "54000","West Virginia",5,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",83.171,88.772,91.117,93.803,95.536,98.936,95.486,96.591,103.240,88.341,85.517,86.598,87.741,85.401
 "55000","Wisconsin",3,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",91.587,89.069,86.729,89.185,90.106,92.064,93.846,91.687,90.200,97.212,97.911,93.204,94.208,95.599
 "56000","Wyoming",7,SARPP,4,"..."," RPPs: Services: Utilities 1/","Index",91.512,91.190,84.774,87.163,92.673,95.007,94.175,92.306,93.192,87.594,80.499,81.586,82.417,76.257
 "00000","United States", ,SARPP,5,"..."," RPPs: Services: Other ","Index",100.318,100.316,100.266,100.269,100.252,100.238,100.242,100.223,100.219,100.282,100.303,100.275,100.261,100.255
 "01000","Alabama",5,SARPP,5,"..."," RPPs: Services: Other ","Index",97.731,96.685,98.339,99.729,100.723,99.823,99.862,100.059,100.648,99.204,96.225,97.120,96.579,96.067
 "02000","Alaska",8,SARPP,5,"..."," RPPs: Services: Other ","Index",103.012,103.639,100.090,101.341,99.691,99.626,100.259,99.821,100.323,101.870,104.496,103.836,103.735,102.152
 "04000","Arizona",6,SARPP,5,"..."," RPPs: Services: Other ","Index",102.379,102.206,102.121,100.507,98.798,100.686,99.645,98.413,101.065,99.468,99.349,100.955,99.852,96.587
 "05000","Arkansas",5,SARPP,5,"..."," RPPs: Services: Other ","Index",97.138,95.942,97.371,98.847,100.009,99.639,99.790,99.573,99.597,98.413,98.195,97.580,99.732,97.515
 "06000","California",8,SARPP,5,"..."," RPPs: Services: Other ","Index",101.753,101.778,101.532,101.503,101.929,101.716,101.852,102.694,101.754,103.347,104.485,102.457,102.179,102.125
 "08000","Colorado",7,SARPP,5,"..."," RPPs: Services: Other ","Index",100.644,100.169,97.336,100.413,101.464,101.006,100.072,99.805,98.403,98.776,95.288,96.011,98.095,97.175
 "09000","Connecticut",1,SARPP,5,"..."," RPPs: Services: Other ","Index",104.607,104.275,102.245,103.887,102.545,103.542,103.039,103.261,103.905,104.257,100.249,102.025,102.360,100.639
 "10000","Delaware",2,SARPP,5,"..."," RPPs: Services: Other ","Index",100.828,100.821,101.455,98.983,99.299,98.671,100.974,98.923,99.703,101.155,100.853,101.720,99.830,100.380
 "11000","District of Columbia",2,SARPP,5,"..."," RPPs: Services: Other ","Index",105.399,105.051,105.740,105.890,104.166,105.263,107.041,106.744,104.700,102.841,104.364,102.469,104.486,102.744
 "12000","Florida",5,SARPP,5,"..."," RPPs: Services: Other ","Index",99.049,98.968,99.748,100.965,100.894,100.248,100.468,101.783,101.359,100.146,99.234,98.472,98.948,100.567
 "13000","Georgia",5,SARPP,5,"..."," RPPs: Services: Other ","Index",98.897,92.475,98.443,95.936,99.517,98.512,99.192,98.144,98.393,98.665,97.286,97.116,97.393,98.949
 "15000","Hawaii",8,SARPP,5,"..."," RPPs: Services: Other ","Index",98.981,103.037,99.145,99.376,99.067,100.730,99.804,99.892,99.139,98.075,98.164,99.927,103.041,104.435
 "16000","Idaho",7,SARPP,5,"..."," RPPs: Services: Other ","Index",100.513,100.158,98.284,100.650,99.420,99.670,99.709,99.492,96.913,99.657,95.562,96.515,95.714,92.216
 "17000","Illinois",3,SARPP,5,"..."," RPPs: Services: Other ","Index",100.480,101.493,101.236,101.636,101.295,100.787,99.147,98.628,100.590,101.255,100.701,98.938,101.493,102.015
 "18000","Indiana",3,SARPP,5,"..."," RPPs: Services: Other ","Index",98.460,98.461,98.024,95.795,96.536,96.960,96.106,94.336,95.089,94.187,96.623,98.321,98.040,98.276
 "19000","Iowa",4,SARPP,5,"..."," RPPs: Services: Other ","Index",96.744,97.011,96.590,93.138,94.649,95.056,94.703,92.372,92.593,91.463,96.533,96.421,96.479,95.239
 "20000","Kansas",4,SARPP,5,"..."," RPPs: Services: Other ","Index",96.781,96.977,97.704,96.315,97.491,96.676,97.721,96.098,95.736,94.913,97.222,97.091,97.194,96.421
 "21000","Kentucky",5,SARPP,5,"..."," RPPs: Services: Other ","Index",97.603,96.595,97.342,98.557,99.099,98.980,98.959,98.520,98.432,97.520,96.485,97.037,96.602,96.463
 "22000","Louisiana",5,SARPP,5,"..."," RPPs: Services: Other ","Index",97.688,96.854,98.350,99.705,100.461,100.030,99.996,100.404,101.095,99.313,98.366,97.381,99.670,99.275
 "23000","Maine",1,SARPP,5,"..."," RPPs: Services: Other ","Index",101.049,101.182,99.859,98.076,98.306,100.891,96.745,99.864,100.267,102.181,99.861,101.529,102.822,101.453
 "24000","Maryland",2,SARPP,5,"..."," RPPs: Services: Other ","Index",104.100,104.189,103.704,104.787,102.559,103.089,103.784,105.198,103.773,103.759,102.855,101.169,102.362,102.685
 "25000","Massachusetts",1,SARPP,5,"..."," RPPs: Services: Other ","Index",105.064,103.275,101.827,100.858,100.212,98.662,99.180,100.570,104.761,103.020,104.307,103.004,103.523,100.861
 "26000","Michigan",3,SARPP,5,"..."," RPPs: Services: Other ","Index",99.321,98.671,97.924,96.589,96.603,97.182,97.644,95.251,94.474,93.221,96.099,99.108,98.254,98.333
 "27000","Minnesota",4,SARPP,5,"..."," RPPs: Services: Other ","Index",97.778,99.976,99.696,98.449,97.501,98.463,99.072,97.050,97.471,95.566,100.184,98.706,99.773,99.135
 "28000","Mississippi",5,SARPP,5,"..."," RPPs: Services: Other ","Index",96.587,94.766,96.623,98.378,99.078,99.240,99.481,98.818,98.506,97.087,95.986,96.458,95.467,94.734
 "29000","Missouri",4,SARPP,5,"..."," RPPs: Services: Other ","Index",95.829,96.989,98.067,97.227,96.910,96.838,98.517,95.884,95.870,96.511,96.749,96.612,96.152,95.394
 "30000","Montana",7,SARPP,5,"..."," RPPs: Services: Other ","Index",100.747,99.798,97.905,99.624,98.659,99.661,99.791,99.461,96.710,99.375,96.562,97.353,96.369,92.891
 "31000","Nebraska",4,SARPP,5,"..."," RPPs: Services: Other ","Index",97.434,97.269,96.648,94.659,95.677,95.903,95.559,93.442,93.503,92.506,96.558,96.642,96.538,95.810
 "32000","Nevada",8,SARPP,5,"..."," RPPs: Services: Other ","Index",99.355,101.112,99.571,102.693,102.156,100.903,101.453,100.210,98.743,100.795,95.418,97.333,95.437,91.552
 "33000","New Hampshire",1,SARPP,5,"..."," RPPs: Services: Other ","Index",107.080,103.876,101.838,100.738,99.197,98.866,98.116,100.404,104.032,103.229,102.700,103.194,103.429,100.571
 "34000","New Jersey",2,SARPP,5,"..."," RPPs: Services: Other ","Index",98.695,104.990,103.812,104.500,102.660,102.137,104.696,103.825,103.979,106.607,106.217,107.389,105.933,107.483
 "35000","New Mexico",6,SARPP,5,"..."," RPPs: Services: Other ","Index",99.822,100.893,99.328,101.853,100.498,99.937,100.370,99.868,98.133,99.651,95.623,96.983,95.672,92.051
 "36000","New York",2,SARPP,5,"..."," RPPs: Services: Other ","Index",105.013,105.273,103.933,105.412,103.440,104.155,102.576,104.263,105.202,105.358,105.604,106.586,105.834,107.914
 "37000","North Carolina",5,SARPP,5,"..."," RPPs: Services: Other ","Index",97.756,96.615,98.093,99.503,99.821,99.919,100.086,100.352,100.796,99.046,98.094,95.734,95.559,99.709
 "38000","North Dakota",4,SARPP,5,"..."," RPPs: Services: Other ","Index",96.620,96.307,95.685,93.912,95.613,95.079,95.039,92.415,91.725,91.184,95.827,96.474,96.792,95.189
 "39000","Ohio",3,SARPP,5,"..."," RPPs: Services: Other ","Index",97.918,99.194,98.277,96.219,96.496,96.014,96.288,94.967,95.958,95.489,96.261,98.466,97.497,97.439
 "40000","Oklahoma",6,SARPP,5,"..."," RPPs: Services: Other ","Index",97.357,96.180,97.668,98.794,99.853,99.472,99.594,99.881,100.158,98.779,98.187,97.422,99.823,98.185
 "41000","Oregon",8,SARPP,5,"..."," RPPs: Services: Other ","Index",100.787,99.653,99.143,99.965,101.344,101.482,99.405,101.148,97.201,99.965,103.291,101.834,100.381,98.958
 "42000","Pennsylvania",2,SARPP,5,"..."," RPPs: Services: Other ","Index",100.817,101.530,101.073,99.310,99.255,99.508,98.690,99.133,98.849,101.563,99.671,101.432,101.176,99.509
 "44000","Rhode Island",1,SARPP,5,"..."," RPPs: Services: Other ","Index",100.883,100.887,99.527,98.404,98.191,100.919,97.567,99.959,100.448,101.953,99.755,101.475,102.310,101.378
 "45000","South Carolina",5,SARPP,5,"..."," RPPs: Services: Other ","Index",97.636,96.485,98.205,99.504,99.907,99.798,99.717,100.212,100.769,99.197,97.690,95.724,95.174,99.940
 "46000","South Dakota",4,SARPP,5,"..."," RPPs: Services: Other ","Index",96.340,96.257,96.122,93.764,95.541,95.395,95.205,92.333,92.050,91.395,96.999,97.253,97.490,95.452
 "47000","Tennessee",5,SARPP,5,"..."," RPPs: Services: Other ","Index",97.358,96.318,98.219,99.705,100.631,99.815,99.788,100.171,100.867,99.121,94.604,95.978,95.219,94.799
 "48000","Texas",6,SARPP,5,"..."," RPPs: Services: Other ","Index",99.791,100.217,100.261,100.067,100.265,100.863,100.953,100.989,98.921,98.855,99.814,100.521,101.284,100.172
 "49000","Utah",7,SARPP,5,"..."," RPPs: Services: Other ","Index",99.423,100.997,99.184,101.979,101.034,100.124,100.457,99.720,98.091,100.379,95.881,96.858,95.752,92.677
 "50000","Vermont",1,SARPP,5,"..."," RPPs: Services: Other ","Index",100.433,100.408,99.390,97.670,97.708,101.351,97.305,100.080,100.498,102.126,99.958,100.903,102.083,100.097
 "51000","Virginia",5,SARPP,5,"..."," RPPs: Services: Other ","Index",101.184,99.548,102.065,102.426,101.575,101.761,103.596,104.184,102.993,100.795,100.867,98.791,99.154,100.968
 "53000","Washington",8,SARPP,5,"..."," RPPs: Services: Other ","Index",102.501,102.436,99.946,100.064,101.404,100.504,101.847,101.264,103.172,104.424,103.598,103.900,102.275,103.259
 "54000","West Virginia",5,SARPP,5,"..."," RPPs: Services: Other ","Index",97.553,96.214,97.614,98.767,99.561,99.963,100.308,100.221,99.520,97.911,98.344,95.871,95.899,100.233
 "55000","Wisconsin",3,SARPP,5,"..."," RPPs: Services: Other ","Index",97.517,97.372,97.360,95.066,96.017,96.251,96.268,93.892,95.153,94.684,95.847,98.292,97.780,97.849
 "56000","Wyoming",7,SARPP,5,"..."," RPPs: Services: Other ","Index",100.724,99.846,98.127,99.744,99.354,100.380,100.055,99.697,98.207,99.981,97.407,97.439,96.449,93.819
"Note: See the included footnote file."
"SARPP: Regional price parities by state "
"Last updated: December 15, 2022-- new statistics for 2021; revised statistics for 2017-2020."
"U.S. Bureau of Economic Analysis"
