state,year,total_housing,total_hh,avg_hh_size,occ_housing,vacant_housing,ho_vac_rate,ren_vac_rate,median_rooms,median_value,ho_housing,housing_mort,housing_wo_mort,meidan_rent
Missouri,2016,2729862,2372362,2.48,2372362,366412,2,6.7,5.6,141200,1584735,995731,589004,759
Missouri,2017,2775635,2386203,2.47,2386203,377047,1.9,6.7,5.6,145400,1597325,996867,600458,784
Missouri,2018,2763250,2396271,2.47,2396271,379364,1.8,6.7,5.6,151600,1601845,992529,609316,809
Missouri,2019,2790397,2414521,2.46,2414521,375876,1.7,6.3,5.6,157200,1611986,991434,620552,830
Missouri,2020,2804664,2440212,2.44,2440212,364452,1.4,5.9,5.6,163600,1637374,1001563,635811,843
Missouri,2021,2782081,2433819,2.46,2433819,348262,1.3,5.5,5.7,171800,1645433,1009323,636110,886
Montana,2012,481401,405508,2.37,405508,75893,1.9,6.5,5.4,183000,277816,161246,116570,667
Montana,2013,486782,405525,2.39,405525,77778,2.1,6.4,5.4,184200,276939,160212,116727,682
Montana,2014,483303,407797,2.4,407797,78985,2,6.3,5.4,187600,276201,158470,117731,696
Montana,2015,491439,409394,2.41,409394,79451,2.1,6.2,5.4,193500,275063,156665,118398,711
Montana,2016,488845,412653,2.41,412653,78786,1.8,6,5.4,199700,277307,157423,119884,732
Montana,2017,505685,419975,2.38,419975,81124,1.7,5.9,5.4,209100,284168,161799,122369,751
Montana,2018,501099,423240,2.39,423240,82445,1.4,6.3,5.4,219600,286553,162315,124238,783
Montana,2019,510180,427871,2.39,427871,82309,1.4,6.4,5.5,230600,291471,165378,126093,810
Montana,2020,514956,436048,2.37,436048,78908,1.3,6.2,5.5,244900,298728,167177,131551,836
Montana,2021,512553,436481,2.41,436481,76072,1.2,6.3,5.6,263700,301421,167834,133587,886
Nebraska,2012,797210,721026,2.46,721026,76184,1.8,6.8,5.9,126700,487740,311479,176261,687
Nebraska,2013,805256,725787,2.47,725787,74490,1.7,6.2,5.9,128000,486533,308286,178247,706
Nebraska,2014,800277,731347,2.47,731347,73909,1.6,5.8,5.9,130100,486036,304555,181481,721
Nebraska,2015,815006,736613,2.47,736613,73198,1.4,5.7,5.9,133200,487948,304200,183748,726
Nebraska,2016,809811,741581,2.47,741581,73425,1.2,5.4,6,137300,489806,302434,187372,745
Nebraska,2017,830749,748405,2.46,748405,75771,1.1,5.5,6,142400,494189,302989,191200,773
Nebraska,2018,824176,754063,2.46,754063,76686,1.1,5.5,6,147800,498567,303343,195224,805
Nebraska,2019,837476,759176,2.45,759176,78300,1,5.6,6,155800,501679,303569,198110,833
Nebraska,2020,844248,766663,2.44,766663,77585,0.9,5.4,6,164000,507291,301107,206184,857
Nebraska,2021,840802,766887,2.48,766887,73915,0.8,5.5,6.1,174100,511993,304925,207068,909
Nevada,2012,1171300,992896,2.69,992896,178404,4.1,11.2,5.3,190900,574281,431541,142740,1001
Nevada,2013,1185232,999016,2.7,999016,178735,3.3,10.9,5.2,169100,566921,417549,149372,986
Nevada,2014,1177751,1005958,2.71,1005958,179274,2.9,10.2,5.2,167100,559911,403128,156783,980
Nevada,2015,1200517,1016709,2.72,1016709,175374,2.5,9.7,5.2,173700,559793,393847,165946,973
Nevada,2016,1192083,1030701,2.72,1030701,169816,2.2,9.1,5.2,191600,564787,391607,173180,984
Nevada,2017,1235096,1052249,2.71,1052249,168173,2.2,8.4,5.2,216400,582614,401119,181495,1017
Nevada,2018,1220422,1075930,2.68,1075930,159166,2.1,8,5.2,242400,600520,409424,191096,1060
Nevada,2019,1250893,1098602,2.67,1098602,152291,2,7.9,5.2,267900,618605,420431,198174,1107
Nevada,2020,1268533,1130011,2.65,1130011,138522,1.7,7.2,5.2,290200,644864,435158,209706,1159
Nevada,2021,1269846,1141952,2.65,1141952,127894,1.4,6.9,5.2,315900,659671,445071,214600,1238
New Hampshire,2012,613995,516845,2.47,516845,97150,1.6,5.6,5.6,245600,372021,261039,110982,972
New Hampshire,2013,617286,518245,2.47,518245,96959,1.5,5.4,5.5,239900,370173,256665,113508,987
New Hampshire,2014,615204,519580,2.46,519580,97706,1.4,4.9,5.5,237400,369160,253557,115603,1001
New Hampshire,2015,620729,520251,2.47,520251,98699,1.4,4.6,5.6,237300,369175,251384,117791,1000
New Hampshire,2016,618950,521373,2.47,521373,99356,1.4,4.5,5.6,239700,368553,248447,120106,1021
New Hampshire,2017,630955,526710,2.45,526710,100909,1.3,4.3,5.6,244900,372304,249098,123206,1052
New Hampshire,2018,627619,528078,2.46,528078,102877,1.3,4.2,5.6,252800,374758,248258,126500,1077
New Hampshire,2019,634726,532037,2.46,532037,102689,1.2,3.9,5.6,261700,378178,248689,129489,1111
New Hampshire,2020,638611,539116,2.44,539116,99495,0.9,4,5.6,272300,383839,249600,134239,1145
New Hampshire,2021,636480,540498,2.46,540498,95982,0.7,3.9,5.6,288700,387149,249294,137855,1212
New Jersey,2012,3555864,3186878,2.7,3186878,368986,1.8,6.9,5.7,337900,2108166,1492392,615774,1154
New Jersey,2013,3572138,3186418,2.71,3186418,376712,1.8,6.7,5.7,327100,2091065,1470762,620303,1172
New Jersey,2014,3563130,3188498,2.72,3188498,383640,1.7,6.5,5.7,319900,2073915,1448250,625665,1188
New Jersey,2015,3586442,3189486,2.73,3189486,388456,1.7,6.1,5.7,315900,2056107,1422273,633834,1192
New Jersey,2016,3577942,3195014,2.73,3195014,391428,1.7,5.7,5.7,316400,2047794,1405016,642778,1213
New Jersey,2017,3605401,3199111,2.74,3199111,395944,1.7,5.5,5.7,321100,2052073,1394121,657952,1249
New Jersey,2018,3595055,3213362,2.71,3213362,392039,1.7,5.2,5.7,327900,2054413,1383992,670421,1295
New Jersey,2019,3616614,3231874,2.69,3231874,384740,1.6,4.8,5.7,335600,2064240,1377910,686330,1334
New Jersey,2020,3628732,3272054,2.66,3272054,356678,1.4,4.4,5.7,343500,2094427,1382654,711773,1368
New Jersey,2021,3738342,3397156,2.66,3397156,341186,1.2,4.1,5.7,355700,2168148,1422068,746080,1436
New Mexico,2012,900504,763844,2.63,763844,136660,2.1,7.9,5.3,161500,526495,316246,210249,736
New Mexico,2013,907233,761938,2.66,761938,140364,2.3,8.2,5.3,160000,523344,310420,212924,758
New Mexico,2014,902302,764684,2.66,764684,142549,2.3,8,5.3,159300,521278,305078,216200,774
New Mexico,2015,912445,763603,2.67,763603,145962,2.3,8.3,5.3,160300,519676,298747,220929,777
New Mexico,2016,909565,762551,2.67,762551,149894,2.5,8.8,5.3,161600,516819,292010,224809,792
New Mexico,2017,932818,770435,2.65,770435,157355,2.4,8.9,5.3,163900,522930,290369,232561,809
New Mexico,2018,927790,775651,2.64,775651,157167,2.3,8.7,5.3,166800,524242,287148,237094,828
New Mexico,2019,937920,780249,2.63,780249,157671,2.2,8.6,5.3,171400,527896,286092,241804,844
New Mexico,2020,943568,792755,2.59,792755,150813,1.8,8.3,5.3,175700,539082,287838,251244,857
New Mexico,2021,937397,797596,2.59,797596,139801,1.5,7.3,5.3,184800,543834,288555,255279,897
New York,2012,8102223,7230896,2.6,7230896,871327,1.8,4.6,5.1,295300,3940688,2556883,1383805,1061
New York,2013,8153309,7234743,2.61,7234743,878527,1.8,4.5,5,288200,3923505,2522304,1401201,1088
New York,2014,8113270,7255528,2.62,7255528,897781,1.8,4.4,5,283700,3906991,2490817,1416174,1117
New York,2015,8191568,7262279,2.63,7262279,909446,1.8,4.3,5,283400,3894722,2462215,1432507,1132
New York,2016,8171725,7266187,2.63,7266187,925381,1.7,4.3,5,286300,3894613,2439349,1455264,1159
New York,2017,8287087,7302710,2.63,7302710,953201,1.7,4.3,5,293000,3942483,2439523,1502960,1194
New York,2018,8255911,7316537,2.6,7316537,970550,1.7,4.3,5,302200,3943356,2418813,1524543,1240
New York,2019,8322722,7343234,2.59,7343234,979488,1.7,4.2,5,313700,3957802,2406639,1551163,1280
New York,2020,8362971,7417224,2.55,7417224,945747,1.5,4,5,325000,4014516,2405113,1609403,1315
New York,2021,8449178,7530150,2.6,7530150,919028,1.3,4,5,340600,4095636,2439126,1656510,1390
North Carolina,2012,4325088,3693221,2.51,3693221,631867,2.6,9.1,5.5,153600,2477360,1667158,810202,759
North Carolina,2013,4385668,3715565,2.53,3715565,633458,2.5,8.7,5.5,153600,2466388,1645120,821268,776
North Carolina,2014,4349023,3742514,2.54,3742514,643154,2.4,8.2,5.5,153600,2461741,1627256,834485,790
North Carolina,2015,4453767,3775581,2.54,3775581,641629,2.3,7.6,5.5,154900,2459072,1609259,849813,797
North Carolina,2016,4417210,3815392,2.54,3815392,638375,2.1,7.2,5.5,157100,2471723,1599623,872100,816
North Carolina,2017,4573066,3874346,2.53,3874346,647351,2,7.1,5.5,161000,2517896,1615086,902810,844
North Carolina,2018,4521697,3918597,2.52,3918597,654469,1.9,7,5.5,165900,2548705,1617213,931492,877
North Carolina,2019,4627089,3965482,2.52,3965482,661607,1.8,6.8,5.5,172500,2585934,1633699,952235,907
North Carolina,2020,4687122,4031592,2.51,4031592,655530,1.5,6.8,5.5,182100,2649849,1656220,993629,932
North Carolina,2021,4673933,4034684,2.5,4034684,639249,1.5,6.6,5.5,197500,2660519,1661183,999336,988
North Dakota,2012,319468,282667,2.3,282667,36801,1.4,5.9,5.6,123900,187567,102565,85002,610
North Dakota,2013,332010,287270,2.31,287270,37442,1.4,5.9,5.6,132400,189805,103450,86355,645
North Dakota,2014,324712,292616,2.32,292616,39394,1.3,5.7,5.6,142000,190620,102395,88225,676
North Dakota,2015,350134,299638,2.32,299638,41424,1.4,5.9,5.6,153800,192185,102525,89660,709
North Dakota,2016,341062,305163,2.33,305163,44971,1.4,7,5.6,164000,193909,102847,91062,736
North Dakota,2017,367684,311525,2.31,311525,49135,1.5,8.5,5.6,174100,197083,104743,92340,775
North Dakota,2018,360660,314903,2.31,314903,52781,1.5,9.4,5.6,185000,197347,104979,92368,806
North Dakota,2019,373063,318322,2.3,318322,54741,1.8,9.6,5.6,193900,198482,106235,92247,826
North Dakota,2020,376597,320873,2.29,320873,55724,1.8,9.8,5.6,199900,200671,106683,93988,828
North Dakota,2021,370111,316542,2.37,316542,53569,1.7,10.1,5.7,209900,199325,105467,93858,853
Ohio,2012,5124503,4555709,2.46,4555709,568794,2.3,8.5,5.9,133700,3098283,2099448,998835,710
Ohio,2013,5135173,4557655,2.47,4557655,566566,2.2,7.8,5.9,130800,3074792,2057622,1017170,718
Ohio,2014,5124221,4570015,2.46,4570015,565158,2,7.2,5.8,129600,3056206,2018234,1037972,729
Ohio,2015,5146944,4585084,2.46,4585084,555818,1.9,6.5,5.9,129900,3040444,1983338,1057106,730
Ohio,2016,5140902,4601449,2.45,4601449,545495,1.8,6,5.9,131900,3035485,1954752,1080733,743
Ohio,2017,5188270,4633145,2.44,4633145,541693,1.7,5.8,5.9,135100,3060473,1951757,1108716,764
Ohio,2018,5174838,4654075,2.43,4654075,534195,1.6,5.6,5.9,140000,3071227,1944435,1126792,788
Ohio,2019,5202304,4676358,2.43,4676358,525946,1.4,5.3,5.9,145700,3089046,1944132,1144914,808
Ohio,2020,5217090,4717226,2.41,4717226,499864,1.3,5.1,5.9,151400,3128172,1951579,1176593,825
Ohio,2021,5232733,4754161,2.41,4754161,478572,1.1,4.8,5.9,159900,3165935,1971600,1194335,870
Oklahoma,2012,1664404,1439292,2.53,1439292,225112,2.3,8.3,5.4,110800,971017,578101,392916,679
Oklahoma,2013,1680457,1444081,2.55,1444081,225747,2.3,8.2,5.4,112800,968736,569607,399129,699
Oklahoma,2014,1669828,1450117,2.56,1450117,230340,2.3,8.1,5.4,115000,964573,560588,403985,717
Oklahoma,2015,1699462,1455321,2.57,1455321,234106,2.2,8.1,5.4,117900,961384,550249,411135,727
Oklahoma,2016,1689427,1461500,2.58,1461500,237962,2.1,8,5.4,121300,960161,543373,416788,742
Oklahoma,2017,1723230,1468971,2.58,1468971,243870,2.1,8.1,5.4,125800,964466,540790,423676,766
Oklahoma,2018,1712841,1474620,2.58,1474620,248610,2,8.2,5.4,130900,967038,534586,432452,793
Oklahoma,2019,1731632,1480061,2.58,1480061,251571,2,8.2,5.4,136800,971122,533581,437541,810
Oklahoma,2020,1740972,1493569,2.57,1493569,247403,1.8,8.1,5.5,142400,986555,537801,448754,818
Oklahoma,2021,1741721,1503868,2.56,1503868,237853,1.6,7.9,5.5,150800,993391,541578,451813,862
Oregon,2012,1673593,1512718,2.48,1512718,160875,2.2,5.3,5.4,246100,945824,657441,288383,854
Oregon,2013,1685814,1516456,2.49,1516456,160907,2,5.1,5.4,238000,940143,647855,292288,875
Oregon,2014,1677363,1522988,2.5,1522988,162826,1.9,4.6,5.4,234100,936806,639109,297697,894
Oregon,2015,1706290,1533430,2.51,1533430,161753,1.7,4.2,5.4,237300,939637,634236,305401,907
Oregon,2016,1695183,1545745,2.52,1545745,160545,1.6,3.8,5.4,247200,948587,635541,313046,941
Oregon,2017,1750539,1571631,2.5,1571631,161410,1.5,3.7,5.4,265700,969453,647688,321765,988
Oregon,2018,1733041,1591835,2.51,1591835,158704,1.4,3.7,5.4,287300,985523,652774,332749,1050
Oregon,2019,1768901,1611982,2.51,1611982,156919,1.4,3.7,5.4,312200,1005896,665581,340315,1110
Oregon,2020,1788855,1642579,2.49,1642579,146276,1.1,3.6,5.4,336700,1031006,681091,349915,1173
Oregon,2021,1798864,1658091,2.49,1658091,140773,0.9,3.6,5.4,362200,1047165,692232,354933,1250
Pennsylvania,2012,5563832,4959633,2.47,4959633,604199,1.8,6.3,6,164900,3478602,2186501,1292101,794
Pennsylvania,2013,5578393,4958427,2.48,4958427,607226,1.8,6.1,6,164700,3462512,2161939,1300573,813
Pennsylvania,2014,5565653,4957736,2.49,4957736,620657,1.7,6,6,164900,3446230,2131805,1314425,832
Pennsylvania,2015,5592175,4958859,2.49,4958859,626752,1.8,5.9,6,166000,3431790,2109447,1322343,840
Pennsylvania,2016,5585611,4961929,2.49,4961929,630246,1.7,5.8,6,167700,3425706,2090142,1335564,859
Pennsylvania,2017,5673599,5007442,2.47,5007442,646157,1.7,5.9,6,170500,3456360,2097646,1358714,885
Pennsylvania,2018,5653599,5025132,2.46,5025132,648467,1.6,5.8,6,174100,3467467,2094765,1372702,915
Pennsylvania,2019,5693314,5053106,2.45,5053106,640208,1.6,5.4,6,180200,3480978,2092266,1388712,938
Pennsylvania,2020,5713345,5106601,2.42,5106601,606744,1.4,5.1,6,187500,3522269,2111469,1410800,958
Pennsylvania,2021,5728788,5147783,2.44,5147783,581005,1.2,5.1,6,197300,3560917,2125116,1435801,1013
Puerto Rico,2012,1496930,,,1217584,279346,3,7.4,4.7,121500,861531,340166,521365,449
Puerto Rico,2013,1553611,,,1230868,294009,3.2,7.6,4.7,121200,862880,343122,519758,454
Puerto Rico,2014,1524877,,,1241454,312157,3.6,8.2,4.7,121700,862198,347323,514875,462
Puerto Rico,2015,1571744,,,1244202,326435,3.7,8.6,4.8,120500,857710,347550,510160,456
Puerto Rico,2016,1570637,,,1237180,334564,3.7,8.4,4.8,118600,848735,344404,504331,460
Puerto Rico,2017,1563159,,,1222606,344694,3.7,8.5,4.8,115300,837529,333832,503697,464
Puerto Rico,2018,1567300,,,1205075,358084,3.6,8.3,4.8,113500,820405,323088,497317,474
Puerto Rico,2019,1560836,,,1192654,368182,3.3,7.8,4.8,111500,812625,316400,496225,478
Puerto Rico,2020,1559976,,,1205749,354227,2.9,6.9,4.8,111200,817399,315169,502230,486
Puerto Rico,2021,1553791,,,1196790,357001,2.5,6.5,4.7,111800,814154,308987,505167,505
Rhode Island,2012,462603,410639,2.46,410639,51964,2,6.7,5.3,259400,251217,180572,70645,908
Rhode Island,2013,462930,410058,2.46,410058,52458,1.9,6.8,5.3,247400,250814,178621,72193,918
Rhode Island,2014,462516,409569,2.47,409569,53361,1.9,6.7,5.3,241200,246829,174730,72099,923
Rhode Island,2015,462657,410602,2.46,410602,52298,1.9,6.2,5.3,238000,246909,173441,73468,925
Rhode Island,2016,462900,410240,2.47,410240,52417,1.8,5.8,5.3,238200,244748,170131,74617,938
Rhode Island,2017,467412,412028,2.46,412028,54642,1.8,5.8,5.3,242200,247291,171315,75976,957
Rhode Island,2018,466670,410885,2.47,410885,56527,1.8,5.7,5.3,249800,247565,170955,76610,981
Rhode Island,2019,468335,410489,2.47,410489,57846,1.7,5.7,5.3,261900,249492,170625,78867,1004
Rhode Island,2020,469289,414730,2.45,414730,54559,1.4,5.1,5.3,276600,255450,173461,81989,1031
Rhode Island,2021,481168,426769,2.46,426769,54399,1.2,5.1,5.4,292600,265851,181027,84824,1097
South Carolina,2012,2134456,1768255,2.54,1768255,366201,2.8,12.7,5.5,137400,1228200,769621,458579,749
South Carolina,2013,2160383,1780251,2.55,1780251,363213,2.6,12.2,5.5,137400,1230181,762505,467676,768
South Carolina,2014,2143464,1795715,2.56,1795715,364668,2.5,11.7,5.5,137600,1232154,750996,481158,784
South Carolina,2015,2192041,1815094,2.56,1815094,359225,2.3,10.8,5.5,139900,1244998,748894,496104,790
South Carolina,2016,2174319,1839041,2.55,1839041,353000,2.1,10.2,5.6,143600,1258661,748501,510160,811
South Carolina,2017,2256951,1871307,2.54,1871307,358017,1.9,9.4,5.6,148600,1284532,754127,530405,836
South Carolina,2018,2229324,1894711,2.54,1894711,362240,1.8,9.4,5.6,154800,1305349,762745,542604,868
South Carolina,2019,2286826,1921862,2.54,1921862,364964,1.8,9.2,5.6,162300,1333839,777469,556370,894
South Carolina,2020,2319112,1961481,2.53,1961481,357631,1.5,8.8,5.7,170100,1375391,793701,581690,918
South Carolina,2021,2325248,1976447,2.51,1976447,348801,1.4,8.7,5.7,181800,1390017,806059,583958,970
South Dakota,2012,363793,320467,2.44,320467,43326,1.8,6.3,5.8,129800,219882,129485,90397,617
South Dakota,2013,369186,323136,2.45,323136,42558,1.8,6,5.8,132400,219872,128399,91473,632
South Dakota,2014,365694,327101,2.45,327101,42085,1.7,5.9,5.8,135700,222589,128229,94360,648
South Dakota,2015,375866,330858,2.45,330858,41470,1.6,5.5,5.8,140500,225219,128237,96982,655
South Dakota,2016,372328,333536,2.45,333536,42330,1.5,5.2,5.8,146700,226145,127191,98954,676
South Dakota,2017,387637,339458,2.42,339458,43454,1.3,5.4,5.8,152700,230657,128783,101874,696
South Dakota,2018,382912,341565,2.43,341565,46072,1.3,6.1,5.8,159100,232636,128765,103871,722
South Dakota,2019,392215,344397,2.43,344397,47818,1.2,6.7,5.8,167100,233607,129836,103771,747
South Dakota,2020,396817,347878,2.43,347878,48939,1.2,6.8,5.8,174600,236495,130179,106316,761
South Dakota,2021,391857,345779,2.46,345779,46078,1,6.5,5.9,187800,236677,129892,106785,809
Tennessee,2012,2811854,2468841,2.51,2468841,343013,2.4,9.3,5.6,138700,1687700,1062395,625305,726
Tennessee,2013,2839142,2475195,2.52,2475195,346602,2.3,8.9,5.6,139200,1677205,1046360,630845,742
Tennessee,2014,2821797,2487349,2.53,2487349,351793,2.2,8.2,5.6,139900,1669953,1028691,641262,757
Tennessee,2015,2873478,2504556,2.53,2504556,349986,2,7.6,5.6,142100,1672329,1020828,651501,764
Tennessee,2016,2854542,2522204,2.54,2522204,351274,2,7.2,5.6,146000,1673043,1011470,661573,782
Tennessee,2017,2930530,2547194,2.53,2547194,356005,1.8,7,5.6,151700,1688565,1010943,677622,808
Tennessee,2018,2903199,2567061,2.53,2567061,363469,1.7,7,5.6,158600,1701159,1012457,688702,841
Tennessee,2019,2963486,2597292,2.52,2597292,366194,1.6,7.1,5.6,167200,1722247,1019481,702766,869
Tennessee,2020,2996127,2639455,2.51,2639455,356672,1.4,6.8,5.7,177600,1756534,1036398,720136,897
Tennessee,2021,3011124,2664791,2.52,2664791,346333,1.2,6.7,5.7,193700,1783274,1050699,732575,951
Texas,2012,9978137,8782598,2.8,8782598,1195539,2.1,9.6,5.3,128000,5609007,3504586,2104421,834
Texas,2013,10187189,8886471,2.82,8886471,1184232,2,9.2,5.3,128900,5623552,3460178,2163374,851
Texas,2014,10070703,9013582,2.83,9013582,1173607,1.8,8.5,5.3,131400,5652542,3423338,2229204,870
Texas,2015,10441643,9149196,2.84,9149196,1156411,1.7,7.8,5.3,136000,5693770,3396286,2297484,882
Texas,2016,10305607,9289554,2.84,9289554,1152089,1.6,7.6,5.3,142700,5747458,3389912,2357546,911
Texas,2017,10769900,9430419,2.84,9430419,1180967,1.6,7.6,5.4,151500,5851046,3412335,2438711,952
Texas,2018,10611386,9553046,2.86,9553046,1216854,1.6,7.7,5.4,161700,5917771,3421912,2495859,998
Texas,2019,10937026,9691647,2.85,9691647,1245379,1.6,7.8,5.4,172500,6004802,3447105,2557697,1045
Texas,2020,11112975,9906070,2.83,9906070,1206905,1.4,7.8,5.4,187200,6168808,3503079,2665729,1082
Texas,2021,11433880,10239341,2.76,10239341,1194539,1.3,7.6,5.4,202600,6391061,3640097,2750964,1146
Utah,2012,979848,880873,3.09,880873,98975,1.9,5.8,6.3,217800,620475,456936,163539,839
Utah,2013,999734,886770,3.12,886770,101801,1.8,5.9,6.3,212800,621854,454585,167269,856
Utah,2014,988571,896194,3.14,896194,103540,1.8,5.7,6.3,212500,624605,452434,172171,875
Utah,2015,1024047,906292,3.15,906292,104807,1.6,5.3,6.3,215900,629584,451582,178002,887
Utah,2016,1011099,918367,3.16,918367,105680,1.5,5.6,6.3,224600,638767,455232,183535,912
Utah,2017,1066131,938365,3.14,938365,108232,1.4,5.6,6.4,238300,653429,462984,190445,948
Utah,2018,1046597,957619,3.13,957619,108512,1.3,5.6,6.4,256700,668985,472593,196392,988
Utah,2019,1087112,977313,3.12,977313,109799,1.1,6,6.4,279100,685699,483747,201952,1037
Utah,2020,1110369,1003345,3.09,1003345,107024,0.9,5.9,6.4,305400,707663,496265,211398,1090
Utah,2021,1133558,1033651,3.08,1033651,99907,0.7,5.7,6.4,339700,729074,511505,217569,1171
Vermont,2012,322243,256830,2.34,256830,65413,1.8,5.8,5.6,215800,182744,122413,60331,864
Vermont,2013,324332,257004,2.34,257004,65911,1.8,5.6,5.6,216800,182537,120485,62052,875
Vermont,2014,322915,257252,2.34,257252,67080,1.8,4.9,5.6,216200,182417,118560,63857,889
Vermont,2015,326812,257167,2.34,257167,68007,2,4.3,5.6,217500,182584,117218,65366,895
Vermont,2016,325174,257107,2.34,257107,69705,1.8,4.2,5.6,218900,181461,115802,65659,913
Vermont,2017,333013,258535,2.32,258535,72571,1.7,4.1,5.5,220600,182321,115058,67263,945
Vermont,2018,331106,259589,2.31,259589,73424,1.7,4.1,5.6,223700,183570,115541,68029,972
Vermont,2019,334999,260029,2.3,260029,74970,1.7,4.2,5.6,227700,183999,115275,68724,985
Vermont,2020,337214,262852,2.28,262852,74362,1.5,4,5.6,230900,187374,116839,70535,999
Vermont,2021,333519,262514,2.35,262514,71005,1.2,3.8,5.6,240600,189152,116172,72980,1070
Virginia,2012,3365855,3006219,2.59,3006219,359636,2,6.8,6,249700,2038207,1469882,568325,1060
Virginia,2013,3403241,3022739,2.6,3022739,358593,1.8,6.7,6,244600,2033102,1458793,574309,1087
Virginia,2014,3381332,3041710,2.61,3041710,361531,1.8,6.4,6,243500,2028244,1442795,585449,1108
Virginia,2015,3445357,3062783,2.62,3062783,360508,1.7,6.1,6,245000,2027005,1431436,595569,1116
Virginia,2016,3423291,3090178,2.61,3090178,355179,1.6,5.7,6,248400,2032761,1426042,606719,1135
Virginia,2017,3491091,3105636,2.62,3105636,361285,1.6,5.8,6,255800,2055073,1430806,624267,1166
Virginia,2018,3466921,3128415,2.61,3128415,362676,1.6,5.6,6,264900,2070879,1430890,639989,1202
Virginia,2019,3514032,3151045,2.61,3151045,362987,1.5,5.4,6,273100,2087711,1433704,654007,1234
Virginia,2020,3537788,3184121,2.6,3184121,353667,1.3,5.4,6,282800,2123771,1448673,675098,1257
Virginia,2021,3596100,3248528,2.57,3248528,347572,1.2,5.2,6,295500,2164967,1477713,687254,1326
Washington,2012,2884186,2619995,2.52,2619995,264191,2.1,5.4,5.5,272900,1671388,1206604,464784,951
Washington,2013,2921364,2629126,2.54,2629126,270412,2,5.3,5.5,262100,1661427,1186017,475410,973
Washington,2014,2899538,2645396,2.55,2645396,275968,1.9,5,5.5,257200,1658540,1172992,485548,995
Washington,2015,2966814,2668912,2.56,2668912,273215,1.7,4.6,5.5,259500,1668071,1167488,500583,1014
Washington,2016,2942127,2696606,2.57,2696606,270208,1.6,4.1,5.5,269300,1683381,1168842,514539,1056
Washington,2017,3064381,2755697,2.55,2755697,269819,1.4,3.8,5.5,286800,1726899,1193385,533514,1120
Washington,2018,3025516,2800423,2.55,2800423,263958,1.3,3.7,5.5,311700,1756552,1207408,549144,1194
Washington,2019,3106528,2848396,2.55,2848396,258132,1.2,3.6,5.5,339000,1793239,1227595,565644,1258
Washington,2020,3150194,2905822,2.53,2905822,244372,0.9,3.7,5.5,366800,1838059,1253968,584091,1337
Washington,2021,3170695,2931841,2.55,2931841,238854,0.8,3.9,5.5,397600,1864897,1266019,598878,1439
West Virginia,2012,882240,742674,2.43,742674,139566,2.1,7.8,5.7,97300,547370,273072,274298,594
West Virginia,2013,883197,741390,2.43,741390,139561,2,7.8,5.7,98500,544059,267521,276538,611
West Virginia,2014,880951,742359,2.43,742359,140838,2,7.8,5.7,100200,541607,263042,278565,630
West Virginia,2015,884728,740890,2.43,740890,143094,1.9,7.6,5.7,103800,537266,258101,279165,643
West Virginia,2016,883984,739397,2.43,739397,145331,1.8,7.5,5.7,107400,535940,255046,280894,658
West Virginia,2017,890715,737671,2.42,737671,151606,1.9,7.7,5.7,111600,536655,253124,283531,681
West Virginia,2018,889277,734676,2.42,734676,156039,1.9,7.7,5.7,115000,535880,250005,285875,711
West Virginia,2019,892182,732585,2.42,732585,159597,1.9,7.3,5.7,119600,536153,249865,286288,725
West Virginia,2020,893615,734235,2.4,734235,159380,1.9,7.3,5.8,123200,540786,252809,287977,732
West Virginia,2021,859437,711352,2.47,711352,148085,1.7,7.1,5.8,128800,525945,245665,280280,770
Wisconsin,2012,2620401,2286339,2.42,2286339,334062,1.9,5.6,5.5,169000,1568375,1062565,505810,749
Wisconsin,2013,2635602,2288332,2.43,2288332,337810,1.9,5.5,5.5,167100,1558846,1043962,514884,759
Wisconsin,2014,2626142,2293250,2.43,2293250,342352,1.9,5.2,5.5,165900,1551769,1029506,522263,772
Wisconsin,2015,2649597,2299107,2.43,2299107,342520,1.8,4.9,5.5,165800,1547197,1016234,530963,776
Wisconsin,2016,2641627,2310246,2.43,2310246,339351,1.7,4.9,5.5,167000,1547633,1007824,539809,789
Wisconsin,2017,2681232,2328754,2.41,2328754,339938,1.5,4.8,5.5,169300,1559308,1009752,549556,813
Wisconsin,2018,2668692,2343129,2.4,2343129,338103,1.4,4.9,5.6,173600,1568040,1008935,559105,837
Wisconsin,2019,2694527,2358156,2.39,2358156,336371,1.2,4.9,5.6,180600,1580939,1010421,570518,856
Wisconsin,2020,2709444,2377935,2.38,2377935,331509,1,4.9,5.6,189200,1596500,1011350,585150,872
Wisconsin,2021,2718369,2401818,2.39,2401818,316551,0.9,4.9,5.6,200400,1619704,1019357,600347,916
Wyoming,2012,261430,221479,2.48,221479,39951,1.7,7.9,5.6,184400,155659,94301,61358,733
Wyoming,2013,265195,222846,2.5,222846,40194,1.7,8,5.6,185900,156202,93495,62707,764
Wyoming,2014,263040,225514,2.49,225514,39681,1.6,7.7,5.6,189300,156289,92688,63601,778
Wyoming,2015,267987,226865,2.49,226865,39765,1.6,8.3,5.6,194800,156675,92545,64130,789
Wyoming,2016,266630,226985,2.51,226985,41002,1.6,8.6,5.7,199900,155741,90072,65669,802
Wyoming,2017,274985,230237,2.47,230237,42851,1.7,10.1,5.7,204900,159336,92471,66865,828
