state,year,total_pop,civilian_noninst_pop,male,female,age_under_5,age_5_9,age_10_14,age_15_19,age_20-24,age_25_34,age_35_44,age_35_54,age_55_59,age_60_64,age_65_74,age_75_84,age_over_85,median_age,race_one,race_twomore,race_white,race_black,race_ai_an,race_asian,race_island,race_others,race_hisp,race_nhisp,native,Foreign_born,other_lang,pop_over16
Ohio,2020,11675275,11482519,5721796,5953479,692983,701584,745426,763727,756589,1539254,1395833,1483840,826243,779175,1154006,575966,260649,39.5,11260126,415149,9776587,1673910,99662,344131,14978,211948,459939,11215336,11132571,542704,793123,9385593
Ohio,2021,11769923,11501751,5800004,5969919,689126,712811,764371,777556,748606,1543258,1430057,1478888,821573,798875,1196942,563390,244470,39.4,11267531,502392,9839507,1703313,108909,357647,16395,285554,480347,11289576,11210405,559518,813361,9449482
Oklahoma,2012,3749005,11601893,1855637,1893368,261232,258733,253991,263445,273283,503582,463734,519577,237948,203660,283129,163990,62701,36.3,3461364,287641,3031069,326753,491484,84175,8057,107842,331057,3417948,3544650,204355,321284,2924464
Oklahoma,2013,3818851,3663645,1891526,1927325,264867,264936,259640,259043,281342,520394,466958,506554,247977,213072,301305,168209,64554,36.2,3522741,296110,3069122,339895,506728,91784,8278,113150,357916,3460935,3576715,209027,331507,2950783
Oklahoma,2014,3785742,3702515,1873875,1911867,264159,262213,256923,260843,277306,512819,464680,513248,243245,208692,292159,165856,63599,36.2,3491766,293976,3052747,333407,499537,88023,8479,111695,345139,3440603,3604070,214781,341736,2977835
Oklahoma,2015,3875589,3737426,1919995,1955594,265818,268663,263520,258762,284548,533743,473291,490534,254064,220761,322630,173078,66177,36.2,3575825,299764,3095795,349542,516670,100332,9237,119449,381467,3494122,3627832,221901,352363,3003180
Oklahoma,2016,3849733,3768424,1906944,1942789,265720,267252,261649,258927,283793,527362,470379,498270,251021,218162,311567,170028,65603,36.2,3549797,299936,3086220,345252,512490,96584,8440,116233,371459,3478274,3650073,225516,360611,3025259
Oklahoma,2017,3918137,3794815,1941576,1976561,263992,267805,269193,262995,280151,541781,481374,475698,255043,230875,341463,179516,68251,36.4,3615027,303110,3114548,358388,523360,109897,8982,124206,407521,3510616,3666665,229586,366714,3043261
Oklahoma,2018,3896251,3816369,1930615,1965636,265113,269426,265580,260565,282079,538527,477005,482765,254932,225929,331975,175838,66517,36.3,3594160,302091,3103793,353537,519272,105533,9972,123509,394879,3501372,3683601,234536,376853,3063396
Oklahoma,2019,3932870,3837568,1949528,1983342,261316,265518,272038,264356,277554,543411,486507,468816,253549,236411,350581,183161,69652,36.6,3628255,304615,3121792,359841,526408,112607,11829,123415,417906,3514964,3696501,236369,384407,3080177
Oklahoma,2020,3949342,3851223,1956617,1992725,259003,265409,273376,264649,275225,545109,492883,462492,253943,238058,360283,189227,69685,36.7,3604505,344837,3129278,364516,535675,116701,12351,158197,431467,3517875,3711530,237812,391454,3097358
Oklahoma,2021,3948136,3867023,1964927,1983209,252929,266855,279147,269963,271501,535616,503103,459972,250962,242256,367032,182204,66596,36.8,3554749,393387,3119450,369304,545381,119454,12662,202494,443914,3504222,3708934,239202,397083,3094226
Oregon,2012,3836628,3869212,1899186,1937442,234979,239038,240793,252826,256948,524489,501524,536189,270585,238730,295472,167730,77325,38.4,3696589,140039,3401797,97958,113430,187947,25481,162506,449888,3386740,3460620,376008,529699,3072774
Oregon,2013,3900343,3796881,1929053,1971290,231807,239781,240964,247827,262588,532369,507772,524079,273210,257673,331306,169999,80968,38.9,3746529,153814,3456866,102424,114646,202801,28885,163425,473729,3426614,3489060,379661,538368,3106026
Oregon,2014,3868721,3829588,1914014,1954707,233715,239829,240635,250953,259756,528730,504518,529199,273427,247886,312897,168636,78540,38.7,3722867,145854,3430808,100536,110373,195366,28011,163794,461901,3406820,3516357,383986,547200,3139152
Oregon,2015,3982267,3861453,1971512,2010755,232001,242455,239626,245719,266680,548492,518150,515058,270230,269282,374410,175646,84518,39.1,3806726,175541,3549514,108436,123385,217489,30528,143936,494806,3487461,3550541,388692,559045,3177669
Oregon,2016,3939233,3900771,1948453,1990780,231402,241969,239596,246101,265193,538604,513163,519400,271814,265114,352241,172490,82146,39.1,3776440,162793,3501938,105962,117337,210781,29743,151789,485646,3453587,3591654,390613,565450,3219754
Oregon,2017,4081943,3943363,2023021,2058922,231927,242619,245569,246092,265043,572453,537769,514110,266912,276903,411976,187308,83262,39.2,3888283,193660,3624960,116586,128382,239111,33371,149334,523956,3557987,3626726,398401,578328,3260075
Oregon,2018,4025127,3985781,1993822,2031305,231854,242780,242234,245601,264705,558821,527675,514194,268331,273843,392682,179433,82974,39.2,3840963,184164,3586891,112874,125819,227382,32197,140719,509507,3515620,3676122,405821,592547,3313374
Oregon,2019,4129803,4042073,2047338,2082465,230557,242883,246480,245856,265077,584228,547549,513855,265668,278095,430727,195978,82850,39.3,3931451,198352,3666342,119710,128380,246789,34407,148883,537217,3592586,3722160,407643,598860,3361188
Oregon,2020,4176346,4089521,2070627,2105719,228314,240173,250253,246976,265800,594642,559407,513263,264789,277797,447118,199792,88022,39.5,3918374,257972,3692435,124917,130446,258188,36027,214387,552279,3624067,3766479,409867,603049,3408422
Oregon,2021,4207177,4135531,2096429,2110748,223615,241313,257073,251743,262037,592788,575671,517524,263898,278390,461354,198601,83170,39.6,3881565,325612,3704064,129985,139496,265718,37159,289198,570511,3636666,3794795,412382,608628,3434262
Pennsylvania,2012,12699589,4167351,6190405,6509184,725723,757222,785656,904109,868007,1521540,1616427,1922437,880913,745208,991108,675192,306047,40.1,12466992,232597,10674493,1505901,74687,401174,11568,282129,721899,11977690,11961411,738178,1219673,10265643
Pennsylvania,2013,12758729,12492799,6230805,6527924,719941,751562,774622,872281,875583,1579903,1557718,1875240,917609,792712,1061842,661263,318453,40.4,12498971,259758,10671385,1545028,84319,434782,14756,289550,784562,11974167,11971544,759837,1239179,10310404
Pennsylvania,2014,12731381,12525314,6211805,6519576,722978,755977,778727,887355,873582,1550943,1583055,1902598,901191,770174,1025070,667560,312171,40.3,12487807,243574,10675840,1526403,76866,415885,12729,286036,753701,11977680,11976626,782103,1265487,10351296
Pennsylvania,2015,12783977,12553967,6255042,6528935,714598,744333,763742,844276,867182,1634292,1515459,1804510,938083,824255,1152343,656631,324273,40.6,12498209,285768,10648247,1577690,94287,465483,15038,294130,843164,11940813,11979040,800519,1284370,10384811
Pennsylvania,2016,12779559,12575088,6245344,6534215,717661,748764,768385,857111,873526,1608855,1536388,1842705,931259,810519,1105125,657717,321544,40.5,12506870,272689,10664675,1561343,88782,453749,14701,292658,815538,11964021,11965614,818363,1306407,10402780
Pennsylvania,2017,12791181,12579598,6263189,6527992,709250,727174,764823,826326,842245,1667748,1495222,1731294,934674,862564,1236019,669591,324251,40.7,12480301,310880,10609391,1607606,97171,500228,14776,301523,905156,11886025,11948774,841731,1328055,10419971
Pennsylvania,2018,12790505,12586845,6260160,6530345,711647,736583,763267,834335,858720,1649488,1501781,1770235,937395,846032,1195873,659750,325399,40.7,12493185,297320,10635347,1593786,96851,484163,13860,290706,874833,11915672,11925461,865720,1360471,10432506
Pennsylvania,2019,12791530,12587979,6265113,6526417,706563,723668,761572,820130,825365,1680907,1493904,1692870,927080,877751,1276690,680162,324868,40.8,12471656,319874,10576490,1621737,94275,512310,14796,320462,935216,11856314,11909180,882350,1380101,10442963
Pennsylvania,2020,12794885,12587348,6269142,6525743,702231,717096,763272,810436,811852,1693816,1502764,1651599,920735,885980,1317854,679481,337769,40.9,12361860,433025,10537652,1634203,92952,532335,14432,454265,971813,11823072,11898032,896853,1393559,10456049
Pennsylvania,2021,12970650,12590644,6394217,6576433,700792,733404,789343,831360,804254,1701098,1558578,1650190,924182,915659,1374891,666554,320345,40.8,12415449,555201,10649066,1671496,99345,555182,15768,583126,1023055,11947595,12046026,924624,1432077,10587037
Puerto Rico,2012,3716727,12771301,1780705,1936022,222343,235310,271653,281932,264515,488542,482169,484448,218245,219537,315346,167811,64876,37,3289320,427407,3051582,692183,17250,15575,425,376130,3675889,40838,,,,2932131
Puerto Rico,2013,3638965,3690113,1742904,1896061,205035,221229,250811,267517,262898,468088,466706,476691,219483,218377,334971,178296,68863,38.1,3242753,396212,2920906,667349,26667,14037,626,418280,3601918,37047,,,,2925380
Puerto Rico,2014,3682966,3656732,1763291,1919675,214254,227848,262259,275747,263926,479212,474809,481802,218999,219446,325094,172153,67417,37.5,3248710,434256,3001933,701144,20937,15031,476,387818,3643237,39729,,,,2911026
Puerto Rico,2015,3529385,3612464,1685787,1843598,183553,205875,228843,250906,255123,444100,448616,463546,219153,215438,351317,189519,73396,39.4,3264621,264764,2703964,565829,30509,11760,577,495676,3492166,37219,,,,2884153
Puerto Rico,2016,3583073,3556599,1713860,1869213,195336,214394,240101,258748,259663,454454,457802,471291,218361,216643,342338,183319,70623,38.7,3251022,332051,2819232,613717,30282,12642,588,453261,3547288,35785,,,,2863657
Puerto Rico,2017,3386941,3502814,1612865,1774076,157638,185956,207704,230407,240838,422052,424657,445694,217688,213684,359600,205468,75555,40.9,3211475,175466,2451143,523962,27752,8624,713,564687,3349340,37601,,,,2836284
Puerto Rico,2018,3468963,3442193,1653997,1814966,172199,194329,221135,241731,248778,434128,438751,455380,218703,214208,357631,198488,73502,40.1,3258944,210019,2590718,530091,30830,9835,561,532079,3432611,36352,,,,2793000
Puerto Rico,2019,3318447,3361571,1578318,1740129,143623,175207,199508,221586,232564,413196,412531,436270,216952,213274,362515,212217,79004,41.7,3142798,175649,2356344,547937,22131,8266,638,571361,3275919,42528,,,,2759025
Puerto Rico,2020,3255642,3293526,1546590,1709052,130964,162558,193912,211965,224949,408147,400845,425955,215654,213487,364751,221000,81455,42.4,2940261,315381,2246894,547012,28239,8450,675,777816,3212625,43017,,,,2728839
Puerto Rico,2021,3311274,3230810,1571861,1739413,122415,159264,193155,210295,227033,419212,403558,430651,221214,220552,378237,236797,88891,43.1,2750121,561153,2209048,539396,42626,9087,822,1148672,3270361,40913,,,,2797936
Rhode Island,2012,1052471,3285816,508521,543950,56804,59686,64821,79536,81941,127986,137501,160443,71438,59152,75293,51614,26256,39.4,1025685,26786,880450,78988,12969,36761,988,71554,131316,921155,916115,136356,209006,857434
Rhode Island,2013,1053252,1035336,509826,543426,55512,58459,63455,76889,82776,132177,130616,157253,74219,63224,81642,48988,28042,39.7,1023907,29345,878995,82515,12978,39238,1828,69553,139832,913420,913736,137959,210374,859385
Rhode Island,2014,1051695,1035516,508455,543240,55938,58499,64620,78024,82373,129649,133302,159425,72799,61508,78453,49804,27301,39.6,1024148,27547,876853,81306,12490,37959,1345,71666,135317,916378,915234,138018,210849,862851
Rhode Island,2015,1054491,1037156,511297,543194,54767,56610,62248,74637,81521,137781,125831,152284,76779,65516,89611,48107,28799,39.9,1024433,30058,876862,84942,13483,41078,2136,68656,148375,906116,913079,140582,213675,865174
Rhode Island,2016,1053661,1037930,510388,543273,55230,58340,62107,75576,81767,135645,128099,154674,75833,64101,85493,48474,28322,39.7,1023879,29782,877619,84071,13132,40570,1871,68578,143788,909873,911828,142663,216480,868361
Rhode Island,2017,1056611,1038432,513332,543279,54587,57535,58943,73378,78980,142877,123411,146645,76732,69313,96800,50433,26977,39.9,1023902,32709,879445,86052,14239,43553,2392,66494,158858,897753,911928,144210,220827,871329
Rhode Island,2018,1056138,1040523,512581,543557,54571,56675,61119,73590,80922,140547,124511,149424,77086,67549,93339,49153,27652,39.9,1024842,31296,878379,84788,13693,42939,2323,67731,153910,902228,912414,144197,221182,873369
Rhode Island,2019,1057231,1040879,513792,543439,54672,55977,59233,73008,77141,145217,123357,143093,76338,71306,100027,51643,26219,39.9,1022010,35221,877692,89741,14220,44653,2369,67101,163226,894005,913513,143718,224559,876019
Rhode Island,2020,1057798,1041575,514524,543274,54688,54737,59152,72211,75640,146797,123964,139330,75847,72946,103407,53048,26031,40,1005477,52321,877920,91539,13851,45472,2413,84221,168007,889791,909493,148305,224487,878121
Rhode Island,2021,1091949,1041644,534283,557666,55370,57333,61405,74799,76427,151218,130860,141011,76853,78087,110114,53719,24753,40,1019981,71968,900854,95965,14451,46695,2287,110307,178673,913276,936369,155580,232168,906304
South Carolina,2012,4630351,1075869,2251898,2378453,299819,296618,297930,325253,335076,592778,603672,653523,306115,279469,375219,195287,69592,37.9,4548929,81422,3178698,1335324,40167,74223,4375,83890,232926,4397425,4408245,222106,293515,3675075
South Carolina,2013,4727273,4527713,2298320,2428953,295468,302448,301785,317103,347374,606755,596261,653274,314515,296839,416941,203419,75091,38.3,4636374,90899,3254539,1355280,42925,82255,6000,83893,248459,4478814,4454279,225323,299919,3720700
South Carolina,2014,4679602,4578525,2276305,2403297,298242,302111,297443,321540,342237,598631,599341,655091,309061,289690,395048,199410,71757,38.1,4594767,84835,3216916,1344707,40184,78511,4963,84351,241448,4438154,4500820,226453,304507,3768421
South Carolina,2015,4834605,4628136,2348338,2486267,291499,308092,303601,315543,346446,625847,597453,650886,326582,306976,466367,214465,80848,38.8,4734523,100082,3338164,1379227,44677,88898,5717,84843,258361,4576244,4549168,228408,308014,3816548
South Carolina,2016,4777576,4679496,2322409,2455167,292581,307266,301115,316263,350344,614689,594946,651427,320008,302158,440550,208909,77320,38.6,4683626,93950,3290711,1367604,43007,85855,5952,84544,254092,4523484,4603889,230716,312360,3871553
South Carolina,2017,4955925,4736274,2405726,2550199,290090,307410,312273,323640,337510,649462,603276,647833,334313,321035,510667,233843,84573,39.2,4845717,110208,3428119,1401775,48318,98546,5983,91417,275685,4680240,4655655,237789,319834,3926466
South Carolina,2018,4893444,4795304,2376759,2516685,289964,309396,306139,322182,340162,638521,598756,649562,328870,314636,489068,223628,82560,39,4789037,104407,3382777,1390584,45999,93685,5576,86361,267398,4626046,4715486,240439,327421,3985183
South Carolina,2019,5020806,4858485,2435472,2585334,290931,307494,315581,329062,330767,659234,609448,646916,341063,326752,530935,247225,85398,39.4,4904876,115930,3472419,1410419,48926,103491,7628,102456,285458,4735348,4768192,252614,338681,4044398
South Carolina,2020,5091517,4923262,2468682,2622835,291651,305738,321581,329239,330682,670511,616484,645429,341047,338459,551909,262262,86525,39.7,4939806,151711,3521154,1423031,48904,110663,7756,142767,296897,4794620,4828314,263203,353036,4111745
South Carolina,2021,5078903,4990992,2474059,2604844,285472,306986,325370,330915,322989,660600,623443,638085,342145,341401,561298,254150,86049,39.8,4877129,201774,3517786,1413250,54549,113685,8866,184951,306230,4772673,4814986,263917,360151,4097365
South Dakota,2012,815871,4984554,409334,406537,58268,54611,54883,58773,57563,104797,94223,116271,54766,44264,58012,40085,19355,37.1,798562,17309,717191,14777,82621,10119,604,8763,22778,793093,794383,21488,50506,636670
South Dakota,2013,834708,797646,419494,415214,59303,57691,55424,57997,59689,109504,94677,111942,56790,49347,62692,39912,19740,36.8,814015,20693,731811,17654,85742,11823,753,8617,26459,808249,802143,23055,52079,643377
South Dakota,2014,825198,807439,414382,410816,58935,57031,54704,57851,58789,107354,93967,114209,55985,46897,59962,39910,19604,36.9,806001,19197,724354,16261,84533,10757,733,8713,24598,800600,810308,24400,51941,651429
South Dakota,2015,851058,816989,428134,422924,60094,60272,56089,57294,60722,111742,96916,106922,59245,52553,68865,40129,20215,36.8,828819,22239,742183,20025,87437,14449,1221,8998,29187,821871,817760,25430,50843,657804
South Dakota,2016,843190,825506,423477,419713,59992,59379,54852,57404,60524,110731,95783,109706,58043,51163,65475,39958,20180,36.8,820867,22323,737542,18708,86811,12968,1039,9331,27914,815276,823863,27195,51067,663635
South Dakota,2017,864289,833674,435761,428528,60407,59990,59016,57056,60737,114289,99603,101703,59203,55477,76582,39962,20264,36.8,841200,23089,751830,22617,89424,15941,1153,7877,31995,832294,827086,28358,51128,666450
South Dakota,2018,855444,838027,430587,424857,60212,60424,57249,56282,60672,112691,98082,104537,58899,54278,72564,39732,19822,36.8,831951,23493,746486,20705,88330,15198,1275,8194,29901,825543,834177,30112,51891,673638
South Dakota,2019,870638,846821,438946,431692,60399,60537,59382,57557,60370,114371,101565,99049,59317,56557,80657,40794,20083,37,847801,22837,755070,23899,90422,15897,1402,8387,33024,837614,838627,32011,51929,679043
South Dakota,2020,879336,853256,442948,436388,60019,61397,60099,58367,59210,115220,104341,97114,58634,58104,85511,40911,20409,37.2,849316,30020,762967,25975,91221,16062,1651,13440,36088,843248,844425,34911,53519,686885
South Dakota,2021,881785,861933,446461,435324,59538,62223,61727,59943,58119,113476,107033,96062,57430,59450,88456,39629,18699,37.1,843266,38519,764992,27202,91514,16983,1718,20378,37618,844167,848080,33705,52466,686625
Tennessee,2012,6353226,865054,3097568,3255658,406033,410421,421634,431820,432428,827734,857058,917466,413841,373372,492409,269423,99587,38,6243299,109927,5083044,1108307,59631,112230,5840,101085,288582,6064644,6064180,289046,389694,5030090
Tennessee,2013,6451365,6251368,3143195,3308170,402121,413268,423990,424724,451019,839987,847371,909110,431703,389854,535098,279985,103135,38.3,6328703,122662,5140348,1137823,62318,122390,7889,111571,309828,6141537,6105996,296391,397545,5078433
Tennessee,2014,6402387,6300636,3120796,3281591,403431,411772,423504,428201,442761,832087,851537,915529,423043,382586,512510,273853,101573,38.2,6289144,113243,5110537,1124111,59620,116393,6286,106071,300159,6102228,6146570,304795,408585,5125250
Tennessee,2015,6548009,6350480,3191977,3356032,402160,416244,422117,420756,459392,861200,840617,897798,444258,399018,584549,292526,107374,38.5,6414799,133210,5218121,1163162,64236,132015,8900,103505,327345,6220664,6184623,314992,419348,5174955
Tennessee,2016,6499615,6397431,3167756,3331859,400804,414859,423411,422111,458394,849018,843510,903220,440202,393761,559199,284658,106468,38.4,6370855,128760,5177822,1150035,62985,127361,8649,110209,320090,6179525,6232690,315319,420128,5222438
Tennessee,2017,6651089,6445597,3243678,3407411,403591,412789,427445,424822,451736,893011,838176,890255,448270,415781,625727,306901,112585,38.7,6508955,142134,5295618,1188326,61836,142769,10319,103797,352402,6298687,6270427,326954,432026,5270257
Tennessee,2018,6597381,6494451,3217073,3380308,402578,414561,424276,422264,455252,877784,838663,895003,447341,406303,605154,297881,110321,38.6,6459880,137501,5257173,1174901,62812,138243,9681,101420,340063,6257318,6317027,334062,443331,5321857
Tennessee,2019,6709356,6547663,3273278,3436078,406438,409742,431071,426461,448251,911745,838241,886806,451211,424266,643414,317040,114670,38.7,6561820,147536,5339234,1200241,62201,148955,10017,106398,364174,6345182,6365194,344162,452723,5377153
Tennessee,2020,6772268,6602261,3304462,3467806,406986,407267,435892,426381,445895,931845,843668,880349,453526,432895,662653,324028,120883,38.8,6573280,198988,5380206,1214063,62889,155558,10542,159431,377162,6395106,6424882,347386,459651,5437242
Tennessee,2021,6859497,6664134,3362099,3497398,405867,415626,447531,438290,443703,937154,862987,885621,458189,446339,683206,324326,110658,38.8,6597904,261593,5441228,1229561,70338,162434,12067,221464,395967,6463530,6494097,365400,477381,5504783
Texas,2012,25208897,6756567,12509812,12699085,1928842,1921140,1876594,1878407,1838866,3623225,3479610,3413900,1417568,1195355,1495256,829289,310845,33.6,24654554,554343,19148301,3159377,294259,1108204,40467,2045870,9479670,15729227,21109883,4099014,8058615,19110058
Texas,2013,26092033,24723454,12949685,13142348,1940753,1976991,1936129,1891849,1919581,3766749,3556741,3451540,1519812,1282131,1649502,870036,330219,33.9,25471731,620302,20027796,3316582,308557,1227992,48295,1824370,9962643,16129390,21451443,4187930,8233251,19468136
Texas,2014,25639373,25158370,12729156,12910217,1934973,1954747,1906075,1884547,1878724,3690303,3510980,3435096,1469598,1237984,1568590,848059,319697,33.8,25049047,590326,19580511,3236369,304987,1163272,43401,1938336,9717727,15921646,21795085,4296948,8432791,19858082
Texas,2015,26956435,25613334,13379165,13577270,1970686,2012405,1984186,1926342,1977688,3915774,3642463,3471589,1600143,1358592,1828562,915785,352220,34.2,26283035,673400,20750895,3474270,328743,1352928,48675,1721788,10413150,16543285,22139534,4399080,8614120,20241168
Texas,2016,26538614,26062431,13171316,13367298,1951305,2001014,1957971,1908468,1954713,3840350,3602462,3465858,1560704,1327537,1737257,890652,340323,34.1,25885552,653062,20431817,3390604,321654,1295773,48556,1747949,10196367,16342247,22462090,4494345,8793654,20599223
Texas,2017,27885195,26478868,13849775,14035420,1998869,2028151,2057414,1987192,1998210,4094297,3767582,3511040,1658878,1445748,2000715,971168,365931,34.4,27154696,730499,21349883,3646877,342419,1507792,56073,1766423,10921556,16963639,22797217,4622395,8981907,20998008
Texas,2018,27419612,26943687,13616977,13802635,1981850,2026889,2015877,1956315,1984250,4002129,3705119,3494999,1633721,1402557,1915612,940462,359832,34.3,26717611,702001,21061897,3554499,334224,1425845,53596,1742947,10673909,16745703,23148503,4736692,9197508,21394120
Texas,2019,28260856,27417645,14034009,14226847,1999803,2024009,2090590,2017644,1997256,4154182,3823085,3526243,1673637,1491880,2081849,1004810,375868,34.6,27499445,761411,21558096,3727750,349927,1565746,60565,1817627,11116881,17143975,23446218,4814638,9313242,21736238
Texas,2020,28635442,27792957,14221720,14413722,1997007,2016752,2130618,2040331,2000883,4210488,3888044,3542967,1702570,1512413,2166863,1019395,407111,34.8,26637358,1998084,21681317,3834846,370697,1656166,60744,3124393,11294257,17341185,23812490,4822952,9349344,22078090
Texas,2021,28862581,28169961,14398171,14464410,1959223,2041691,2176838,2083480,1981880,4180029,3979307,3575796,1707087,1556452,2233217,1003614,383967,35,25710496,3152085,21574802,3902797,428337,1705370,63037,4475828,11479932,17382649,23958412,4904169,9442575,22261181
Utah,2012,2766233,28410863,1389986,1376247,260218,247412,229653,219322,231485,441778,336026,305957,134231,108223,139850,81677,30401,29.3,2702901,63332,2523292,42542,47142,77546,36570,106909,357893,2408340,2537344,228889,361005,1984562
Utah,2013,2858111,2737627,1436648,1421463,257214,254193,243107,221784,239085,442765,360589,306341,142506,118856,154578,84816,32277,29.9,2787648,70463,2579312,45289,49027,85052,39273,136265,379454,2478657,2582304,231369,366502,2021139
Utah,2014,2813673,2786143,1414267,1399406,259342,250896,237415,220600,234818,442796,347960,306060,139234,113139,146955,83050,31408,29.6,2747354,66319,2548060,44294,48024,80873,37453,126274,368552,2445121,2618427,239684,378647,2057591
Utah,2015,2948427,2831323,1483055,1465372,253964,259551,250857,228269,248683,441468,385777,307996,147470,129050,172376,89384,33582,30.3,2870617,77810,2643710,47984,51286,93729,41349,155637,397915,2550512,2660578,242801,388418,2096916
Utah,2016,2903379,2876833,1459229,1444150,255244,256204,248440,224669,244624,441445,373845,306571,144711,124831,162886,86855,33054,30.1,2828624,74755,2612623,46887,50536,90554,40427,144146,389856,2513523,2703643,244784,395146,2136930
Utah,2017,3045350,2922538,1532768,1512582,252865,261429,257411,237276,254304,449812,410463,312534,149349,139638,190544,94676,35049,30.7,2955471,89879,2713400,52703,54797,103138,44632,175001,422123,2623227,2745783,248158,404933,2179088
Utah,2018,2993941,2967868,1506614,1487327,254014,260897,253015,231802,251123,444931,398090,309683,147904,135387,181190,91294,34611,30.5,2910658,83283,2675612,49844,52230,97530,43235,166831,409311,2584630,2788790,256560,424493,2224253
Utah,2019,3096848,3019579,1558868,1537980,250885,261845,260447,243211,256408,456750,422088,316980,149571,144714,200001,98253,35695,30.8,3002812,94036,2762082,55472,55633,107058,46028,174064,434832,2662016,2834997,261851,439650,2273074
Utah,2020,3151239,3070877,1586950,1564289,248602,262299,263035,248689,260142,464837,432559,323393,152927,145746,210044,102727,36239,31.1,3017588,133651,2807476,59239,56640,112368,49428,212643,446067,2705172,2886701,264538,443615,2325169
Utah,2021,3231370,3124563,1633843,1597527,245639,266567,272709,259821,264774,470489,449006,337187,155436,151574,220564,101510,36094,31.3,3049012,182358,2875805,63920,64425,118986,52444,256769,465832,2765538,2957936,273434,460999,2391727
Vermont,2012,625498,3205178,308429,317069,31675,34418,37461,46183,44180,69615,78661,101123,49148,40973,50297,29411,12353,41.7,613867,11631,607526,9128,7515,10617,411,2555,9452,616046,600213,25285,31277,513968
Vermont,2013,626358,619339,308506,317852,30738,33940,36644,45186,44855,70790,74775,96695,50453,43804,55892,29707,12879,42.2,614166,12192,607016,9893,7680,11346,754,2571,10226,616132,600314,25590,31035,515484
Vermont,2014,625904,619732,308544,317360,31237,34213,36991,45658,44404,70261,76617,99123,49813,42509,53084,29562,12432,42,613653,12251,607696,9604,7666,10954,443,2447,9803,616101,600178,26180,31272,517411
Vermont,2015,626249,620279,308711,317538,30359,33409,34881,44470,45826,71749,71959,91643,50183,45577,62328,30145,13720,42.6,614080,12169,604449,10504,8202,12537,686,2859,10900,615349,599948,26656,32258,519139
Vermont,2016,626604,620457,308573,318031,30395,33411,35991,45025,45125,71279,73341,94401,50513,44850,58953,30123,13197,42.4,614435,12169,606073,10233,7935,11992,636,2612,10691,615913,598694,27555,33140,520197
Vermont,2017,624977,620216,307973,317004,29676,32524,33950,43222,45910,72814,70550,86301,49272,47208,68256,31606,13688,42.9,612899,12078,600911,11345,8169,13755,770,2839,11677,613300,596423,28213,33161,520031
Vermont,2018,624636,618703,308026,316610,29829,33012,34463,43438,45994,71987,70958,89138,49628,46638,65301,30801,13449,42.8,612575,12061,601838,11193,8178,12798,744,2658,11183,613453,595985,28992,34207,521723
Vermont,2019,624313,618896,308097,316216,29568,32060,33496,42549,46180,73033,70156,83736,47971,48300,70829,32375,14060,42.9,611713,12600,599819,12083,7818,14503,749,2890,12038,612275,594985,29328,34690,522206
Vermont,2020,624340,618266,308441,315899,29038,31979,33287,42255,45692,74205,70829,80585,47190,48408,73399,33640,13833,42.8,607205,17135,600582,12384,8096,14972,644,5768,12518,611822,595872,28468,33088,523065
Vermont,2021,641637,618184,318533,323104,29168,32564,35158,43586,46698,75375,74504,81221,48114,50118,77359,34149,13623,42.7,620015,21622,616685,13457,8470,15767,564,9581,13368,628269,613632,28005,33735,537475
Virginia,2012,8014955,635583,3933820,4081135,507701,508191,515419,552703,574370,1093400,1114285,1202830,508415,449136,559430,307132,121943,37.4,7794993,219962,5761611,1663989,75814,521786,14723,217680,631669,7383286,7121778,893177,1103522,6377782
Virginia,2013,8185131,7788504,4022624,4162507,511320,518815,517643,550376,585852,1137877,1098730,1198183,534513,470774,614708,314997,131343,37.6,7930010,255121,5883883,1699482,80179,570738,17058,212388,687265,7497866,7183099,917554,1130877,6453616
Virginia,2014,8100653,7881300,3977926,4122727,509788,517418,514349,549877,581283,1114948,1103761,1202949,522107,460887,586264,311054,125968,37.5,7862787,237866,5828235,1680661,80140,543942,16395,211504,659599,7441054,7236647,948484,1164892,6531424
Virginia,2015,8310301,7972925,4086283,4224018,510257,523372,518662,546799,590201,1154537,1094958,1183551,556454,486693,677364,329960,137493,37.8,8030602,279699,5949652,1732611,82256,608265,17364,224988,725092,7585209,7290029,966601,1193333,6598956
Virginia,2016,8256630,8043013,4060948,4195682,512278,521304,517763,547283,591629,1154074,1095010,1190345,546173,479110,645504,320443,135714,37.6,7988463,268167,5923173,1717174,81614,594021,16746,216899,709156,7547474,7323806,986495,1211386,6653111
Virginia,2017,8413774,8096958,4138574,4275200,509955,519276,522823,547867,583501,1170461,1096278,1157090,567471,508806,732740,354161,143345,38.1,8104561,309213,5987624,1766955,85411,649305,18475,245083,771177,7642597,7350986,1014966,1242368,6708391
Virginia,2018,8365952,8153221,4113988,4251964,509922,522148,519554,547684,585879,1162784,1096763,1171473,564368,497510,706482,340671,140714,38,8074008,291944,5969426,1748383,83309,631621,17885,234286,749458,7616494,7375614,1038160,1271355,6756219
Virginia,2019,8454463,8197642,4159173,4295290,508399,515885,525704,551262,576327,1174091,1100460,1139236,571821,519332,756712,368997,146237,38.2,8134188,320275,5993401,1782852,86798,664348,19416,260425,792001,7662462,7402904,1051559,1296959,6799060
